dataset,method,variant,dimension,n,gap_leak_fraction_mean,gap_leak_fraction_sem,epi_gap_ratio_mean,epi_gap_ratio_sem,mean_std_epi_gap_in_mean,mean_std_epi_gap_in_sem,mean_std_epi_gap_out_mean,mean_std_epi_gap_out_sem,rmse_gap_in_mean,rmse_gap_in_sem,rmse_gap_out_mean,rmse_gap_out_sem,ll_gap_in_mean,ll_gap_in_sem,ll_gap_out_mean,ll_gap_out_sem,picp95_gap_in_mean,picp95_gap_in_sem,picp95_gap_out_mean,picp95_gap_out_sem,feature_n_distinct,n_train_full,n_removed
energy,ensemble,gap,6,20,0.4385865088557077,0.001422983462656437,1.4360593141700608,0.06156700089646529,0.3400610138491767,0.014244210071339341,0.2382487892780282,0.00643237414031661,0.5449354072180241,0.018046867442335354,0.5131270003511854,0.022725183506735615,-0.8115355810247221,0.03174984251606116,-0.7811651092653944,0.05641147805572967,0.9530018627935879,0.011541998277148031,0.9367951150667307,0.009553668688699675,4,691,varies
energy,ensemble,gap,7,20,0.34386264900974556,0.001274196316371701,0.999610969402703,0.01820826632628181,0.2457598066287486,0.00629061763117281,0.24609418778255332,0.005222794290253444,0.5484502809506501,0.023809444961314073,0.474905372512477,0.020126699777592485,-0.8760286435025544,0.05982776421691423,-0.7038543911480957,0.04707990060354323,0.8790383777639212,0.01627855406540619,0.9418544492153625,0.00578825072007026,6,691,varies
energy,bbb,control,0,5,0.0,0.0,0.9469857610552956,0.014125976130357092,0.6461464503205679,0.025725513015188457,0.6816751171063278,0.01948813357984933,0.6730031407454298,0.05762737595485354,0.529460093188925,0.027273147994798342,-1.1842229830372712,0.024795281973402982,-1.1086350013965105,0.024571034228116753,0.9923076923076923,0.0076923076923076875,1.0,0.0,12,691,varies
energy,bbb,control,1,5,0.0,0.0,0.9469857610552956,0.014125976130357092,0.6461464503205679,0.025725513015188457,0.6816751171063278,0.01948813357984933,0.6730031407454298,0.05762737595485354,0.529460093188925,0.027273147994798342,-1.1842229830372712,0.024795281973402982,-1.1086350013965105,0.024571034228116753,0.9923076923076923,0.0076923076923076875,1.0,0.0,12,691,varies
energy,bbb,control,2,5,0.25338555212702546,0.002571313292433219,1.035522497915768,0.013724542185038298,0.6849647455540966,0.02296088925238668,0.6614706225104026,0.02073446976393496,0.6245913307765323,0.028284755271474688,0.5706327725584053,0.027537178146361214,-1.1571926937843782,0.024722387675181166,-1.1257362238996427,0.016366670376758548,1.0,0.0,0.9961538461538462,0.003846153846153832,7,691,varies
energy,bbb,control,3,5,0.6261874241837866,0.0026477719873418577,0.9358463113592036,0.012144420057961333,0.6411190480957335,0.0259487480565472,0.684190795627966,0.018997242861711203,0.5944651707664812,0.0296181688460534,0.5874914472708725,0.019689586214795655,-1.1278248197326548,0.025608218632395055,-1.1407166866661869,0.013207906032819268,1.0,0.0,0.9961538461538462,0.003846153846153832,4,691,varies
energy,bbb,control,4,5,1.0,0.0,0.9970063189849945,0.012158085309519675,0.6671336919454521,0.017257609219503818,0.6701056900341236,0.023628450631011412,0.5761422081283234,0.03698142164113154,0.5962723564252421,0.029894684195997633,-1.1305960326719144,0.025414675721960187,-1.1396792081157237,0.01898961730991234,1.0,0.0,0.9960000000000001,0.0040000000000000036,2,691,varies
energy,bbb,control,5,5,0.24847589063851167,0.0030843516391765055,0.9461281917312361,0.016589764246873615,0.6458369743944866,0.02300576596346792,0.682604656512029,0.021054153357608286,0.5574609482043233,0.015000877816450188,0.6053091721205952,0.02449989271837079,-1.110874473689931,0.015635584240821537,-1.1489881311171508,0.017713656907766755,1.0,0.0,0.9962264150943396,0.003773584905660398,4,691,varies
energy,bbb,control,6,5,0.43368142180873726,0.002289602734819664,0.9416779420078853,0.013261207464385317,0.6430150435729844,0.025015204931999425,0.6822303934218075,0.019532986762637684,0.5768823075833068,0.05022529479297145,0.5899629215045774,0.021005092860504924,-1.1267822682137059,0.027747005388716144,-1.1389205454588267,0.020106846996911704,1.0,0.0,0.9963636363636363,0.0036363636363636377,4,691,varies
energy,bbb,control,7,5,0.3417257718817179,0.0026920748843153094,0.9713340400412308,0.02146982381996366,0.6561976080737633,0.019910533177172077,0.6765972792317342,0.02304012355402614,0.5621994203830124,0.041206987173598324,0.6021007774308915,0.020911707863716007,-1.1178881251648594,0.02937830298283324,-1.1455858396062273,0.012863014296722293,1.0,0.0,0.9961538461538462,0.003846153846153832,6,691,varies
energy,bbb,gap,0,20,0.0,0.0,1.1207448803505335,0.02476210459920478,0.6122781745209378,0.018738900674900656,0.5464658661537987,0.012215151744043392,12.683150783277929,0.5233488029950898,0.4644159807940345,0.016300243128437312,-102.46410741092912,9.458189806807244,-0.9430187025505493,0.017356689382741614,0.14401692839061653,0.0329408929061152,0.9990196078431373,0.0009803921568627416,12,691,varies
energy,bbb,gap,1,20,0.0,0.0,1.1207448803505335,0.02476210459920478,0.6122781745209378,0.018738900674900656,0.5464658661537987,0.012215151744043392,12.683150783277929,0.5233488029950898,0.4644159807940345,0.016300243128437312,-102.46410741092912,9.458189806807244,-0.9430187025505493,0.017356689382741614,0.14401692839061653,0.0329408929061152,0.9990196078431373,0.0009803921568627416,12,691,varies
energy,bbb,gap,2,20,0.2504690265667931,0.0011220328146099735,1.1746661961595615,0.014795779777631477,0.7074923231826687,0.014952989549886001,0.6026254534799769,0.011123845002966395,5.375605596044162,0.1362412336627515,0.536217417066701,0.022736921041925498,-13.668609721491126,0.6854323342636504,-1.053189750836229,0.014981261867866491,0.2689738677438204,0.01923773331611117,0.9946486594882671,0.0021353016087917874,7,691,varies
energy,bbb,gap,3,20,0.6270189023635011,0.0012869442322245407,0.9538858726036394,0.009687324142091397,0.6396647518797983,0.013374088213630743,0.670228210243467,0.011041405666651107,0.6692428674090942,0.029785322345349138,0.6579047765918501,0.032311000860386636,-1.1898879152100375,0.022560529344282883,-1.1935183627628054,0.024607745336437163,0.9982142857142857,0.0017857142857142798,0.9884940961058142,0.005088717958372348,4,691,varies
energy,bbb,gap,4,20,1.0,0.0,0.9962813160519502,0.008003437210226746,0.6604439868482059,0.01368947824023529,0.6631919613342396,0.013159872729801807,0.5244275759503193,0.020198860627972662,0.5725062991847858,0.01944500058037593,-1.115848388885974,0.014750000764778493,-1.136990415642423,0.016090173791073234,1.0,0.0,0.9941799474450761,0.002047529524460604,2,691,varies
energy,bbb,gap,5,20,0.24959056677869254,0.0013250570565973853,0.99727448852617,0.010235816676462662,0.6741729258224495,0.017041416426138038,0.6759030678314224,0.015299668822392103,0.5817009905594082,0.017693591794048367,0.5904610769532788,0.02061368954789592,-1.1490352834722364,0.01541872728589454,-1.1560247511398476,0.01607076275005083,1.0,0.0,0.9952346155765968,0.0018970088256012258,4,691,varies
energy,bbb,gap,6,20,0.4385865088557077,0.001422983462656437,0.9576907606037507,0.009158849912690807,0.6439810781655355,0.018506244250990535,0.6712837426843355,0.015882538875025633,0.8412985227647786,0.07817606526134284,0.5964085760410875,0.018083524533027348,-1.3475282428858852,0.08474291314021572,-1.1533355804081054,0.018042487196828598,0.971867196384728,0.00841531723160397,0.9919428906204976,0.0022867853109194095,4,691,varies
energy,bbb,gap,7,20,0.34386264900974556,0.001274196316371701,0.9534410293438407,0.00830892828451687,0.6420405138494117,0.010072792237615731,0.6739296187437871,0.010677409524130831,0.570858064304442,0.017954380790692327,0.5709079160754753,0.019719052657060757,-1.127837563352243,0.014295608427727483,-1.1417441728506414,0.014187286932899446,1.0,0.0,0.995209066532596,0.0019041572431029569,6,691,varies
energy,gp,control,0,5,0.0,0.0,1.1092063639613958,0.046661629691983855,0.26309965173036304,0.010743449266269441,0.23726334591529943,0.0016429854956627056,0.6206250509219686,0.06557309181718803,0.4314061327708334,0.029510072483350372,-1.055551014779121,0.16413738368409264,-0.5890211265377081,0.058665847442572014,0.8649468410194363,0.017138849563505417,0.9459165496437303,0.0172065925649227,12,691,varies
energy,gp,control,1,5,0.0,0.0,1.1092063639613958,0.046661629691983855,0.26309965173036304,0.010743449266269441,0.23726334591529943,0.0016429854956627056,0.6206250509219686,0.06557309181718803,0.4314061327708334,0.029510072483350372,-1.055551014779121,0.16413738368409264,-0.5890211265377081,0.058665847442572014,0.8649468410194363,0.017138849563505417,0.9459165496437303,0.0172065925649227,12,691,varies
energy,gp,control,2,5,0.25338555212702546,0.002571313292433219,0.8871203974402624,0.04529961699848054,0.22558981114455476,0.00717713390818178,0.2555482997729489,0.006852352310366556,0.5134113690213951,0.06057265360916679,0.4945936445725735,0.04908791234671729,-0.8120188663565298,0.15384050049023568,-0.7154841438852249,0.0993323355291795,0.893047619047619,0.039126401360803836,0.9308342547716058,0.01062177714771556,7,691,varies
energy,gp,control,3,5,0.6261874241837866,0.0026477719873418577,0.9288439797764809,0.03517267932175717,0.23343581522790643,0.007341566571805784,0.2517410993602621,0.004796612428540536,0.5117674534015194,0.04343158307672765,0.505723380991631,0.029116123797216054,-0.7835475543319137,0.1015988918917843,-0.7310645027329625,0.05066322643893019,0.8989496021220159,0.03264884753108932,0.9295248868778281,0.018806917837976868,4,691,varies
energy,gp,control,4,5,1.0,0.0,1.0485519768618774,0.04967757248858193,0.2530944989066832,0.010719056627069217,0.24168860839602146,0.0030324542381401326,0.46224816393539614,0.028669135440251764,0.5256243283937602,0.052296066880100654,-0.6572538840246139,0.07013790471225177,-0.79765142573636,0.11051361298233928,0.9452198503922642,0.01759701695535177,0.9062801309202927,0.023007623826047978,2,691,varies
energy,gp,control,5,5,0.24847589063851167,0.0030843516391765055,0.7478599206702,0.027708147049102343,0.20130014013289266,0.004770653858310753,0.2699299331405016,0.006798701919187552,0.42815612439719075,0.019684371613849342,0.5393030085658372,0.04714002447357634,-0.5746396606781696,0.046109836026755384,-0.8325472192664678,0.09793467505894302,0.9200016420361248,0.015844049963173887,0.9207977893624794,0.02052018555747361,4,691,varies
energy,gp,control,6,5,0.43368142180873726,0.002289602734819664,0.8012238500588852,0.021740574832175494,0.2102256054189675,0.00732710240634107,0.26223502909989715,0.0037008780276404124,0.4792071535747719,0.034896530633220534,0.5180848523694445,0.04023127502883961,-0.7149651289791172,0.09115984689999357,-0.7637061092466404,0.07770268015255445,0.9188441124093298,0.018880265518080624,0.9204375238829019,0.018790956872091077,4,691,varies
energy,gp,control,7,5,0.3417257718817179,0.0026920748843153094,0.7603925596089222,0.03495324098856562,0.20263276126965138,0.00954449797717865,0.266509178430254,0.0031162043435652774,0.4842005259315676,0.04008780560579176,0.5168888943176096,0.04438981730262644,-0.7314085411612902,0.10887934321091249,-0.7620238579203436,0.0912868660532114,0.9181911421911423,0.028894296291501153,0.918768092010521,0.019310098564406904,6,691,varies
energy,gp,gap,0,20,0.0,0.0,32.74868000224812,1.203426845276561,6.363242695004898,0.2326481503809491,0.19465753204460493,0.0023007144821815617,20.044110168922856,0.31815573354286963,0.37036575580278225,0.014411583612025644,-11.736187031409461,0.2791976911498419,-0.4443105108525199,0.04067590958498258,0.2268540510286341,0.02113240444805265,0.9421972292317455,0.010021025270462804,12,691,varies
energy,gp,gap,1,20,0.0,0.0,32.74868000224812,1.203426845276561,6.363242695004898,0.2326481503809491,0.19465753204460493,0.0023007144821815617,20.044110168922856,0.31815573354286963,0.37036575580278225,0.014411583612025644,-11.736187031409461,0.2791976911498419,-0.4443105108525199,0.04067590958498258,0.2268540510286341,0.02113240444805265,0.9421972292317455,0.010021025270462804,12,691,varies
energy,gp,gap,2,20,0.2504690265667931,0.0011220328146099735,4.239862773287103,0.21979461097110578,0.9482374729239471,0.040843691781913535,0.2254348163714064,0.0035263759243313866,5.443844370913614,0.10921432274840351,0.4810735831575276,0.02285532314586242,-30.806521504518674,1.5510086999936075,-0.7151530533649428,0.06325946869215658,0.2863482664932192,0.02060900503915459,0.9324215478686323,0.008581324237151319,7,691,varies
energy,gp,gap,3,20,0.6270189023635011,0.0012869442322245407,1.1094560760099799,0.02062853464011727,0.28629323983547267,0.006492847683152969,0.25808674834735096,0.003485881696844039,0.5545230971371018,0.024842600805611924,0.5106217923896579,0.020164446880529138,-0.8047879574350795,0.04814858183331689,-0.7572090680805129,0.0451634526620752,0.925094124266538,0.008808606896156049,0.936017490655965,0.009329727862766826,4,691,varies
energy,gp,gap,4,20,1.0,0.0,1.0099577248309577,0.019269424747779193,0.25235016013705786,0.0044891203798908715,0.2504383900404309,0.0035393311177460162,0.4723955071054756,0.016615340637977958,0.524702202889067,0.020031620681959107,-0.6835319898370633,0.03619064141309492,-0.7768354559355606,0.04990183390432057,0.9204575959636305,0.011374349489438964,0.9198331300275958,0.0067355161048621714,2,691,varies
energy,gp,gap,5,20,0.24959056677869254,0.0013250570565973853,0.9670248520887563,0.019649394616697114,0.2524409431785849,0.00358109388335873,0.2621357499143936,0.004028847524205202,0.4764142182378584,0.01612990496001761,0.5265734538724559,0.018641880815091078,-0.6786166692334653,0.03683327592744108,-0.7992840689827919,0.04473938489730485,0.9481147416381784,0.012338352071084802,0.9367118671923018,0.008516660618497091,4,691,varies
energy,gp,gap,6,20,0.4385865088557077,0.001422983462656437,1.651011516208636,0.03009654475109073,0.42134168462687055,0.006128706999233753,0.2559061014949473,0.0032625031399313937,0.5538490311457152,0.015391879699323983,0.5286925774866842,0.02420543047264617,-0.7880069559905893,0.019047326076953218,-0.7835153245377144,0.049980810508827335,0.968853210370742,0.005445137874625902,0.9447464438910422,0.009204152871120884,4,691,varies
energy,gp,gap,7,20,0.34386264900974556,0.001274196316371701,0.8526223234559132,0.013698942624456251,0.20630352369230137,0.002757025768242146,0.24254565937085065,0.003169529337289331,0.5723784793316407,0.020692909698695566,0.49741391613951835,0.020624887106831018,-0.9688695766028204,0.059229014193102066,-0.7509319170938223,0.0526009996495915,0.8459315090945527,0.018517573592673964,0.9224198753577084,0.009238770327934517,6,691,varies
concrete,mcd,control,0,5,0.00516809037619188,0.0006025903038434478,0.9800309081440929,0.021117578851679725,2.799798978485281,0.01691038836277884,2.86093213947496,0.04884669807435161,6.145650660314585,0.4483737666661097,5.882261719810883,0.34523006440323123,-3.2537170521820107,0.06821225971649345,-3.207673213780562,0.05195205874632289,0.9501329901329901,0.022081138420254977,0.9476201316232725,0.015185843264708145,278,927,varies
concrete,mcd,control,1,5,0.506303903658065,0.0012018961030011972,1.0028540235438754,0.010967229577095932,2.847437769692534,0.04474869124445432,2.8390835375117227,0.02556956331171945,5.564951016802998,0.33935904160842173,6.248470080022903,0.21666493034641,-3.1655672622415514,0.04718236577004677,-3.2587037277963615,0.03196503658626435,0.9593267702091233,0.01390518096691775,0.9413832136428585,0.014458529502655883,185,927,varies
concrete,mcd,control,2,5,0.5080688629176369,0.0013707665837412726,0.9767250454849792,0.015607650905258959,2.7972707412863524,0.04322918188125402,2.8646519153841488,0.030230305102691833,6.546655947612628,0.4633140498150958,5.685404175447026,0.18371684380135775,-3.3206705110044306,0.0754674211300748,-3.173887903352525,0.026129571613647564,0.9230303030303031,0.020825358130685263,0.9613930348258706,0.007497950324633632,156,927,varies
concrete,mcd,control,3,5,0.13278306566380424,0.0009419821913888159,0.9179931426774006,0.006939956171466241,2.6853634760602825,0.029516072815317512,2.925917434693303,0.03924199185847018,5.730217222374209,0.40899725935334247,6.182625389720958,0.3333514333981557,-3.1912713942957884,0.06417547659365283,-3.2526914623697913,0.05434483826824495,0.9501501501501501,0.024972704186677207,0.9429449779429495,0.020982096616512097,195,927,varies
concrete,mcd,control,4,5,0.5107623978100211,0.003277456484235235,0.9283564742943176,0.007607478833234987,2.707556911688431,0.03313935499505486,2.9165254939956378,0.02713213043104677,5.71882831584722,0.24283194638578373,6.160184159497339,0.322245657255698,-3.1745706186484286,0.034757832485534476,-3.2536931540894245,0.04882797497671705,0.9637135474344776,0.004919635815299967,0.9384947809969759,0.01766126321048952,111,927,varies
concrete,mcd,control,5,5,0.010669275402795681,0.00039569818649222937,1.0000140583846076,0.02760036130962763,2.841071793321825,0.0690683748042224,2.84267524955253,0.031038819087408426,5.413078234090571,0.11937330452897175,6.319336519376206,0.28925365176906753,-3.1362060720872256,0.01662920940157675,-3.2739980381251748,0.04655027103903635,0.965427927927928,0.0053172786484015815,0.9384454169612884,0.017421696726101877,284,927,varies
concrete,mcd,control,6,5,0.0,0.0,0.9123191518222443,0.011778403042367174,2.654429408017167,0.03267139226478839,2.910324105492221,0.03217077803817408,5.714368721083813,0.3889447839195058,6.144085779690954,0.17420308827956846,-3.182034311514136,0.05825658280833892,-3.2445726412318465,0.025354068366454142,0.9443697879181749,0.014731860005484418,0.948084073820916,0.013975434049465048,302,927,varies
concrete,mcd,control,7,5,0.12017133979249114,0.0007187215842965448,0.9267596782026504,0.018198119397037686,2.702166909088234,0.05092624243390957,2.9166482709654815,0.033373399269453055,6.552299635927669,0.25272336700823217,5.660597902828063,0.3110478567465858,-3.303797388058448,0.04234817520216457,-3.178684839313747,0.043463954380287904,0.9396585698742982,0.016055569983604683,0.9526908824686713,0.013178425650954074,14,927,varies
concrete,mcd,gap,0,20,0.00451948164740755,0.0004908606364231631,0.9804184638090142,0.006897242927790236,2.811151376060686,0.023237208030137867,2.867844563302107,0.01797789548996413,6.615973375435656,0.16432579895490207,5.565004966627102,0.12392160344410882,-3.321431247532684,0.02811070184154722,-3.158633358200811,0.017261991455608024,0.9332355364389411,0.008360176996811255,0.9646090499640729,0.0056383096341465185,278,927,varies
concrete,mcd,gap,1,20,0.5082749001602845,0.00120428811097486,1.0082682911360923,0.00978568235957379,2.746217087756945,0.022574637762995443,2.725322928737286,0.016196543921980514,6.944016422374825,0.23448433423779114,5.9604312796340455,0.1631008598541981,-3.3815405256168547,0.042374034909485325,-3.2108897522649564,0.02445238764906484,0.9024520257995491,0.010088740209897725,0.9473398227899793,0.006410251395153187,185,927,varies
concrete,mcd,gap,2,20,0.5105234721472128,0.001486215697905229,1.0230866820273175,0.008032047239710535,2.7646085751786376,0.0203549101227875,2.703333911740326,0.01599701276176132,6.845697039648451,0.21816303133429532,5.458034534839134,0.17339002355862107,-3.3665217802629366,0.03998683370165328,-3.139072877575275,0.028402408932144494,0.9066465352589642,0.008857535357519207,0.9577794276506435,0.007333598873347423,156,927,varies
concrete,mcd,gap,3,20,0.13277592887440834,0.000637099715852738,0.9304414167157914,0.006454317229100346,2.846503497358647,0.016024226282374928,3.061001037091649,0.019799444124509867,6.077778509367968,0.20398007373280413,5.877646572317159,0.15078402367869967,-3.2398124670046142,0.03192014859257758,-3.2109945740729144,0.018780996017537063,0.957046989327711,0.008425786340469943,0.9650901984073968,0.004223948746102153,195,927,varies
concrete,mcd,gap,4,20,0.5133576399276,0.0015615839941988032,0.9446836287699337,0.006996422387209774,2.808975704776286,0.02049282202411691,2.9740903280002766,0.013620668504280347,7.1025783840084555,0.22164171735209098,5.844919053770701,0.12995926342772454,-3.4054598713029973,0.03927054737005652,-3.205742474488216,0.018752696337164813,0.8915454090606258,0.009343267660983664,0.9479754929433044,0.0051367345071099855,111,927,varies
concrete,mcd,gap,5,20,0.010358925186482066,0.00024704261212201063,1.029137737000047,0.009001793538600915,3.0218557302563918,0.023462959463485648,2.9379350046617243,0.019127007939464227,7.2412514144054,0.1685894160468992,5.584828012183683,0.1454203237001552,-3.4240407102419623,0.03029178497497152,-3.158253015508542,0.02135641361764387,0.909119415575938,0.007355491543826698,0.9631239657184889,0.005410016851028433,284,927,varies
concrete,mcd,gap,6,20,0.0,0.0,0.9552457410009018,0.010606623212497399,2.743942531775491,0.028572386319029575,2.8742971688356733,0.020744930860617565,7.178893582006708,0.24849902692866463,5.603594577967464,0.11734524781982886,-3.430329060122326,0.04839020000506454,-3.162151961980136,0.01698950373738319,0.8887030994484411,0.011071364897377697,0.954464902210517,0.005372683671919188,302,927,varies
concrete,mcd,gap,7,20,0.12012879113408723,0.0008243874471936628,0.966194969987655,0.0067543499682344325,2.8093790951941893,0.019243710801518,2.908589788348857,0.01619402982811939,6.620822719957289,0.22977593265790253,5.2609175557088665,0.15122074579087455,-3.3235454200302543,0.04148681220608228,-3.1149523057676163,0.021458014148646655,0.9315489525979059,0.010343701579419134,0.9640103785323026,0.005415551695819917,14,927,varies
concrete,map,control,0,5,0.00516809037619188,0.0006025903038434478,,,0.0,0.0,0.0,0.0,5.236701010534256,0.1448678140689535,6.013582214788926,0.6444734845415354,-3.8964223481697444,0.22295665964235076,-4.569253061773244,0.5771194303147743,0.746951951951952,0.05380065055349939,0.7290923367646215,0.029023639740406445,278,927,varies
concrete,map,control,1,5,0.506303903658065,0.0012018961030011972,,,0.0,0.0,0.0,0.0,5.231427321767727,0.3625392052501659,6.041278352159268,0.6085291631298592,-3.9015089639511467,0.2598530421312669,-4.600131678187917,0.5776326138819475,0.730091720679956,0.03432576848534598,0.738786694696064,0.03186034720211617,185,927,varies
concrete,map,control,2,5,0.5080688629176369,0.0013707665837412726,,,0.0,0.0,0.0,0.0,5.53669042224571,0.5018710173162103,5.84807598434552,0.61090174835397,-4.230590311836966,0.43580643751391746,-4.399453433919786,0.5462128669592864,0.7322727272727272,0.04001791507801355,0.7376877517176025,0.031177534674165196,156,927,varies
concrete,map,control,3,5,0.13278306566380424,0.0009419821913888159,,,0.0,0.0,0.0,0.0,6.162017096090218,1.2528789327164425,5.598493185534337,0.13325264440611678,-5.013040996518049,1.3232000080967845,-4.146381151645428,0.18321713337814863,0.763564767775294,0.055716918092362636,0.7151356662269441,0.028774281886847396,195,927,varies
concrete,map,control,4,5,0.5107623978100211,0.003277456484235235,,,0.0,0.0,0.0,0.0,6.074930277914466,0.6391010484576176,5.531465124399582,0.5573215371689021,-4.596500176507933,0.4810232815282666,-4.183087386545168,0.4854250934821726,0.7222960502030269,0.03500101325616857,0.7433423916830414,0.035660429904350206,111,927,varies
concrete,map,control,5,5,0.010669275402795681,0.00039569818649222937,,,0.0,0.0,0.0,0.0,5.404373749021078,0.27084116027648975,5.989072227451643,0.5668543134732014,-4.003422508549154,0.24587731159149365,-4.538448840450106,0.5163772983645348,0.742867867867868,0.039965051149992666,0.7315573222237086,0.03268285290153849,284,927,varies
concrete,map,control,6,5,0.0,0.0,,,0.0,0.0,0.0,0.0,4.411403386065099,0.3459259906655689,6.2391535748866875,0.5262175468628092,-3.3094908253647666,0.20716225927298754,-4.752119132038256,0.516586512604789,0.8175623659494627,0.03231353478412529,0.7054654059390901,0.03662300403801679,302,927,varies
concrete,map,control,7,5,0.12017133979249114,0.0007187215842965448,,,0.0,0.0,0.0,0.0,6.9951285657655955,0.9292467185417309,4.955793053251423,0.18046063231920004,-5.603014807404047,1.016907327745711,-3.670980193922464,0.16142689048105593,0.7110740028365488,0.03336772454368591,0.7500442659559255,0.033058468418358015,14,927,varies
concrete,map,gap,0,20,0.00451948164740755,0.0004908606364231631,,,0.0,0.0,0.0,0.0,8.09872304026873,0.2136066014232898,5.232307618436449,0.18938513768286197,-5.992160847150309,0.23618774845357968,-3.6863066633255044,0.14583030901419933,0.5939269293128999,0.02222813334382716,0.8036628873084967,0.013505960256910058,278,927,varies
concrete,map,gap,1,20,0.5082749001602845,0.00120428811097486,,,0.0,0.0,0.0,0.0,10.3628001218466,0.5261529787941069,5.618865804890325,0.22763287307889665,-10.103847831485655,0.8581980264890834,-4.310289850071653,0.23981553287139032,0.5663579943098132,0.019165515683452417,0.7597688382795612,0.015025957635483981,185,927,varies
concrete,map,gap,2,20,0.5105234721472128,0.001486215697905229,,,0.0,0.0,0.0,0.0,7.742497925029075,0.5001940898963471,5.292226366044161,0.2558567055316019,-6.719334800815025,0.6726576952429587,-4.104935526020188,0.22189855803191352,0.6184412777818851,0.020759319473177093,0.7761480307990272,0.018095937655078043,156,927,varies
concrete,map,gap,3,20,0.13277592887440834,0.000637099715852738,,,0.0,0.0,0.0,0.0,8.420611156558953,0.35847213677576156,5.007200409329171,0.1924899082052871,-6.204000870523185,0.34166171237055726,-3.4941618475979674,0.12725039575397198,0.6020741063080057,0.020544920914857028,0.832128679967097,0.010663848745851143,195,927,varies
concrete,map,gap,4,20,0.5133576399276,0.0015615839941988032,,,0.0,0.0,0.0,0.0,10.746585015241354,0.3069945958138688,4.828586299843058,0.1922654300884687,-9.101408816320834,0.43328354973187627,-3.4510164915152375,0.129101939144633,0.5033350225382682,0.01628495249479533,0.8247662452631379,0.014782496376552205,111,927,varies
concrete,map,gap,5,20,0.010358925186482066,0.00024704261212201063,,,0.0,0.0,0.0,0.0,10.44790252439472,0.4153200858365816,4.997422352932888,0.2373157516611449,-12.862930858829623,1.00459939706521,-4.313581602415938,0.2867869709752242,0.3681023003703788,0.021034671742595292,0.7538053666027824,0.013127620749700274,284,927,varies
concrete,map,gap,6,20,0.0,0.0,,,0.0,0.0,0.0,0.0,8.991455186555353,0.4400985292537334,5.017514158359601,0.19091624024049214,-8.129769307130932,0.6572592060572936,-3.801270913650361,0.17327369574063672,0.5449409496668596,0.02832098850481746,0.795505071464319,0.011011195860747459,302,927,varies
concrete,map,gap,7,20,0.12012879113408723,0.0008243874471936628,,,0.0,0.0,0.0,0.0,8.027859363548469,0.4643281832610074,5.253212421206348,0.16256422743168172,-6.389885985174691,0.5224584049688785,-3.780282451551927,0.11319865240174735,0.6358804341986714,0.01866082927957869,0.7911495000875032,0.01284500643041642,14,927,varies
concrete,laplace,control,0,5,0.00516809037619188,0.0006025903038434478,0.7954250134890911,0.03032035272977877,2.2486582312292405,0.06430010269390758,2.8362521196281634,0.08693126293892876,5.236701010534256,0.1448678140689535,6.013582214788926,0.6444734845415354,-3.0743965727599316,0.0948807211001673,-3.3534559464239124,0.18117267918131014,0.8562580437580438,0.02493536658617606,0.8470693530914382,0.026823837592125623,278,927,varies
concrete,laplace,control,1,5,0.506303903658065,0.0012018961030011972,0.961832078458866,0.05581351196191108,2.5681103343341087,0.10172975340293545,2.685762167250136,0.08972077003246728,5.231427321767727,0.3625392052501659,6.041278352159268,0.6085291631298592,-3.3302304361885433,0.1433272358930048,-3.2148892223645276,0.13210744463298316,0.8584026843585667,0.02874030548658295,0.8473875311597295,0.0199772412952002,185,927,varies
concrete,laplace,control,2,5,0.5080688629176369,0.0013707665837412726,0.9231862865949839,0.031772988536743305,2.4953727625896396,0.09263072647560316,2.70568935197259,0.06818006251875026,5.53669042224571,0.5018710173162103,5.84807598434552,0.61090174835397,-3.3952723526610264,0.1989581008496899,-3.1866993918164184,0.13378872400638123,0.8407575757575756,0.03393469634397154,0.8550959488272921,0.012490120481491113,156,927,varies
concrete,laplace,control,3,5,0.13278306566380424,0.0009419821913888159,0.8723608434803832,0.0602213618490968,2.3925288426489466,0.08281899840264573,2.773532551389705,0.11824818552051612,6.162017096090218,1.2528789327164425,5.598493185534337,0.13325264440611678,-3.350649957233203,0.3380811328637785,-3.2437694386373352,0.04301033630870799,0.851276840750525,0.038379516491748145,0.8484781155288255,0.022436615763932077,195,927,varies
concrete,laplace,control,4,5,0.5107623978100211,0.003277456484235235,1.0021934321068469,0.08691619969026855,2.6046984844868306,0.13443836022181796,2.6461526492533123,0.1432179443738599,6.074930277914466,0.6391010484576176,5.531465124399582,0.5573215371689021,-3.3602821143895887,0.200051259352031,-3.1985287530339406,0.12019577213644801,0.8328220745662606,0.021486630244172147,0.8610539738283374,0.022672716786636234,111,927,varies
concrete,laplace,control,5,5,0.010669275402795681,0.00039569818649222937,0.7823664071176758,0.03158404705547559,2.2228323422846747,0.07957971143363589,2.8486038095515043,0.08175062895715764,5.404373749021078,0.27084116027648975,5.989072227451643,0.5668543134732014,-3.365195751844337,0.14467302045810942,-3.210974125335722,0.12849216224654272,0.8076951951951952,0.030546328297940312,0.871289519113778,0.01785280787980376,284,927,varies
