dataset,method,seed,epoch,val_nll,val_ll,val_rmse,mean_var_aleatoric,mean_var_epistemic,n_fit,n_val,n_train_full,batch_size,steps_per_epoch,total_steps,elbo_samples,run_aborted,max_epoch_measured,run_train_time_s,timestamp,git_commit
yacht,mcd,0,2000,-0.3295998842853527,0.3295998842853527,0.1321655721623465,0.03526353442080101,0.02089408359201483,222,55,277,128,2,4000,,False,2000,4.379860499990173,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,1,5,1.1374200902932445,-1.1374200902932445,0.6911759372411694,0.9094105399134237,0.015093180959732657,222,55,277,128,2,10,,False,2000,4.384947199956514,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,1,10,1.0495679727737934,-1.0495679727737934,0.6092631444716445,0.821003389807392,0.010704302987195265,222,55,277,128,2,20,,False,2000,4.384947199956514,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,1,20,0.9957473866719947,-0.9957473866719947,0.6061245866041136,0.6691377421732922,0.010378182093642479,222,55,277,128,2,40,,False,2000,4.384947199956514,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,1,50,0.6669645533622949,-0.6669645533622949,0.39018994558168885,0.37403116555887106,0.03690834006692833,222,55,277,128,2,100,,False,2000,4.384947199956514,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,1,100,0.2578663021961318,-0.2578663021961318,0.24183800923121548,0.14591976224430195,0.04831529420489264,222,55,277,128,2,200,,False,2000,4.384947199956514,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,1,200,-0.03077875287285609,0.03077875287285609,0.17581449375177538,0.06964132213858339,0.038946163356804134,222,55,277,128,2,400,,False,2000,4.384947199956514,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,1,500,-0.17328430907359463,0.17328430907359463,0.1541115311629854,0.04833961593017246,0.030567650190609804,222,55,277,128,2,1000,,False,2000,4.384947199956514,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,1,1000,-0.23946437516286248,0.23946437516286248,0.14361762616471785,0.04494131603024747,0.026360159899714845,222,55,277,128,2,2000,,False,2000,4.384947199956514,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,1,2000,-0.31185361052448635,0.31185361052448635,0.1364658064158068,0.035874322394499746,0.022606039442572622,222,55,277,128,2,4000,,False,2000,4.384947199956514,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,2,5,1.0952664346281502,-1.0952664346281502,0.6204200878699182,0.934483900709931,0.01493956310832903,222,55,277,128,2,10,,False,2000,4.415001800050959,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,2,10,1.0632345612180902,-1.0632345612180902,0.6170759745857012,0.8433676572798574,0.01321430613205393,222,55,277,128,2,20,,False,2000,4.415001800050959,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,2,20,0.9943035238226762,-0.9943035238226762,0.5966737588976888,0.6870331492881249,0.012347974581580769,222,55,277,128,2,40,,False,2000,4.415001800050959,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,2,50,0.6959508388821652,-0.6959508388821652,0.41284021486333355,0.389240522584042,0.035021245989088234,222,55,277,128,2,100,,False,2000,4.415001800050959,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,2,100,0.27284023810019653,-0.27284023810019653,0.24325848553483143,0.15566759761295043,0.04450805760243427,222,55,277,128,2,200,,False,2000,4.415001800050959,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,2,200,-0.07163069123691358,0.07163069123691358,0.16783250472166736,0.06706383051137353,0.035494746189665,222,55,277,128,2,400,,False,2000,4.415001800050959,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,2,500,-0.19208597606279654,0.19208597606279654,0.1521823852677512,0.04788502693064043,0.03027182605284692,222,55,277,128,2,1000,,False,2000,4.415001800050959,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,2,1000,-0.1599185638683205,0.1599185638683205,0.1621242026136194,0.04693487174359082,0.030760092002606106,222,55,277,128,2,2000,,False,2000,4.415001800050959,2026-08-27T09:49:57.132935+00:00,1806733
yacht,mcd,2,2000,-0.27652068244966316,0.27652068244966316,0.13823554397423649,0.037660177447664346,0.02542151336630335,222,55,277,128,2,4000,,False,2000,4.415001800050959,2026-08-27T09:49:57.132935+00:00,1806733
yacht,bbb,0,5,1.1162999667848945,-1.1162999667848945,0.6445635262306346,0.9425376242293404,0.02447847450611002,222,55,277,128,2,10,8,False,2000,26.994243700057268,2026-08-27T09:49:57.132935+00:00,1806733
yacht,bbb,0,10,1.0754653479350946,-1.0754653479350946,0.6240705817510698,0.8513259610784305,0.02585649927686115,222,55,277,128,2,20,8,False,2000,26.994243700057268,2026-08-27T09:49:57.132935+00:00,1806733
yacht,bbb,0,20,1.0042822741575326,-1.0042822741575326,0.6002266831263147,0.6952182286239448,0.02370396767456554,222,55,277,128,2,40,8,False,2000,26.994243700057268,2026-08-27T09:49:57.132935+00:00,1806733
yacht,bbb,0,50,0.7695263930231799,-0.7695263930231799,0.47905803130607544,0.415348215633649,0.025952320645270442,222,55,277,128,2,100,8,False,2000,26.994243700057268,2026-08-27T09:49:57.132935+00:00,1806733
yacht,bbb,0,100,0.3043364215279791,-0.3043364215279791,0.2935741337579621,0.14555298479087267,0.039970068399717534,222,55,277,128,2,200,8,False,2000,26.994243700057268,2026-08-27T09:49:57.132935+00:00,1806733
yacht,bbb,0,200,-0.31798473991876336,0.31798473991876336,0.12876534936939057,0.04290985149964308,0.02605534455827096,222,55,277,128,2,400,8,False,2000,26.994243700057268,2026-08-27T09:49:57.132935+00:00,1806733
yacht,bbb,0,500,-0.730884706564924,0.730884706564924,0.10474695569579523,0.01524227275873978,0.010652564244853105,222,55,277,128,2,1000,8,False,2000,26.994243700057268,2026-08-27T09:49:57.132935+00:00,1806733
yacht,bbb,0,1000,-1.213219597711557,1.213219597711557,0.06875303317774394,0.005286931442321066,0.003317019784541827,222,55,277,128,2,2000,8,False,2000,26.994243700057268,2026-08-27T09:49:57.132935+00:00,1806733
yacht,bbb,0,2000,-1.3112143851579905,1.3112143851579905,0.06294159216620349,0.0016164590686666331,0.0006018202585494481,222,55,277,128,2,4000,8,False,2000,26.994243700057268,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,0,5,0.8578591302042042,-0.8578591302042042,0.31808093169194745,0.7769492167548454,0.0,553,138,691,128,5,25,,False,2000,9.76525459997356,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,0,10,0.72716276719366,-0.72716276719366,0.2781610422088153,0.598842445634283,0.0,553,138,691,128,5,50,,False,2000,9.76525459997356,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,0,20,0.49783694971761144,-0.49783694971761144,0.25010001726645004,0.3624894254838613,0.0,553,138,691,128,5,100,,False,2000,9.76525459997356,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,0,50,-0.06571769447898601,0.06571769447898601,0.19520331882118022,0.0923891910713962,0.0,553,138,691,128,5,250,,False,2000,9.76525459997356,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,0,100,-0.9853739531522775,0.9853739531522775,0.08221653061561618,0.013384613308609433,0.0,553,138,691,128,5,500,,False,2000,9.76525459997356,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,0,200,-1.5822242911288995,1.5822242911288995,0.04954468790300207,0.0027800401086596625,0.0,553,138,691,128,5,1000,,False,2000,9.76525459997356,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,0,500,-1.607597167378184,1.607597167378184,0.04830655363043364,0.0020727922705090704,0.0,553,138,691,128,5,2500,,False,2000,9.76525459997356,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,0,1000,-1.640290605642569,1.640290605642569,0.046677386181474545,0.001890900140188001,0.0,553,138,691,128,5,5000,,False,2000,9.76525459997356,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,0,2000,-1.5997349221793258,1.5997349221793258,0.04582414537528533,0.0013156045365775896,0.0,553,138,691,128,5,10000,,False,2000,9.76525459997356,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,1,5,0.8839430124085677,-0.8839430124085677,0.32438426442384144,0.8201284560294352,0.0,553,138,691,128,5,25,,False,2000,9.736855399911292,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,1,10,0.7564315442914589,-0.7564315442914589,0.2915226695606114,0.6315483184861858,0.0,553,138,691,128,5,50,,False,2000,9.736855399911292,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,1,20,0.5141043892320202,-0.5141043892320202,0.24446425741609235,0.38029105872000135,0.0,553,138,691,128,5,100,,False,2000,9.736855399911292,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,1,50,-0.17311961004547166,0.17311961004547166,0.14856912704029837,0.08746955429124283,0.0,553,138,691,128,5,250,,False,2000,9.736855399911292,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,1,100,-0.9277147643588434,0.9277147643588434,0.0954636887513961,0.010058428472380006,0.0,553,138,691,128,5,500,,False,2000,9.736855399911292,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,1,200,-1.543128855033712,1.543128855033712,0.05134751896522297,0.003134623215965725,0.0,553,138,691,128,5,1000,,False,2000,9.736855399911292,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,1,500,-1.354289518318636,1.354289518318636,0.05922583936605749,0.002285706455428535,0.0,553,138,691,128,5,2500,,False,2000,9.736855399911292,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,1,1000,-1.669698239922302,1.669698239922302,0.04489805794500222,0.0015964472597102147,0.0,553,138,691,128,5,5000,,False,2000,9.736855399911292,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,1,2000,-1.6532926502882157,1.6532926502882157,0.043965843373716944,0.0012646140691856683,0.0,553,138,691,128,5,10000,,False,2000,9.736855399911292,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,2,5,0.9144301091468714,-0.9144301091468714,0.35616707035947864,0.854265929253735,0.0,553,138,691,128,5,25,,False,2000,9.75347979995422,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,2,10,0.7702232547803637,-0.7702232547803637,0.28367170123928903,0.6571200161126671,0.0,553,138,691,128,5,50,,False,2000,9.75347979995422,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,2,20,0.532127147839072,-0.532127147839072,0.2515161265551286,0.3926980033145909,0.0,553,138,691,128,5,100,,False,2000,9.75347979995422,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,2,50,-0.15686405367306872,0.15686405367306872,0.1476047185097998,0.0917043409787171,0.0,553,138,691,128,5,250,,False,2000,9.75347979995422,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,2,100,-0.8979340289971581,0.8979340289971581,0.09843225274926772,0.010483784867498536,0.0,553,138,691,128,5,500,,False,2000,9.75347979995422,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,2,200,-1.3909869319348163,1.3909869319348163,0.05946604688173401,0.002852258517757048,0.0,553,138,691,128,5,1000,,False,2000,9.75347979995422,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,2,500,-1.4842116433488557,1.4842116433488557,0.05363547270164117,0.002163191240896849,0.0,553,138,691,128,5,2500,,False,2000,9.75347979995422,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,2,1000,-1.5265602078334721,1.5265602078334721,0.05105324598495936,0.0018844762520848495,0.0,553,138,691,128,5,5000,,False,2000,9.75347979995422,2026-08-27T09:49:57.132935+00:00,1806733
energy,map,2,2000,-1.3892567554859363,1.3892567554859363,0.051958373106306736,0.0013616228617423195,0.0,553,138,691,128,5,10000,,False,2000,9.75347979995422,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,0,5,0.8635250666456641,-0.8635250666456641,0.31607878458620514,0.7774363114352153,0.011036847097205238,553,138,691,128,5,25,,False,2000,10.835487099946477,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,0,10,0.73754030091168,-0.73754030091168,0.2833928811517764,0.5994945123060855,0.010151296644539478,553,138,691,128,5,50,,False,2000,10.835487099946477,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,0,20,0.5238087880843717,-0.5238087880843717,0.2698645309027538,0.36429600765938663,0.008569943228608176,553,138,691,128,5,100,,False,2000,10.835487099946477,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,0,50,0.0739839918524501,-0.0739839918524501,0.2206054291001286,0.10938532430985018,0.013891301152696553,553,138,691,128,5,250,,False,2000,10.835487099946477,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,0,100,-0.21926848904034377,0.21926848904034377,0.17336880999639917,0.04702743348949433,0.0162457830257905,553,138,691,128,5,500,,False,2000,10.835487099946477,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,0,200,-0.34787897455487277,0.34787897455487277,0.15266873267696693,0.0346081928757176,0.014645628595343149,553,138,691,128,5,1000,,False,2000,10.835487099946477,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,0,500,-0.5160974418414634,0.5160974418414634,0.11159374555611523,0.027962660742133338,0.014357262615719535,553,138,691,128,5,2500,,False,2000,10.835487099946477,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,0,1000,-0.5071219241133815,0.5071219241133815,0.11970155387949216,0.026518162059014923,0.013953944847793665,553,138,691,128,5,5000,,False,2000,10.835487099946477,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,0,2000,-0.5273143947205589,0.5273143947205589,0.11113471169638794,0.026519060781316547,0.014640289445235405,553,138,691,128,5,10000,,False,2000,10.835487099946477,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,1,5,0.8880162825864727,-0.8880162825864727,0.3219780260549775,0.818227675920104,0.011312694451862048,553,138,691,128,5,25,,False,2000,10.947434499976225,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,1,10,0.7615854780128545,-0.7615854780128545,0.2892446408060763,0.6303338729464586,0.010157869495787203,553,138,691,128,5,50,,False,2000,10.947434499976225,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,1,20,0.5301488440613475,-0.5301488440613475,0.2523374505881485,0.3807211137281001,0.009409606140137233,553,138,691,128,5,100,,False,2000,10.947434499976225,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,1,50,0.05953195120591582,-0.05953195120591582,0.20815920443543037,0.1107523103516782,0.015664941512529555,553,138,691,128,5,250,,False,2000,10.947434499976225,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,1,100,-0.25302771210947944,0.25302771210947944,0.1621239460004651,0.045445044449656,0.017406435400871417,553,138,691,128,5,500,,False,2000,10.947434499976225,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,1,200,-0.41106892519822474,0.41106892519822474,0.12668700537017605,0.03405368405803788,0.016855613551509403,553,138,691,128,5,1000,,False,2000,10.947434499976225,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,1,500,-0.4961342584465975,0.4961342584465975,0.11297327121949563,0.029148101793190797,0.01503741173589948,553,138,691,128,5,2500,,False,2000,10.947434499976225,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,1,1000,-0.5408344906726523,0.5408344906726523,0.10036787215048605,0.027920983855385058,0.01468779965275912,553,138,691,128,5,5000,,False,2000,10.947434499976225,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,1,2000,-0.5254947602650383,0.5254947602650383,0.11263152678329746,0.02688478962686053,0.013822854662364093,553,138,691,128,5,10000,,False,2000,10.947434499976225,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,2,5,0.9204086484804554,-0.9204086484804554,0.3581158713904159,0.8559064860892239,0.00866316087833816,553,138,691,128,5,25,,False,2000,10.961253499961458,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,2,10,0.780644915879014,-0.780644915879014,0.2893878050770039,0.6588610209730628,0.010145021612194112,553,138,691,128,5,50,,False,2000,10.961253499961458,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,2,20,0.5508004451851001,-0.5508004451851001,0.2597485574422489,0.39543466958289053,0.009847542297936865,553,138,691,128,5,100,,False,2000,10.961253499961458,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,2,50,0.10013144661196934,-0.10013144661196934,0.22911825874260125,0.11439872994577925,0.013589849725036594,553,138,691,128,5,250,,False,2000,10.961253499961458,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,2,100,-0.297804014666125,0.297804014666125,0.14744925225264854,0.04479174957316187,0.01614061739460828,553,138,691,128,5,500,,False,2000,10.961253499961458,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,2,200,-0.42662895082654245,0.42662895082654245,0.12965254575993276,0.03268336299311172,0.015037051025483271,553,138,691,128,5,1000,,False,2000,10.961253499961458,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,2,500,-0.4467742130357201,0.4467742130357201,0.1351210789292942,0.028650624039016255,0.013654939030672627,553,138,691,128,5,2500,,False,2000,10.961253499961458,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,2,1000,-0.518853069727548,0.518853069727548,0.11179282468356272,0.02742504815151215,0.014219839145190151,553,138,691,128,5,5000,,False,2000,10.961253499961458,2026-08-27T09:49:57.132935+00:00,1806733
energy,mcd,2,2000,-0.45566419389565455,0.45566419389565455,0.12480589058221905,0.031052592637587743,0.014282092247648044,553,138,691,128,5,10000,,False,2000,10.961253499961458,2026-08-27T09:49:57.132935+00:00,1806733
energy,bbb,0,5,0.8764793274397624,-0.8764793274397624,0.32506348792538386,0.7825836470129077,0.023171125711376507,553,138,691,128,5,25,8,False,2000,67.70959250000305,2026-08-27T09:49:57.132935+00:00,1806733
energy,bbb,0,10,0.7642749816762021,-0.7642749816762021,0.305206722041822,0.61108057746995,0.02246948800892085,553,138,691,128,5,50,8,False,2000,67.70959250000305,2026-08-27T09:49:57.132935+00:00,1806733
energy,bbb,0,20,0.5551775324946714,-0.5551775324946714,0.2696648376352582,0.38036027336144407,0.022802581669857918,553,138,691,128,5,100,8,False,2000,67.70959250000305,2026-08-27T09:49:57.132935+00:00,1806733
energy,bbb,0,50,0.141703764095917,-0.141703764095917,0.22949613945045383,0.12399848690466785,0.024316720986533584,553,138,691,128,5,250,8,False,2000,67.70959250000305,2026-08-27T09:49:57.132935+00:00,1806733
energy,bbb,0,100,-0.2862829969190801,0.2862829969190801,0.15266073324167567,0.04651469648856171,0.014975079915083957,553,138,691,128,5,500,8,False,2000,67.70959250000305,2026-08-27T09:49:57.132935+00:00,1806733
energy,bbb,0,200,-0.6942436685778477,0.6942436685778477,0.09806577407371563,0.018772091238560485,0.009425198081532214,553,138,691,128,5,1000,8,False,2000,67.70959250000305,2026-08-27T09:49:57.132935+00:00,1806733
energy,bbb,0,500,-1.285312208371325,1.285312208371325,0.06501886337533463,0.004777800114424694,0.0017702922724188012,553,138,691,128,5,2500,8,False,2000,67.70959250000305,2026-08-27T09:49:57.132935+00:00,1806733
energy,bbb,0,1000,-1.5745907895595093,1.5745907895595093,0.049037053217933634,0.0028155164998060482,0.00051888220752194,553,138,691,128,5,5000,8,False,2000,67.70959250000305,2026-08-27T09:49:57.132935+00:00,1806733
energy,bbb,0,2000,-1.5509055629279955,1.5509055629279955,0.05100860836282691,0.0027213128511556234,0.0002709080837987673,553,138,691,128,5,10000,8,False,2000,67.70959250000305,2026-08-27T09:49:57.132935+00:00,1806733
concrete,map,0,5,0.9696995001594912,-0.9696995001594912,0.5452309498611955,0.7411155019481049,0.0,742,185,927,128,6,30,,False,2000,11.723216100013815,2026-08-27T09:49:57.132935+00:00,1806733
concrete,map,0,10,0.7858291304628144,-0.7858291304628144,0.4330599871029779,0.5422104885177707,0.0,742,185,927,128,6,60,,False,2000,11.723216100013815,2026-08-27T09:49:57.132935+00:00,1806733
concrete,map,0,20,0.5584191995894188,-0.5584191995894188,0.37632785900487836,0.3061779445211804,0.0,742,185,927,128,6,120,,False,2000,11.723216100013815,2026-08-27T09:49:57.132935+00:00,1806733
concrete,map,0,50,0.31635382133135165,-0.31635382133135165,0.3319950524837857,0.11180221094426476,0.0,742,185,927,128,6,300,,False,2000,11.723216100013815,2026-08-27T09:49:57.132935+00:00,1806733
