dataset,dropout_p,split_index,epochs,rmse,ll,picp95,mpiw95,mean_var_aleatoric,mean_var_epistemic,timestamp,git_commit
energy,0.005,13,1000,0.6636715610089697,-1.041355960352544,0.948051948051948,2.994695723763253,0.4204468421672833,0.16593690727399565,2026-08-28T23:54:24.320902+00:00,1806733
energy,0.005,14,1000,0.4661317682149839,-0.841551904087637,1.0,3.0120234037220115,0.4223833828810233,0.17111899085193352,2026-08-28T23:54:34.159606+00:00,1806733
energy,0.005,15,1000,0.45104299323483127,-0.8451569426512725,1.0,3.133060757964631,0.4257499316265771,0.21998375866384484,2026-08-28T23:54:35.764142+00:00,1806733
energy,0.005,16,1000,0.6508974686593353,-1.05683684579056,0.987012987012987,3.1613818247535126,0.47243422731044526,0.18349679489316179,2026-08-28T23:54:45.372808+00:00,1806733
energy,0.005,17,1000,0.5300446467346169,-0.9440883269780292,0.987012987012987,3.241788040022937,0.4822584707156768,0.20792984558566077,2026-08-28T23:54:46.876894+00:00,1806733
energy,0.005,18,1000,0.7172976182986535,-1.132698649180888,0.948051948051948,3.287353901512407,0.4671062387416475,0.2458743394559321,2026-08-28T23:54:56.637667+00:00,1806733
energy,0.005,19,1000,0.5846381756051952,-0.9558494455184993,0.974025974025974,3.0311556440005365,0.4288254531204251,0.17149776427809635,2026-08-28T23:54:58.089127+00:00,1806733
energy,0.01,0,1000,0.5062884727169329,-1.0197535317218154,1.0,3.749449051140944,0.5955853672560779,0.3239295159472157,2026-08-28T23:55:07.656689+00:00,1806733
energy,0.01,1,1000,0.6907881868447168,-1.1131510938394553,0.987012987012987,3.7085471803391994,0.5883196634406284,0.31095018373886996,2026-08-28T23:55:08.993878+00:00,1806733
energy,0.01,2,1000,0.6423153562211781,-1.1167535299234501,0.987012987012987,3.751305055222818,0.6034127917471679,0.3164238419760519,2026-08-28T23:55:18.944763+00:00,1806733
energy,0.01,3,1000,0.5477707390404878,-1.0857523864047443,1.0,4.016889016151323,0.6860804169701139,0.37272578696390063,2026-08-28T23:55:20.389897+00:00,1806733
energy,0.01,4,1000,0.6653423214263682,-1.1018388120436104,0.987012987012987,3.6368384838165304,0.5673857205832409,0.29765729399462365,2026-08-28T23:55:30.010601+00:00,1806733
energy,0.01,5,1000,0.5390335360446424,-1.0668055640003253,1.0,3.9173729750331843,0.6641003740108881,0.34012248534310435,2026-08-28T23:55:31.154025+00:00,1806733
energy,0.01,6,1000,0.6879787683211133,-1.169878234484682,0.974025974025974,3.9960009080825496,0.6819215044157383,0.3666007547659269,2026-08-28T23:55:41.071071+00:00,1806733
energy,0.01,7,1000,0.6387358572635433,-1.1481287234356539,0.987012987012987,4.03623677325773,0.6494033486778729,0.41963141199162673,2026-08-28T23:55:41.977647+00:00,1806733
energy,0.01,8,1000,0.8015272230346118,-1.2276128062645575,0.974025974025974,3.4886781003754197,0.5143437838014256,0.281623764610609,2026-08-28T23:55:52.263319+00:00,1806733
energy,0.01,9,1000,0.557204224133622,-1.0583477490229096,1.0,3.8073357522740485,0.6271840762957873,0.32044223716638465,2026-08-28T23:55:53.484369+00:00,1806733
energy,0.01,10,1000,0.622781908055159,-1.10937661476958,1.0,3.878203855127641,0.6462536126205161,0.3368963939543681,2026-08-28T23:56:03.175325+00:00,1806733
energy,0.01,11,1000,0.5629724063908274,-1.0467095912466495,0.987012987012987,3.7197424488380686,0.5925549684323715,0.3131343316603456,2026-08-28T23:56:04.692089+00:00,1806733
energy,0.01,12,1000,0.6594056173119359,-1.0901944478779018,0.987012987012987,3.6005644584493384,0.5610873839492283,0.2860615235350812,2026-08-28T23:56:14.564430+00:00,1806733
energy,0.01,13,1000,0.6379101349815893,-1.087830513376369,0.987012987012987,3.6517087635666696,0.5820958067360236,0.2892037874488403,2026-08-28T23:56:15.560370+00:00,1806733
energy,0.01,14,1000,0.49992878610904196,-0.9624796656583292,1.0,3.4955611358126952,0.5291640828010167,0.2694300994707087,2026-08-28T23:56:25.560146+00:00,1806733
energy,0.01,15,1000,0.5216229399938886,-1.0184344435396648,1.0,3.764179704788418,0.5871746829980147,0.3389361213892993,2026-08-28T23:56:26.715647+00:00,1806733
energy,0.01,16,1000,0.6419734285655239,-1.1415385742767052,0.987012987012987,4.019608523652382,0.696641446154698,0.36434186604464264,2026-08-28T23:56:36.630275+00:00,1806733
energy,0.01,17,1000,0.6368742540903917,-1.1301889659994586,1.0,3.936142819040783,0.6534596791737476,0.3617448345846444,2026-08-28T23:56:37.668083+00:00,1806733
energy,0.01,18,1000,0.756776267789628,-1.229864819978967,0.974025974025974,4.102947022851923,0.6743766689013287,0.43180477452749694,2026-08-28T23:56:47.831539+00:00,1806733
energy,0.01,19,1000,0.7062834150849394,-1.144660521132637,0.974025974025974,3.652191150116722,0.5680948088296015,0.30410552257811657,2026-08-28T23:56:48.698582+00:00,1806733
energy,0.05,0,1000,0.9515533338432569,-1.6553512882176684,1.0,7.125949130595352,2.160196638285104,1.1520025491449686,2026-08-28T23:56:59.015324+00:00,1806733
energy,0.05,1,1000,0.9911147251232019,-1.5694884314478936,0.987012987012987,6.159540435251275,1.55656347747015,0.917919378332924,2026-08-28T23:56:59.551826+00:00,1806733
energy,0.05,2,1000,0.7777752172482533,-1.4835313250707067,1.0,6.065599721667173,1.5589162416648459,0.83866784667897,2026-08-28T23:57:09.775439+00:00,1806733
energy,0.05,3,1000,0.924202605519062,-1.54756351540766,1.0,6.184983204498019,1.6086579980529103,0.8855455400504,2026-08-28T23:57:10.555425+00:00,1806733
energy,0.05,4,1000,0.8807091443422945,-1.5032880814613117,1.0,5.925475891431389,1.3635786708983004,0.9262690695372245,2026-08-28T23:57:20.710643+00:00,1806733
energy,0.05,5,1000,0.8244576133815636,-1.57301572479518,1.0,6.699523864955207,1.7958656856856356,1.1334701530276374,2026-08-28T23:57:21.579934+00:00,1806733
energy,0.05,6,1000,0.8283032573487727,-1.619833442112542,1.0,7.1416067026634,2.0975834491340355,1.2324018803128418,2026-08-28T23:57:32.029413+00:00,1806733
