dataset,n_train_full,steps_per_epoch_full,epochs,total_steps_full,set_by,method_spread,is_lower_bound,epochs_map,epochs_mcd,epochs_bbb
yacht,277,3,5000,15000,mcd,10.0,True,500,5000,2000
