dataset,split_index,dropout_p,tau,n_train,n_validation,epochs,validation_rmse,validation_ll,timestamp,git_commit
yacht,8,0.1,0.25,221,56,4000,2.465908864926369,-2.026963171625818,2026-08-30T23:17:11.875883+00:00,1806733
yacht,8,0.1,0.5,221,56,4000,2.4701960780294194,-1.9108543316214346,2026-08-30T23:17:11.909313+00:00,1806733
yacht,8,0.1,0.75,221,56,4000,2.442178529034552,-1.882342019563882,2026-08-30T23:17:11.938945+00:00,1806733
yacht,9,0.005,0.25,221,56,4000,0.7117523573429109,-1.690912088075376,2026-08-30T23:17:11.997987+00:00,1806733
yacht,9,0.005,0.5,221,56,4000,0.7115255113923485,-1.4006513478714069,2026-08-30T23:17:12.028124+00:00,1806733
yacht,9,0.005,0.75,221,56,4000,0.7106916693454625,-1.239204127162688,2026-08-30T23:17:12.055766+00:00,1806733
yacht,9,0.01,0.25,221,56,4000,0.8344970354323576,-1.7193057708758985,2026-08-30T23:17:12.082787+00:00,1806733
yacht,9,0.01,0.5,221,56,4000,0.7597910546598732,-1.4131468358633736,2026-08-30T23:17:12.109582+00:00,1806733
yacht,9,0.01,0.75,221,56,4000,0.8480158213013728,-1.2980108818095963,2026-08-30T23:17:12.139629+00:00,1806733
yacht,9,0.05,0.25,221,56,4000,1.1141693017782504,-1.8332742122368149,2026-08-30T23:17:12.171486+00:00,1806733
yacht,9,0.05,0.5,221,56,4000,1.1210889157541157,-1.6108377241485758,2026-08-30T23:17:12.206096+00:00,1806733
yacht,9,0.05,0.75,221,56,4000,1.1159783533152199,-1.5258697440245546,2026-08-30T23:17:12.239222+00:00,1806733
yacht,9,0.1,0.25,221,56,4000,2.040080316720853,-2.0151969633689686,2026-08-30T23:17:12.267535+00:00,1806733
yacht,9,0.1,0.5,221,56,4000,2.031526175366838,-1.8776714022810885,2026-08-30T23:17:12.295281+00:00,1806733
yacht,9,0.1,0.75,221,56,4000,2.025953117717205,-1.839711379991901,2026-08-30T23:17:12.323479+00:00,1806733
yacht,10,0.005,0.25,221,56,4000,1.0064300306196434,-1.7314019432381669,2026-08-30T23:17:12.380154+00:00,1806733
yacht,10,0.005,0.5,221,56,4000,0.9997819885574216,-1.4897673515599312,2026-08-30T23:17:12.408311+00:00,1806733
yacht,10,0.005,0.75,221,56,4000,1.0294348609731758,-1.409407767527028,2026-08-30T23:17:12.440501+00:00,1806733
yacht,10,0.01,0.25,221,56,4000,0.9792115061123453,-1.7224647692977724,2026-08-30T23:17:12.469242+00:00,1806733
yacht,10,0.01,0.5,221,56,4000,0.9683237415313921,-1.4614791650331955,2026-08-30T23:17:12.497071+00:00,1806733
yacht,10,0.01,0.75,221,56,4000,0.9767559296490707,-1.3448081164980725,2026-08-30T23:17:12.524065+00:00,1806733
yacht,10,0.05,0.25,221,56,4000,1.3128583917683387,-1.7981944965183956,2026-08-30T23:17:12.551835+00:00,1806733
yacht,10,0.05,0.5,221,56,4000,1.3301481275424119,-1.5489664614554088,2026-08-30T23:17:12.584960+00:00,1806733
yacht,10,0.05,0.75,221,56,4000,1.2832603867264407,-1.43509824443796,2026-08-30T23:17:12.611850+00:00,1806733
yacht,10,0.1,0.25,221,56,4000,2.2173703785416694,-1.946245317592965,2026-08-30T23:17:12.641261+00:00,1806733
yacht,10,0.1,0.5,221,56,4000,2.2090884114398976,-1.7619288046746828,2026-08-30T23:17:12.671830+00:00,1806733
yacht,10,0.1,0.75,221,56,4000,2.216023517645026,-1.6909466676681322,2026-08-30T23:17:12.703427+00:00,1806733
yacht,11,0.005,0.25,221,56,4000,0.5499227576174293,-1.6581277603832272,2026-08-30T23:17:12.760158+00:00,1806733
yacht,11,0.005,0.5,221,56,4000,0.5588977858223303,-1.3490330884452095,2026-08-30T23:17:12.789350+00:00,1806733
yacht,11,0.005,0.75,221,56,4000,0.560120253619524,-1.1810488098671403,2026-08-30T23:17:12.815689+00:00,1806733
yacht,11,0.01,0.25,221,56,4000,0.7555294805150538,-1.6946296325463044,2026-08-30T23:17:12.842330+00:00,1806733
yacht,11,0.01,0.5,221,56,4000,0.744826231144054,-1.409401742097521,2026-08-30T23:17:12.870436+00:00,1806733
yacht,11,0.01,0.75,221,56,4000,0.7545510530402098,-1.2648388653666962,2026-08-30T23:17:12.910555+00:00,1806733
yacht,11,0.05,0.25,221,56,4000,1.4360433936891528,-1.8527587056351307,2026-08-30T23:17:12.937563+00:00,1806733
yacht,11,0.05,0.5,221,56,4000,1.431907073932658,-1.6532385232545845,2026-08-30T23:17:12.971552+00:00,1806733
yacht,11,0.05,0.75,221,56,4000,1.4338472967112892,-1.573548281317741,2026-08-30T23:17:13.010131+00:00,1806733
yacht,11,0.1,0.25,221,56,4000,2.367499616500101,-2.0249528282324376,2026-08-30T23:17:13.041354+00:00,1806733
yacht,11,0.1,0.5,221,56,4000,2.371962888169473,-1.893206270988981,2026-08-30T23:17:13.069553+00:00,1806733
yacht,11,0.1,0.75,221,56,4000,2.369054390968701,-1.8511076686390813,2026-08-30T23:17:13.095406+00:00,1806733
yacht,12,0.005,0.25,221,56,4000,0.6872249450951325,-1.6894040510496542,2026-08-30T23:17:17.955128+00:00,1806733
yacht,12,0.005,0.5,221,56,4000,0.7105237559836549,-1.4177134560722853,2026-08-30T23:17:17.994775+00:00,1806733
yacht,12,0.005,0.75,221,56,4000,0.689362024816286,-1.2667700231347925,2026-08-30T23:17:18.029979+00:00,1806733
yacht,12,0.01,0.25,221,56,4000,0.7187555434619448,-1.704522053236083,2026-08-30T23:17:18.062176+00:00,1806733
yacht,12,0.01,0.5,221,56,4000,0.776898953887241,-1.4503423965999953,2026-08-30T23:17:18.097416+00:00,1806733
yacht,12,0.01,0.75,221,56,4000,0.7738812960182827,-1.3162202705151824,2026-08-30T23:17:18.137331+00:00,1806733
yacht,12,0.05,0.25,221,56,4000,1.3112409172537784,-1.86666010833099,2026-08-30T23:17:18.174950+00:00,1806733
yacht,12,0.05,0.5,221,56,4000,1.332855497163614,-1.6867011900322442,2026-08-30T23:17:18.211216+00:00,1806733
yacht,12,0.05,0.75,221,56,4000,1.328560436700149,-1.6254321929950422,2026-08-30T23:17:18.245885+00:00,1806733
yacht,12,0.1,0.25,221,56,4000,2.1379938151829134,-2.0358710340868,2026-08-30T23:17:18.283479+00:00,1806733
yacht,12,0.1,0.5,221,56,4000,2.136321162476065,-1.9423197863414292,2026-08-30T23:17:18.319135+00:00,1806733
yacht,12,0.1,0.75,221,56,4000,2.135223576657776,-1.9468680397740914,2026-08-30T23:17:18.362306+00:00,1806733
yacht,13,0.005,0.25,221,56,4000,0.8201812036838593,-1.7067101472158117,2026-08-30T23:17:18.444199+00:00,1806733
yacht,13,0.005,0.5,221,56,4000,0.900902188457708,-1.4665822992099247,2026-08-30T23:17:18.481974+00:00,1806733
yacht,13,0.005,0.75,221,56,4000,0.8974529135577056,-1.3475384991317543,2026-08-30T23:17:18.525655+00:00,1806733
yacht,13,0.01,0.25,221,56,4000,0.6806479794905279,-1.694755434823687,2026-08-30T23:17:18.561179+00:00,1806733
yacht,13,0.01,0.5,221,56,4000,0.6751006971043544,-1.4111304379902834,2026-08-30T23:17:18.594932+00:00,1806733
yacht,13,0.01,0.75,221,56,4000,0.681217440903724,-1.2697401833698245,2026-08-30T23:17:18.626649+00:00,1806733
yacht,13,0.05,0.25,221,56,4000,1.641876057256889,-1.8780558861439138,2026-08-30T23:17:18.662921+00:00,1806733
yacht,13,0.05,0.5,221,56,4000,1.6503704268389217,-1.672817035375815,2026-08-30T23:17:18.696217+00:00,1806733
yacht,13,0.05,0.75,221,56,4000,1.646825995517562,-1.589419164308877,2026-08-30T23:17:18.723713+00:00,1806733
yacht,13,0.1,0.25,221,56,4000,2.6469899850719814,-2.0531851930663034,2026-08-30T23:17:18.755777+00:00,1806733
yacht,13,0.1,0.5,221,56,4000,2.648054281325735,-1.943369971529893,2026-08-30T23:17:18.787417+00:00,1806733
yacht,13,0.1,0.75,221,56,4000,2.65108333624818,-1.9248204524762402,2026-08-30T23:17:18.825970+00:00,1806733
yacht,14,0.005,0.25,221,56,4000,0.8721019777725223,-1.7089962196103257,2026-08-30T23:17:18.890862+00:00,1806733
yacht,14,0.005,0.5,221,56,4000,0.9131963487482209,-1.4222279554532296,2026-08-30T23:17:18.930019+00:00,1806733
yacht,14,0.005,0.75,221,56,4000,0.8623506226028487,-1.2470954292997618,2026-08-30T23:17:18.961753+00:00,1806733
yacht,14,0.01,0.25,221,56,4000,0.9143916127162953,-1.7162915434599888,2026-08-30T23:17:18.999020+00:00,1806733
yacht,14,0.01,0.5,221,56,4000,0.9178098757969434,-1.4393021215760453,2026-08-30T23:17:19.033515+00:00,1806733
yacht,14,0.01,0.75,221,56,4000,0.9172872502321389,-1.2842525024274771,2026-08-30T23:17:19.073800+00:00,1806733
yacht,14,0.05,0.25,221,56,4000,1.5234902376426973,-1.8746561697153201,2026-08-30T23:17:19.107002+00:00,1806733
yacht,14,0.05,0.5,221,56,4000,1.5160067178737542,-1.7148785377837368,2026-08-30T23:17:19.138458+00:00,1806733
yacht,14,0.05,0.75,221,56,4000,1.5136869732682556,-1.6740808829072442,2026-08-30T23:17:19.169930+00:00,1806733
yacht,14,0.1,0.25,221,56,4000,2.273909178335176,-2.0569272895171564,2026-08-30T23:17:19.204619+00:00,1806733
yacht,14,0.1,0.5,221,56,4000,2.273734963556241,-1.9985840071456882,2026-08-30T23:17:19.242294+00:00,1806733
yacht,14,0.1,0.75,221,56,4000,2.2749783204835015,-2.028159843200335,2026-08-30T23:17:19.277869+00:00,1806733
yacht,15,0.005,0.25,221,56,4000,0.5821196313271889,-1.6725952740229282,2026-08-30T23:17:22.224900+00:00,1806733
yacht,15,0.005,0.5,221,56,4000,0.5805672816053942,-1.3784408744853747,2026-08-30T23:17:22.261887+00:00,1806733
yacht,15,0.005,0.75,221,56,4000,0.5819502188320516,-1.2258847034725828,2026-08-30T23:17:22.300378+00:00,1806733
yacht,15,0.01,0.25,221,56,4000,0.6354824761070862,-1.694549016670168,2026-08-30T23:17:22.337576+00:00,1806733
yacht,15,0.01,0.5,221,56,4000,0.6418654781783428,-1.4191663448718184,2026-08-30T23:17:22.368542+00:00,1806733
yacht,15,0.01,0.75,221,56,4000,0.6370039700518031,-1.2779453324647367,2026-08-30T23:17:22.398886+00:00,1806733
yacht,15,0.05,0.25,221,56,4000,1.2014235949019065,-1.842556953114478,2026-08-30T23:17:22.427286+00:00,1806733
yacht,15,0.05,0.5,221,56,4000,1.2044151155586063,-1.654058554496249,2026-08-30T23:17:22.456135+00:00,1806733
yacht,15,0.05,0.75,221,56,4000,1.1891606309844218,-1.577367826566993,2026-08-30T23:17:22.497835+00:00,1806733
yacht,15,0.1,0.25,221,56,4000,1.9980942951353555,-2.061276896731377,2026-08-30T23:17:22.526697+00:00,1806733
yacht,15,0.1,0.5,221,56,4000,1.9745175583954213,-1.999428939393359,2026-08-30T23:17:22.555005+00:00,1806733
yacht,15,0.1,0.75,221,56,4000,1.9836189945615093,-2.026811936505809,2026-08-30T23:17:22.585643+00:00,1806733
yacht,16,0.005,0.25,221,56,4000,0.6347035272280169,-1.6687597758875394,2026-08-30T23:22:10.254761+00:00,1806733
yacht,16,0.005,0.5,221,56,4000,0.6213203626822887,-1.3702590278370097,2026-08-30T23:22:10.282895+00:00,1806733
yacht,16,0.005,0.75,221,56,4000,0.6228758180458345,-1.2132206717585052,2026-08-30T23:22:10.311965+00:00,1806733
yacht,16,0.01,0.25,221,56,4000,0.6529669271686336,-1.6785142792569747,2026-08-30T23:22:10.338322+00:00,1806733
yacht,16,0.01,0.5,221,56,4000,0.6377083564013173,-1.3843164171644944,2026-08-30T23:22:10.364775+00:00,1806733
yacht,16,0.01,0.75,221,56,4000,0.6367280207304428,-1.2319276177753802,2026-08-30T23:22:10.393016+00:00,1806733
yacht,16,0.05,0.25,221,56,4000,1.1842308196729223,-1.7984037648981765,2026-08-30T23:22:10.419760+00:00,1806733
yacht,16,0.05,0.5,221,56,4000,1.1858585127528611,-1.5745055558565981,2026-08-30T23:22:10.445864+00:00,1806733
yacht,16,0.05,0.75,221,56,4000,1.1652741677490974,-1.4731862409246932,2026-08-30T23:22:10.471625+00:00,1806733
yacht,16,0.1,0.25,221,56,4000,2.001327871264136,-2.0176601379575416,2026-08-30T23:22:10.499785+00:00,1806733
yacht,16,0.1,0.5,221,56,4000,2.0003621145526442,-1.925070317011483,2026-08-30T23:22:10.526445+00:00,1806733
yacht,16,0.1,0.75,221,56,4000,2.0001162147807787,-1.9235090948508984,2026-08-30T23:22:10.553690+00:00,1806733
yacht,17,0.005,0.25,221,56,4000,0.540817166017425,-1.6691738573128903,2026-08-30T23:22:10.607300+00:00,1806733
yacht,17,0.005,0.5,221,56,4000,0.531615746856455,-1.3659548781723756,2026-08-30T23:22:10.632523+00:00,1806733
yacht,17,0.005,0.75,221,56,4000,0.5255518470362425,-1.2024828862543917,2026-08-30T23:22:10.659547+00:00,1806733
yacht,17,0.01,0.25,221,56,4000,0.6330200492255327,-1.6984892641766083,2026-08-30T23:22:10.685861+00:00,1806733
yacht,17,0.01,0.5,221,56,4000,0.6516220204463787,-1.4273538975294886,2026-08-30T23:22:10.712495+00:00,1806733
yacht,17,0.01,0.75,221,56,4000,0.6622023947640278,-1.2879700057966141,2026-08-30T23:22:10.740724+00:00,1806733
yacht,17,0.05,0.25,221,56,4000,1.173039765798589,-1.8423592956461141,2026-08-30T23:22:10.765635+00:00,1806733
yacht,17,0.05,0.5,221,56,4000,1.1778721380984465,-1.6389675534442791,2026-08-30T23:22:10.794071+00:00,1806733
yacht,17,0.05,0.75,221,56,4000,1.1742578651218212,-1.5500119053726316,2026-08-30T23:22:10.823968+00:00,1806733
yacht,17,0.1,0.25,221,56,4000,2.2021025744413154,-2.048077003798055,2026-08-30T23:22:10.857521+00:00,1806733
yacht,17,0.1,0.5,221,56,4000,2.2032800347048473,-1.9441466983928315,2026-08-30T23:22:10.887378+00:00,1806733
yacht,17,0.1,0.75,221,56,4000,2.2029453687941807,-1.9248343111415036,2026-08-30T23:22:10.916913+00:00,1806733
yacht,18,0.005,0.25,221,56,4000,0.8606257952536206,-1.714378336694341,2026-08-30T23:22:11.762270+00:00,1806733
yacht,18,0.005,0.5,221,56,4000,0.8206078217741728,-1.4453273928299286,2026-08-30T23:22:11.788300+00:00,1806733
yacht,18,0.005,0.75,221,56,4000,0.8155932094523232,-1.3213131814873142,2026-08-30T23:22:11.815809+00:00,1806733
yacht,18,0.01,0.25,221,56,4000,0.7494349461922741,-1.6940758795881992,2026-08-30T23:22:11.841545+00:00,1806733
yacht,18,0.01,0.5,221,56,4000,0.7540904861180228,-1.415439260244357,2026-08-30T23:22:11.866959+00:00,1806733
yacht,18,0.01,0.75,221,56,4000,0.760313056378321,-1.2933339580399363,2026-08-30T23:22:11.893145+00:00,1806733
yacht,18,0.05,0.25,221,56,4000,1.2046321132051387,-1.8073695880799805,2026-08-30T23:22:11.918915+00:00,1806733
yacht,18,0.05,0.5,221,56,4000,1.2059349208473504,-1.580304210656122,2026-08-30T23:22:11.943706+00:00,1806733
yacht,18,0.05,0.75,221,56,4000,1.225951157024566,-1.5011694878570572,2026-08-30T23:22:11.971664+00:00,1806733
yacht,18,0.1,0.25,221,56,4000,2.1987754339545313,-2.0149807337969667,2026-08-30T23:22:11.997552+00:00,1806733
yacht,18,0.1,0.5,221,56,4000,2.1939794199951748,-1.8970599007520141,2026-08-30T23:22:12.022934+00:00,1806733
yacht,18,0.1,0.75,221,56,4000,2.1934650373170643,-1.8728546859018405,2026-08-30T23:22:12.048970+00:00,1806733
yacht,19,0.005,0.25,221,56,4000,1.0813543790173863,-1.752945542272053,2026-08-30T23:22:12.100141+00:00,1806733
yacht,19,0.005,0.5,221,56,4000,1.0521339609025366,-1.4861565389925262,2026-08-30T23:22:12.123256+00:00,1806733
yacht,19,0.005,0.75,221,56,4000,1.0661596140360523,-1.3446897525330483,2026-08-30T23:22:12.146635+00:00,1806733
yacht,19,0.01,0.25,221,56,4000,1.1635920423000488,-1.7679593601539043,2026-08-30T23:22:12.172786+00:00,1806733
yacht,19,0.01,0.5,221,56,4000,1.1408965207469994,-1.5026469769477944,2026-08-30T23:22:12.198983+00:00,1806733
yacht,19,0.01,0.75,221,56,4000,1.1654081046254252,-1.3581338463366954,2026-08-30T23:22:12.224855+00:00,1806733
yacht,19,0.05,0.25,221,56,4000,1.8091900755576045,-1.8951319786770005,2026-08-30T23:22:12.251417+00:00,1806733
yacht,19,0.05,0.5,221,56,4000,1.7720436724638795,-1.716551927490467,2026-08-30T23:22:12.279987+00:00,1806733
yacht,19,0.05,0.75,221,56,4000,1.8157011932143392,-1.6581383750530365,2026-08-30T23:22:12.305088+00:00,1806733
yacht,19,0.1,0.25,221,56,4000,2.783168174592001,-2.090665989917953,2026-08-30T23:22:12.329922+00:00,1806733
yacht,19,0.1,0.5,221,56,4000,2.8138977031219077,-2.0323541640700236,2026-08-30T23:22:12.356669+00:00,1806733
yacht,19,0.1,0.75,221,56,4000,2.8223318007187186,-2.0489243981408425,2026-08-30T23:22:12.383906+00:00,1806733
energy,0,0.005,0.25,552,139,4000,0.5641743960770984,-1.6761424986484403,2026-08-30T23:27:27.468364+00:00,1806733
energy,0,0.005,0.5,552,139,4000,0.5629665874075336,-1.3774939152748333,2026-08-30T23:27:27.501005+00:00,1806733
energy,0,0.005,0.75,552,139,4000,0.5731342500131718,-1.219200800416396,2026-08-30T23:27:27.530189+00:00,1806733
energy,0,0.01,0.25,552,139,4000,0.6764066978650515,-1.7112677082013028,2026-08-30T23:27:27.564025+00:00,1806733
energy,0,0.01,0.5,552,139,4000,0.6655385494639251,-1.427420438413064,2026-08-30T23:27:27.596301+00:00,1806733
energy,0,0.01,0.75,552,139,4000,0.6660018471758861,-1.283975531821755,2026-08-30T23:27:27.633937+00:00,1806733
energy,0,0.05,0.25,552,139,4000,1.044988163590685,-1.8489514573275003,2026-08-30T23:27:27.663090+00:00,1806733
energy,0,0.05,0.5,552,139,4000,1.038657633555509,-1.6615209850823618,2026-08-30T23:27:27.695751+00:00,1806733
energy,0,0.05,0.75,552,139,4000,1.0409770747094866,-1.5832440878300913,2026-08-30T23:27:27.726521+00:00,1806733
energy,0,0.1,0.25,552,139,4000,1.551193711812631,-2.028845912465512,2026-08-30T23:27:27.752121+00:00,1806733
energy,0,0.1,0.5,552,139,4000,1.5335341058496408,-1.9179842413503452,2026-08-30T23:27:27.782812+00:00,1806733
energy,0,0.1,0.75,552,139,4000,1.531866111410594,-1.8887314621058264,2026-08-30T23:27:27.814203+00:00,1806733
energy,1,0.005,0.25,552,139,4000,0.5134456722563645,-1.67268861970086,2026-08-30T23:27:28.995761+00:00,1806733
energy,1,0.005,0.5,552,139,4000,0.5094470813603241,-1.3696883919342595,2026-08-30T23:27:29.024930+00:00,1806733
energy,1,0.005,0.75,552,139,4000,0.5177069592256527,-1.208779608285098,2026-08-30T23:27:29.057642+00:00,1806733
energy,1,0.01,0.25,552,139,4000,0.4945580532543772,-1.6867434430718886,2026-08-30T23:27:29.086288+00:00,1806733
energy,1,0.01,0.5,552,139,4000,0.5244902310306839,-1.397192569230224,2026-08-30T23:27:29.111626+00:00,1806733
energy,1,0.01,0.75,552,139,4000,0.5187685601773638,-1.237888426822878,2026-08-30T23:27:29.138702+00:00,1806733
energy,1,0.05,0.25,552,139,4000,0.9369208561655451,-1.8407406898482577,2026-08-30T23:27:29.167984+00:00,1806733
energy,1,0.05,0.5,552,139,4000,0.8784659118181041,-1.6150850876830365,2026-08-30T23:27:29.203868+00:00,1806733
energy,1,0.05,0.75,552,139,4000,0.885600383188812,-1.5157500104776562,2026-08-30T23:27:29.237174+00:00,1806733
energy,1,0.1,0.25,552,139,4000,1.5399287321334412,-2.0229098391183347,2026-08-30T23:27:29.273750+00:00,1806733
energy,1,0.1,0.5,552,139,4000,1.5186981014312986,-1.8931001605114517,2026-08-30T23:27:29.310791+00:00,1806733
energy,1,0.1,0.75,552,139,4000,1.5248693776874778,-1.8585165880087717,2026-08-30T23:27:29.365405+00:00,1806733
energy,2,0.005,0.25,552,139,4000,0.4914202646452994,-1.6689316117624025,2026-08-30T23:27:33.397517+00:00,1806733
energy,2,0.005,0.5,552,139,4000,0.4893163106963459,-1.3610631539990794,2026-08-30T23:27:33.431542+00:00,1806733
energy,2,0.005,0.75,552,139,4000,0.46469428452037526,-1.1858371735108966,2026-08-30T23:27:33.462971+00:00,1806733
energy,2,0.01,0.25,552,139,4000,0.5942019574776713,-1.6984562564526668,2026-08-30T23:27:33.490207+00:00,1806733
energy,2,0.01,0.5,552,139,4000,0.5905744655378176,-1.412737834369236,2026-08-30T23:27:33.534516+00:00,1806733
energy,2,0.01,0.75,552,139,4000,0.6381388150547608,-1.2802314193962092,2026-08-30T23:27:33.563595+00:00,1806733
energy,2,0.05,0.25,552,139,4000,1.1339067606348625,-1.8730707336302086,2026-08-30T23:27:33.592642+00:00,1806733
energy,2,0.05,0.5,552,139,4000,1.1354041101625303,-1.6911096823171086,2026-08-30T23:27:33.635528+00:00,1806733
energy,2,0.05,0.75,552,139,4000,1.1317208994469394,-1.6197720581776025,2026-08-30T23:27:33.676267+00:00,1806733
energy,2,0.1,0.25,552,139,4000,1.9054499113228405,-2.1394461172950487,2026-08-30T23:27:33.709730+00:00,1806733
energy,2,0.1,0.5,552,139,4000,1.8026210885511127,-2.0544932007903967,2026-08-30T23:27:33.744044+00:00,1806733
energy,2,0.1,0.75,552,139,4000,1.9059401349454848,-2.1181884561470903,2026-08-30T23:27:33.776919+00:00,1806733
energy,3,0.005,0.25,552,139,4000,0.5631064582216062,-1.6821710190456907,2026-08-30T23:27:41.008385+00:00,1806733
energy,3,0.005,0.5,552,139,4000,0.555638030873715,-1.3853926588564147,2026-08-30T23:27:41.036478+00:00,1806733
energy,3,0.005,0.75,552,139,4000,0.5596248779419452,-1.2303792389382981,2026-08-30T23:27:41.064170+00:00,1806733
energy,3,0.01,0.25,552,139,4000,0.5629812515218128,-1.7002310203209428,2026-08-30T23:27:41.091338+00:00,1806733
energy,3,0.01,0.5,552,139,4000,0.5597437911723363,-1.4154235440776488,2026-08-30T23:27:41.120867+00:00,1806733
energy,3,0.01,0.75,552,139,4000,0.5689459552200122,-1.2602011967665652,2026-08-30T23:27:41.150629+00:00,1806733
energy,3,0.05,0.25,552,139,4000,0.9439338156692063,-1.8464991764327332,2026-08-30T23:27:41.181070+00:00,1806733
energy,3,0.05,0.5,552,139,4000,0.9450076640441178,-1.643902742918599,2026-08-30T23:27:41.211768+00:00,1806733
energy,3,0.05,0.75,552,139,4000,0.9415294379481369,-1.5502034454712474,2026-08-30T23:27:41.240993+00:00,1806733
energy,3,0.1,0.25,552,139,4000,1.4395666944088485,-2.0118005286865124,2026-08-30T23:27:41.272948+00:00,1806733
energy,3,0.1,0.5,552,139,4000,1.4038780782127915,-1.8753953486253472,2026-08-30T23:27:41.314639+00:00,1806733
energy,3,0.1,0.75,552,139,4000,1.4224767874939206,-1.8326950945088856,2026-08-30T23:27:41.342619+00:00,1806733
energy,4,0.005,0.25,552,139,4000,0.641927415138908,-1.683562625446256,2026-08-30T23:31:43.790432+00:00,1806733
energy,4,0.005,0.5,552,139,4000,0.6481131757314453,-1.3951768439362036,2026-08-30T23:31:43.816944+00:00,1806733
energy,4,0.005,0.75,552,139,4000,0.6618229771004003,-1.2510679756950231,2026-08-30T23:31:43.848257+00:00,1806733
energy,4,0.01,0.25,552,139,4000,0.8210082726055455,-1.731891994827111,2026-08-30T23:31:43.875216+00:00,1806733
energy,4,0.01,0.5,552,139,4000,0.8547579883221055,-1.4840030609590389,2026-08-30T23:31:43.905895+00:00,1806733
energy,4,0.01,0.75,552,139,4000,0.8447506739886711,-1.3617270245436115,2026-08-30T23:31:43.938784+00:00,1806733
energy,4,0.05,0.25,552,139,4000,1.4606107383585487,-1.9389829631729487,2026-08-30T23:31:43.968170+00:00,1806733
energy,4,0.05,0.5,552,139,4000,1.499035067705538,-1.847587557381792,2026-08-30T23:31:43.994890+00:00,1806733
energy,4,0.05,0.75,552,139,4000,1.4691993719974532,-1.805205889705308,2026-08-30T23:31:44.037201+00:00,1806733
energy,4,0.1,0.25,552,139,4000,2.0767665586596253,-2.182005829170072,2026-08-30T23:31:44.065841+00:00,1806733
energy,4,0.1,0.5,552,139,4000,2.074806905203016,-2.166977434247902,2026-08-30T23:31:44.093680+00:00,1806733
energy,4,0.1,0.75,552,139,4000,2.0762409738028227,-2.1984690299474945,2026-08-30T23:31:44.121232+00:00,1806733
energy,5,0.005,0.25,552,139,4000,0.727349066847863,-1.7021491136121618,2026-08-30T23:31:52.297076+00:00,1806733
energy,5,0.005,0.5,552,139,4000,0.694656221164131,-1.4163764872333415,2026-08-30T23:31:52.332489+00:00,1806733
energy,5,0.005,0.75,552,139,4000,0.7187200118485221,-1.2845439321387564,2026-08-30T23:31:52.362938+00:00,1806733
energy,5,0.01,0.25,552,139,4000,0.8446326990930326,-1.7407369597851219,2026-08-30T23:31:52.397668+00:00,1806733
energy,5,0.01,0.5,552,139,4000,0.8524108505820158,-1.4957017125242802,2026-08-30T23:31:52.434283+00:00,1806733
energy,5,0.01,0.75,552,139,4000,0.8435673852875063,-1.3702512214632216,2026-08-30T23:31:52.474477+00:00,1806733
energy,5,0.05,0.25,552,139,4000,1.4781579487841399,-1.9475442085555554,2026-08-30T23:31:52.505433+00:00,1806733
energy,5,0.05,0.5,552,139,4000,1.484388710069826,-1.8374401595830148,2026-08-30T23:31:52.539002+00:00,1806733
energy,5,0.05,0.75,552,139,4000,1.4883266395493624,-1.8216704428479127,2026-08-30T23:31:52.572658+00:00,1806733
energy,5,0.1,0.25,552,139,4000,2.1374770405769006,-2.238874821129164,2026-08-30T23:31:52.613267+00:00,1806733
energy,5,0.1,0.5,552,139,4000,2.0654141995514554,-2.22893848578671,2026-08-30T23:31:52.648405+00:00,1806733
energy,5,0.1,0.75,552,139,4000,2.1455239211216286,-2.3365681839838275,2026-08-30T23:31:52.684018+00:00,1806733
energy,6,0.005,0.25,552,139,4000,0.5800520823737109,-1.6798561276293709,2026-08-30T23:31:52.752875+00:00,1806733
energy,6,0.005,0.5,552,139,4000,0.5654461689306475,-1.3807990120489315,2026-08-30T23:31:52.783720+00:00,1806733
energy,6,0.005,0.75,552,139,4000,0.5817112256351387,-1.2264236921525644,2026-08-30T23:31:52.814319+00:00,1806733
energy,6,0.01,0.25,552,139,4000,0.682782228543309,-1.710908249310867,2026-08-30T23:31:52.848257+00:00,1806733
energy,6,0.01,0.5,552,139,4000,0.6515162939100938,-1.4211989835093892,2026-08-30T23:31:52.876897+00:00,1806733
energy,6,0.01,0.75,552,139,4000,0.6403058994941605,-1.2719725262585322,2026-08-30T23:31:52.912901+00:00,1806733
energy,6,0.05,0.25,552,139,4000,1.2864930951448448,-1.9258622503464553,2026-08-30T23:31:52.944178+00:00,1806733
energy,6,0.05,0.5,552,139,4000,1.2680300427939828,-1.779408106462167,2026-08-30T23:31:52.980729+00:00,1806733
energy,6,0.05,0.75,552,139,4000,1.2752507629493812,-1.7409855708873412,2026-08-30T23:31:53.011813+00:00,1806733
energy,6,0.1,0.25,552,139,4000,1.875931133306566,-2.144530941996205,2026-08-30T23:31:53.046972+00:00,1806733
energy,6,0.1,0.5,552,139,4000,1.8768444052705642,-2.1071608734467846,2026-08-30T23:31:53.078600+00:00,1806733
energy,6,0.1,0.75,552,139,4000,1.8702032335759329,-2.1121559871249453,2026-08-30T23:31:53.111172+00:00,1806733
energy,7,0.005,0.25,552,139,4000,0.5837702304246027,-1.6809667650239217,2026-08-30T23:31:54.444516+00:00,1806733
