dataset,split_index,dropout_p,tau,n_train,n_validation,epochs,validation_rmse,validation_ll,timestamp,git_commit
yacht,2,0.05,0.5,221,56,4000,1.913881861476639,-1.7330528594327814,2026-08-30T23:12:30.772630+00:00,1806733
yacht,2,0.05,0.75,221,56,4000,1.898099789194706,-1.6630977547297712,2026-08-30T23:12:30.803823+00:00,1806733
yacht,2,0.1,0.25,221,56,4000,2.6520228920804985,-2.098266801304732,2026-08-30T23:12:30.836938+00:00,1806733
yacht,2,0.1,0.5,221,56,4000,2.6163514295120973,-2.0061971323870345,2026-08-30T23:12:30.874570+00:00,1806733
yacht,2,0.1,0.75,221,56,4000,2.627294604792325,-2.029741678018119,2026-08-30T23:12:30.909242+00:00,1806733
yacht,3,0.005,0.25,221,56,4000,0.6487944792265254,-1.680783898701609,2026-08-30T23:12:33.111139+00:00,1806733
yacht,3,0.005,0.5,221,56,4000,0.6500880475394115,-1.392134603269508,2026-08-30T23:12:33.142064+00:00,1806733
yacht,3,0.005,0.75,221,56,4000,0.5816390236892551,-1.213613226516959,2026-08-30T23:12:33.175511+00:00,1806733
yacht,3,0.01,0.25,221,56,4000,0.6323913230864018,-1.6865959328913491,2026-08-30T23:12:33.209057+00:00,1806733
yacht,3,0.01,0.5,221,56,4000,0.6160507791115867,-1.3951527371252506,2026-08-30T23:12:33.241231+00:00,1806733
yacht,3,0.01,0.75,221,56,4000,0.6536167708093004,-1.251871573176304,2026-08-30T23:12:33.277982+00:00,1806733
yacht,3,0.05,0.25,221,56,4000,1.260457549075384,-1.8492483587474347,2026-08-30T23:12:33.310788+00:00,1806733
yacht,3,0.05,0.5,221,56,4000,1.248898992702001,-1.6575858717131116,2026-08-30T23:12:33.343049+00:00,1806733
yacht,3,0.05,0.75,221,56,4000,1.250721634652045,-1.6068346479473679,2026-08-30T23:12:33.373864+00:00,1806733
yacht,3,0.1,0.25,221,56,4000,2.1060742475881375,-2.1142353661920437,2026-08-30T23:12:33.403908+00:00,1806733
yacht,3,0.1,0.5,221,56,4000,2.1055148067500347,-2.094448955474019,2026-08-30T23:12:33.434212+00:00,1806733
yacht,3,0.1,0.75,221,56,4000,2.108671293571733,-2.158734075128475,2026-08-30T23:12:33.465158+00:00,1806733
yacht,4,0.005,0.25,221,56,4000,0.8158540362381566,-1.69705359311527,2026-08-30T23:12:33.526361+00:00,1806733
yacht,4,0.005,0.5,221,56,4000,0.8060022732666532,-1.4209221696061702,2026-08-30T23:12:33.553517+00:00,1806733
yacht,4,0.005,0.75,221,56,4000,0.8059816861790745,-1.2867020158296378,2026-08-30T23:12:33.577085+00:00,1806733
yacht,4,0.01,0.25,221,56,4000,0.7651630152396632,-1.694136144679991,2026-08-30T23:12:33.601084+00:00,1806733
yacht,4,0.01,0.5,221,56,4000,0.7567939489316444,-1.3995545127133162,2026-08-30T23:12:33.624988+00:00,1806733
yacht,4,0.01,0.75,221,56,4000,0.762457939255542,-1.239870733503469,2026-08-30T23:12:33.650713+00:00,1806733
yacht,4,0.05,0.25,221,56,4000,1.2497685909039877,-1.838429301318116,2026-08-30T23:12:33.675663+00:00,1806733
yacht,4,0.05,0.5,221,56,4000,1.238273173257519,-1.6303176024475816,2026-08-30T23:12:33.699149+00:00,1806733
yacht,4,0.05,0.75,221,56,4000,1.2420671674571981,-1.538917296602388,2026-08-30T23:12:33.722175+00:00,1806733
yacht,4,0.1,0.25,221,56,4000,2.192089010853379,-2.0106939503429198,2026-08-30T23:12:33.746865+00:00,1806733
yacht,4,0.1,0.5,221,56,4000,2.181877590607715,-1.885367954813103,2026-08-30T23:12:33.773116+00:00,1806733
yacht,4,0.1,0.75,221,56,4000,2.181817187536138,-1.847236322174583,2026-08-30T23:12:33.798972+00:00,1806733
yacht,5,0.005,0.25,221,56,4000,0.6713764031695105,-1.676530094581997,2026-08-30T23:12:33.852263+00:00,1806733
yacht,5,0.005,0.5,221,56,4000,0.7784929072650241,-1.419473405371587,2026-08-30T23:12:33.878836+00:00,1806733
yacht,5,0.005,0.75,221,56,4000,0.779116792950174,-1.2812021727531169,2026-08-30T23:12:33.905672+00:00,1806733
yacht,5,0.01,0.25,221,56,4000,0.7528657454659814,-1.6996942512217725,2026-08-30T23:12:33.934509+00:00,1806733
yacht,5,0.01,0.5,221,56,4000,0.7358786554233554,-1.4121530781564293,2026-08-30T23:12:33.961317+00:00,1806733
yacht,5,0.01,0.75,221,56,4000,0.7423252080864592,-1.2733159854144915,2026-08-30T23:12:33.986611+00:00,1806733
yacht,5,0.05,0.25,221,56,4000,1.2308980918332733,-1.8821671310495023,2026-08-30T23:12:34.012290+00:00,1806733
yacht,5,0.05,0.5,221,56,4000,1.22578031235776,-1.7015351906755671,2026-08-30T23:12:34.036499+00:00,1806733
yacht,5,0.05,0.75,221,56,4000,1.2393772109668275,-1.6265007329730083,2026-08-30T23:12:34.059128+00:00,1806733
yacht,5,0.1,0.25,221,56,4000,2.440655484018419,-2.0721180428015504,2026-08-30T23:12:34.085368+00:00,1806733
yacht,5,0.1,0.5,221,56,4000,2.4314778745342944,-1.9973609217458568,2026-08-30T23:12:34.112052+00:00,1806733
yacht,5,0.1,0.75,221,56,4000,2.434027392884437,-2.0185001743467295,2026-08-30T23:12:34.137138+00:00,1806733
yacht,6,0.005,0.25,221,56,4000,0.7490964013875475,-1.6911233376242667,2026-08-30T23:12:34.192409+00:00,1806733
yacht,6,0.005,0.5,221,56,4000,0.7281237945300355,-1.4070031343933653,2026-08-30T23:12:34.218819+00:00,1806733
yacht,6,0.005,0.75,221,56,4000,0.7647053313704859,-1.2853766097456365,2026-08-30T23:12:34.246765+00:00,1806733
yacht,6,0.01,0.25,221,56,4000,0.7094759217508448,-1.6996741055851932,2026-08-30T23:12:34.271538+00:00,1806733
yacht,6,0.01,0.5,221,56,4000,0.7057684460674538,-1.423363769816518,2026-08-30T23:12:34.297376+00:00,1806733
yacht,6,0.01,0.75,221,56,4000,0.7048613583465351,-1.2842252506485061,2026-08-30T23:12:34.323861+00:00,1806733
yacht,6,0.05,0.25,221,56,4000,1.4654690613588681,-1.8840529538714503,2026-08-30T23:12:34.348020+00:00,1806733
yacht,6,0.05,0.5,221,56,4000,1.46262964807307,-1.7221071524948595,2026-08-30T23:12:34.375243+00:00,1806733
yacht,6,0.05,0.75,221,56,4000,1.46261938914218,-1.671657781506673,2026-08-30T23:12:34.401684+00:00,1806733
yacht,6,0.1,0.25,221,56,4000,2.3663662260476497,-2.1349982516152877,2026-08-30T23:12:34.426548+00:00,1806733
yacht,6,0.1,0.5,221,56,4000,2.3625327743253655,-2.1101330241316476,2026-08-30T23:12:34.453562+00:00,1806733
yacht,6,0.1,0.75,221,56,4000,2.36565506377191,-2.1630369333861807,2026-08-30T23:12:34.485720+00:00,1806733
yacht,7,0.005,0.25,221,56,4000,0.942446127210808,-1.718788699254483,2026-08-30T23:12:34.544865+00:00,1806733
yacht,7,0.005,0.5,221,56,4000,0.9439155781432014,-1.466107741280817,2026-08-30T23:12:34.573221+00:00,1806733
yacht,7,0.005,0.75,221,56,4000,0.8864149028631169,-1.3169368579451177,2026-08-30T23:12:34.602110+00:00,1806733
yacht,7,0.01,0.25,221,56,4000,1.1612320218347085,-1.7605145085593574,2026-08-30T23:12:34.651069+00:00,1806733
yacht,7,0.01,0.5,221,56,4000,1.1969896998371292,-1.5564187787148682,2026-08-30T23:12:34.682099+00:00,1806733
yacht,7,0.01,0.75,221,56,4000,1.2107332040816434,-1.4831488585496664,2026-08-30T23:12:34.714035+00:00,1806733
yacht,7,0.05,0.25,221,56,4000,1.6125020098375922,-1.8703398306675065,2026-08-30T23:12:34.739613+00:00,1806733
yacht,7,0.05,0.5,221,56,4000,1.6082725755985905,-1.6944633526829789,2026-08-30T23:12:34.765844+00:00,1806733
yacht,7,0.05,0.75,221,56,4000,1.6078206620517304,-1.6355157181329898,2026-08-30T23:12:34.792144+00:00,1806733
yacht,7,0.1,0.25,221,56,4000,2.4444369648474717,-2.127374135419115,2026-08-30T23:12:34.819114+00:00,1806733
yacht,7,0.1,0.5,221,56,4000,2.43363837617933,-2.0790803872606674,2026-08-30T23:12:34.843247+00:00,1806733
yacht,7,0.1,0.75,221,56,4000,2.440085158334494,-2.127669463948279,2026-08-30T23:12:34.868116+00:00,1806733
yacht,8,0.005,0.25,221,56,4000,0.7899334587639395,-1.7037845324379433,2026-08-30T23:17:11.616408+00:00,1806733
yacht,8,0.005,0.5,221,56,4000,0.788724229865428,-1.437933927028318,2026-08-30T23:17:11.642700+00:00,1806733
yacht,8,0.005,0.75,221,56,4000,0.7895436682330661,-1.311992587303709,2026-08-30T23:17:11.670449+00:00,1806733
yacht,8,0.01,0.25,221,56,4000,0.7861947279886057,-1.705685550320298,2026-08-30T23:17:11.700849+00:00,1806733
yacht,8,0.01,0.5,221,56,4000,0.7704090823634077,-1.4297300642454946,2026-08-30T23:17:11.731193+00:00,1806733
yacht,8,0.01,0.75,221,56,4000,0.7736448584554748,-1.2942050782738745,2026-08-30T23:17:11.760959+00:00,1806733
yacht,8,0.05,0.25,221,56,4000,1.5120652554652607,-1.8408301224998205,2026-08-30T23:17:11.787941+00:00,1806733
yacht,8,0.05,0.5,221,56,4000,1.5074055256551102,-1.6398005692311577,2026-08-30T23:17:11.814801+00:00,1806733
yacht,8,0.05,0.75,221,56,4000,1.5079016102766003,-1.5594400453401338,2026-08-30T23:17:11.842627+00:00,1806733
