dataset,method,split_index,epochs,n_test,n_train,ll_all,rmse_all,dup_n,dup_ll,dup_rmse,dup_median_std,uniq_n,uniq_ll,uniq_rmse,uniq_median_std,dup_same_y_n,dup_same_y_ll,dup_same_y_rmse,dup_same_y_median_std,dup_diff_y_n,dup_diff_y_ll,dup_diff_y_rmse,dup_diff_y_median_std,ll_gap_dup_minus_uniq,ll_shift_from_dups,timestamp,git_commit
wine_quality_red,mcd,10,20,160,1439,-1.0075081831027553,0.6622114596224179,44,-0.8892730147275102,0.5860396426802579,0.6308524638619244,116,-1.0523560055899173,0.6889045176692831,0.6307575356648216,44,-0.8892730147275102,0.5860396426802579,0.6308524638619244,0,,,,0.16308299086240707,0.044847822487162015,2026-08-29T23:14:03.885886+00:00,1806733
wine_quality_red,mcd,11,20,160,1439,-0.9774754858501703,0.6426802096409546,56,-0.85916444859028,0.5658480505886891,0.6258455933143933,104,-1.0411814289901113,0.6804675385236519,0.6270909899922472,56,-0.85916444859028,0.5658480505886891,0.6258455933143933,0,,,,0.18201698039983139,0.06370594313994105,2026-08-29T23:14:03.912839+00:00,1806733
wine_quality_red,mcd,12,20,160,1439,-0.9911312191259553,0.6510609384778349,36,-0.7566139887157859,0.4896845644050924,0.6263702701373445,124,-1.0592168666643913,0.6908875794576907,0.6262618258346153,36,-0.7566139887157859,0.4896845644050924,0.6263702701373445,0,,,,0.3026028779486054,0.06808564753843604,2026-08-29T23:14:03.939585+00:00,1806733
wine_quality_red,mcd,13,20,160,1439,-0.9679935557160071,0.6375353499198531,42,-0.8690543808892321,0.5719095981580725,0.631661634806462,118,-1.003209194213673,0.6593192873036177,0.632683502413129,42,-0.8690543808892321,0.5719095981580725,0.631661634806462,0,,,,0.1341548133244408,0.035215638497665847,2026-08-29T23:14:03.970152+00:00,1806733
wine_quality_red,mcd,14,20,160,1439,-0.9210687473726008,0.6061291206219332,37,-0.882266926308325,0.5779494460918925,0.6408417715776464,123,-0.9327408398878706,0.6143530931433703,0.640335199647564,37,-0.882266926308325,0.5779494460918925,0.6408417715776464,0,,,,0.05047391357954556,0.011672092515269794,2026-08-29T23:14:04.006279+00:00,1806733
wine_quality_red,mcd,15,20,160,1439,-0.8704428326671835,0.5720653399831671,38,-0.8456312349816388,0.5539015201028287,0.6352453263951696,122,-0.8781710352249759,0.5776062711294518,0.6344078028710902,38,-0.8456312349816388,0.5539015201028287,0.6352453263951696,0,,,,0.032539800243337025,0.007728202557792385,2026-08-29T23:14:04.034872+00:00,1806733
wine_quality_red,mcd,16,20,160,1439,-0.9091901891489116,0.5984896345008819,43,-0.799115425168899,0.5178539759932285,0.6383300197336809,117,-0.9496450169364373,0.6255182260242957,0.6390486068327799,43,-0.799115425168899,0.5178539759932285,0.6383300197336809,0,,,,0.15052959176753833,0.04045482778752574,2026-08-29T23:14:04.265060+00:00,1806733
wine_quality_red,mcd,17,20,160,1439,-0.9387519133787379,0.6187538714353656,44,-0.8501196597624031,0.5588305093837137,0.6292053594126437,116,-0.9723710440607956,0.6400174355451373,0.6296544193404288,44,-0.8501196597624031,0.5588305093837137,0.6292053594126437,0,,,,0.12225138429839244,0.033619130682057685,2026-08-29T23:14:04.302210+00:00,1806733
wine_quality_red,mcd,18,20,160,1439,-0.9819773302002665,0.6457029395457403,38,-1.099763677539597,0.7146296903531485,0.6351470640777954,122,-0.9452897793896554,0.6226775419830113,0.6365338199582395,38,-1.099763677539597,0.7146296903531485,0.6351470640777954,0,,,,-0.1544738981499415,-0.036687550810611036,2026-08-29T23:14:04.331769+00:00,1806733
wine_quality_red,mcd,19,20,160,1439,-0.9178709737528046,0.6050437200561127,45,-0.7251087171912836,0.4645385752762958,0.6239645575387969,115,-0.993299682842095,0.6518311367905201,0.6239209209362395,45,-0.7251087171912836,0.4645385752762958,0.6239645575387969,0,,,,0.26819096565081146,0.07542870908929045,2026-08-29T23:14:04.359154+00:00,1806733
wine_quality_red,map,0,20,160,1439,-0.9660323813731548,0.6342832961016645,51,-0.861627430041076,0.5709272494922247,0.6047138992371124,109,-1.0148824044734852,0.6618475240804437,0.6047138992371124,51,-0.861627430041076,0.5709272494922247,0.6047138992371124,0,,,,0.1532549744324092,0.048850023100330375,2026-08-29T23:14:04.394149+00:00,1806733
wine_quality_red,map,1,20,160,1439,-0.9702629869015453,0.6370025639900997,41,-0.9775101873319876,0.6411888896164156,0.6075951852461671,119,-0.9677660522994603,0.635553829586362,0.6075951852461671,41,-0.9775101873319876,0.6411888896164156,0.6075951852461671,0,,,,-0.009744135032527246,-0.002496934602084999,2026-08-29T23:14:04.428081+00:00,1806733
wine_quality_red,map,2,20,160,1439,-1.1191318912092425,0.7147469547543731,43,-0.8018872435617236,0.5329569762734937,0.5979000519191282,117,-1.2357260779514931,0.7708595409814245,0.5979000519191282,43,-0.8018872435617236,0.5329569762734937,0.5979000519191282,0,,,,0.43383883438976956,0.11659418674225064,2026-08-29T23:14:04.458899+00:00,1806733
wine_quality_red,map,3,20,160,1439,-0.9736122900671994,0.6376659593447292,37,-0.975007093579546,0.6384442548262691,0.596684605252125,123,-0.9731927150269,0.6374316520151293,0.596684605252125,37,-0.975007093579546,0.6384442548262691,0.596684605252125,0,,,,-0.00181437855264599,-0.0004195750402994358,2026-08-29T23:14:04.496340+00:00,1806733
wine_quality_red,map,4,20,160,1439,-0.8606028147643501,0.570131904789476,47,-0.7720582337238597,0.5099449294862871,0.6058743870345684,113,-0.8974310918342886,0.5933704699837543,0.6058743870345684,47,-0.7720582337238597,0.5099449294862871,0.6058743870345684,0,,,,0.12537285811042886,0.03682827706993852,2026-08-29T23:14:04.608247+00:00,1806733
wine_quality_red,map,5,20,160,1439,-0.998299981324793,0.6527906628953354,46,-0.9829814085297965,0.6441200850212236,0.6058357763555661,114,-1.0044811598210195,0.6562568794590565,0.6058357763555661,46,-0.9829814085297965,0.6441200850212236,0.6058357763555661,0,,,,0.021499751291222946,0.006181178496226458,2026-08-29T23:14:04.647087+00:00,1806733
wine_quality_red,map,6,20,160,1439,-1.0461728977673452,0.6764015777713389,42,-0.9197000539195054,0.606736188831472,0.5944721822336421,118,-1.091188655747085,0.6995255376704163,0.5944721822336421,42,-0.9197000539195054,0.606736188831472,0.5944721822336421,0,,,,0.17148860182757952,0.04501575797973967,2026-08-29T23:14:04.673959+00:00,1806733
wine_quality_red,map,7,20,160,1439,-1.0379105591841697,0.6749967125770487,30,-0.9439094107980834,0.6215259374171881,0.6072488718752662,130,-1.059603131888651,0.6867451391102493,0.6072488718752662,30,-0.9439094107980834,0.6215259374171881,0.6072488718752662,0,,,,0.11569372109056753,0.021692572704481217,2026-08-29T23:14:04.699003+00:00,1806733
wine_quality_red,map,8,20,160,1439,-0.8993949093814869,0.5943138960720482,50,-0.7593757626296832,0.4984664502512164,0.6115725703446793,110,-0.9630399760868523,0.6331020385156334,0.6115725703446793,50,-0.7593757626296832,0.4984664502512164,0.6115725703446793,0,,,,0.20366421345716912,0.0636450667053654,2026-08-29T23:14:04.727886+00:00,1806733
wine_quality_red,map,9,20,160,1439,-1.018434908880967,0.664046246651692,42,-1.0621258226470007,0.6877846386857369,0.6060050865682832,118,-1.0028839056761072,0.6553895402919631,0.6060050865682832,42,-1.0621258226470007,0.6877846386857369,0.6060050865682832,0,,,,-0.05924191697089354,-0.015551003204859803,2026-08-29T23:14:04.764477+00:00,1806733
wine_quality_red,map,10,20,160,1439,-1.0230322463911885,0.6677385955447539,44,-0.9011461732933033,0.5953726216015737,0.6123446971505037,116,-1.069264894807628,0.6932143803133437,0.6123446971505037,44,-0.9011461732933033,0.5953726216015737,0.6123446971505037,0,,,,0.16811872151432472,0.04623264841643948,2026-08-29T23:14:04.802701+00:00,1806733
wine_quality_red,map,11,20,160,1439,-0.9927362470693375,0.6486101237808614,56,-0.836062879894418,0.5552640483302094,0.5988609486873322,104,-1.077098829394294,0.6936899501298008,0.5988609486873322,56,-0.836062879894418,0.5552640483302094,0.5988609486873322,0,,,,0.24103594949987606,0.08436258232495653,2026-08-29T23:14:04.840631+00:00,1806733
wine_quality_red,map,12,20,160,1439,-1.019451274234378,0.664237274553098,36,-0.7343864006429955,0.48290693741100477,0.604028447684586,124,-1.1022120439867147,0.7082384846297964,0.604028447684586,36,-0.7343864006429955,0.48290693741100477,0.604028447684586,0,,,,0.36782564334371914,0.0827607697523367,2026-08-29T23:14:04.957981+00:00,1806733
wine_quality_red,map,13,20,160,1439,-0.9683136636613161,0.6354476376786133,42,-0.83850583610821,0.5561636868416167,0.6032460877568124,118,-1.0145164497395405,0.6613778253077534,0.6032460877568124,42,-0.83850583610821,0.5561636868416167,0.6032460877568124,0,,,,0.17601061363133053,0.04620278607822437,2026-08-29T23:14:04.995012+00:00,1806733
wine_quality_red,map,14,20,160,1439,-0.922381064867483,0.6083562408963845,37,-0.8726798997761502,0.575957023545427,0.6213013163957138,123,-0.9373318218461768,0.6177699883357962,0.6213013163957138,37,-0.8726798997761502,0.575957023545427,0.6213013163957138,0,,,,0.06465192207002657,0.014950756978693858,2026-08-29T23:14:05.022238+00:00,1806733
wine_quality_red,map,15,20,160,1439,-0.8699084747865319,0.5756548530276248,38,-0.8133039991926304,0.5378338208255983,0.6099148494066803,122,-0.887539377020698,0.5869376154115826,0.6099148494066803,38,-0.8133039991926304,0.5378338208255983,0.6099148494066803,0,,,,0.07423537782806755,0.01763090223416608,2026-08-29T23:14:05.061320+00:00,1806733
wine_quality_red,map,16,20,160,1439,-0.8844051399394548,0.5841500840763897,43,-0.7785557326596192,0.5102629756860098,0.6180388214089572,117,-0.9233070588542662,0.6090568176162602,0.6180388214089572,43,-0.7785557326596192,0.5102629756860098,0.6180388214089572,0,,,,0.14475132619464703,0.03890191891481143,2026-08-29T23:14:05.092543+00:00,1806733
wine_quality_red,map,17,20,160,1439,-0.9423596382923745,0.6206561292881406,44,-0.8599899495792888,0.5694065558501701,0.6084590237356367,116,-0.9736033133214754,0.6390213192876788,0.6084590237356367,44,-0.8599899495792888,0.5694065558501701,0.6084590237356367,0,,,,0.11361336374218667,0.03124367502910097,2026-08-29T23:14:05.130696+00:00,1806733
wine_quality_red,map,18,20,160,1439,-1.0014726437537325,0.6552537011189881,38,-1.0863421080188,0.7018591548652976,0.6104296559596026,122,-0.9750378925892034,0.6400444891595518,0.6104296559596026,38,-1.0863421080188,0.7018591548652976,0.6104296559596026,0,,,,-0.11130421542959668,-0.02643475116452909,2026-08-29T23:14:05.160758+00:00,1806733
wine_quality_red,map,19,20,160,1439,-0.9282263089975619,0.6120296928126646,45,-0.7032325218935601,0.4597470116347677,0.6022504777583615,115,-1.0162673561252145,0.6621527869114492,0.6022504777583615,45,-0.7032325218935601,0.4597470116347677,0.6022504777583615,0,,,,0.31303483423165435,0.0880410471276526,2026-08-29T23:14:05.199903+00:00,1806733
wine_quality_red,laplace,0,20,160,1439,-0.9627161656434001,0.6342832961016645,51,-0.8680087854607522,0.5709272494922247,0.6204569472280448,109,-1.0070287930683088,0.6618475240804437,0.6261839060486697,51,-0.8680087854607522,0.5709272494922247,0.6204569472280448,0,,,,0.13902000760755662,0.04431262742490871,2026-08-29T23:14:06.959317+00:00,1806733
wine_quality_red,laplace,1,20,160,1439,-0.9486671605927652,0.6370025639900997,41,-0.9548938868645572,0.6411888896164156,0.6333992171729227,119,-0.9465218179276942,0.635553829586362,0.636116630424775,41,-0.9548938868645572,0.6411888896164156,0.6333992171729227,0,,,,-0.008372068936863042,-0.0021453426650710483,2026-08-29T23:14:07.083212+00:00,1806733
wine_quality_red,laplace,2,20,160,1439,-1.0714871515305753,0.7147469547543731,43,-0.8087820181474975,0.5329569762734937,0.6147776487259293,117,-1.1680369014064076,0.7708595409814245,0.6231793522987146,43,-0.8087820181474975,0.5329569762734937,0.6147776487259293,0,,,,0.3592548832589101,0.09654974987583231,2026-08-29T23:14:07.115467+00:00,1806733
wine_quality_red,laplace,3,20,160,1439,-0.9689319418251671,0.6376659593447292,37,-0.9784206045876518,0.6384442548262691,0.6205853392616454,123,-0.9660776286364523,0.6374316520151293,0.622593118615997,37,-0.9784206045876518,0.6384442548262691,0.6205853392616454,0,,,,-0.012342975951199486,-0.0028543131887147632,2026-08-29T23:14:07.273542+00:00,1806733
wine_quality_red,laplace,4,20,160,1439,-0.8641353892564478,0.570131904789476,47,-0.7758367664963151,0.5099449294862871,0.6335705775380397,113,-0.900861365094733,0.5933704699837543,0.633261594318608,47,-0.7758367664963151,0.5099449294862871,0.6335705775380397,0,,,,0.12502459859841797,0.036725975838285185,2026-08-29T23:14:07.312469+00:00,1806733
wine_quality_red,laplace,5,20,160,1439,-0.9811718236975187,0.6527906628953354,46,-0.9809094333603793,0.6441200850212236,0.6274908093950071,114,-0.9812777005002239,0.6562568794590565,0.6349059790241414,46,-0.9809094333603793,0.6441200850212236,0.6274908093950071,0,,,,0.00036826713984461357,0.00010587680270524036,2026-08-29T23:14:07.350178+00:00,1806733
wine_quality_red,laplace,6,20,160,1439,-1.0372276342873454,0.6764015777713389,42,-0.9133469937405394,0.606736188831472,0.6164357438472297,118,-1.0813207436345134,0.6995255376704163,0.6229769576398331,42,-0.9133469937405394,0.606736188831472,0.6164357438472297,0,,,,0.16797374989397396,0.044093109347167925,2026-08-29T23:14:07.378521+00:00,1806733
wine_quality_red,laplace,7,20,160,1439,-0.9846374369718316,0.6749967125770487,30,-0.9406400355529774,0.6215259374171881,0.6272168853291005,130,-0.9947906834531055,0.6867451391102493,0.6310961396315473,30,-0.9406400355529774,0.6215259374171881,0.6272168853291005,0,,,,0.054150647900128135,0.010153246481273914,2026-08-29T23:14:07.410353+00:00,1806733
wine_quality_red,laplace,8,20,160,1439,-0.8796769340934301,0.5943138960720482,50,-0.7665044994534782,0.4984664502512164,0.6285521962289011,110,-0.9311189498388626,0.6331020385156334,0.6366724809162103,50,-0.7665044994534782,0.4984664502512164,0.6285521962289011,0,,,,0.16461445038538436,0.0514420157454325,2026-08-29T23:14:09.330218+00:00,1806733
wine_quality_red,laplace,9,20,160,1439,-1.0013592285356634,0.664046246651692,42,-1.030052650948583,0.6877846386857369,0.6296788567620633,118,-0.9911463154734378,0.6553895402919631,0.6356319465433414,42,-1.030052650948583,0.6877846386857369,0.6296788567620633,0,,,,-0.038906335475145215,-0.010212913062225604,2026-08-29T23:14:10.861749+00:00,1806733
wine_quality_red,laplace,10,20,160,1439,-0.9682738483811372,0.6677385955447539,44,-0.8996665280908279,0.5953726216015737,0.6360405861883303,116,-0.9942973146981507,0.6932143803133437,0.6371431018177771,44,-0.8996665280908279,0.5953726216015737,0.6360405861883303,0,,,,0.09463078660732283,0.026023466317013577,2026-08-29T23:14:10.893866+00:00,1806733
wine_quality_red,laplace,11,20,160,1439,-0.9815423653806021,0.6486101237808614,56,-0.8404370603217409,0.5552640483302094,0.619233251685516,104,-1.0575221450276815,0.6936899501298008,0.6243146421760511,56,-0.8404370603217409,0.5552640483302094,0.619233251685516,0,,,,0.21708508470594057,0.07597977964707936,2026-08-29T23:14:10.978342+00:00,1806733
wine_quality_red,laplace,12,20,160,1439,-0.9940473523355131,0.664237274553098,36,-0.7538759798371953,0.48290693741100477,0.6326463531572724,124,-1.0637745249963146,0.7082384846297964,0.6324821048817109,36,-0.7538759798371953,0.48290693741100477,0.6326463531572724,0,,,,0.3098985451591193,0.06972717266080153,2026-08-29T23:14:11.016604+00:00,1806733
wine_quality_red,laplace,13,20,160,1439,-0.961409316493221,0.6354476376786133,42,-0.8389002068215202,0.5561636868416167,0.625415133884189,118,-1.0050142538339961,0.6613778253077534,0.6339922890256904,42,-0.8389002068215202,0.5561636868416167,0.625415133884189,0,,,,0.1661140470124759,0.043604937340775085,2026-08-29T23:14:11.057982+00:00,1806733
wine_quality_red,laplace,14,20,160,1439,-0.921420870044735,0.6083562408963845,37,-0.8865824980617691,0.575957023545427,0.6404701595878144,123,-0.9319007055192858,0.6177699883357962,0.6463338707660103,37,-0.8865824980617691,0.575957023545427,0.6404701595878144,0,,,,0.04531820745751669,0.01047983547455078,2026-08-29T23:14:11.089835+00:00,1806733
wine_quality_red,laplace,15,20,160,1439,-0.8693767901620294,0.5756548530276248,38,-0.8271812724481565,0.5378338208255983,0.6318156454771013,122,-0.8825196563352029,0.5869376154115826,0.6349203367269438,38,-0.8271812724481565,0.5378338208255983,0.6318156454771013,0,,,,0.05533838388704637,0.013142866173173506,2026-08-29T23:14:11.121216+00:00,1806733
wine_quality_red,laplace,16,20,160,1439,-0.8866595269075688,0.5841500840763897,43,-0.7910185602673698,0.5102629756860098,0.6327652043352641,117,-0.9218096257582404,0.6090568176162602,0.6366653555847497,43,-0.7910185602673698,0.5102629756860098,0.6327652043352641,0,,,,0.1307910654908706,0.03515009885067166,2026-08-29T23:14:11.407137+00:00,1806733
wine_quality_red,laplace,17,20,160,1439,-0.9323946105732027,0.6206561292881406,44,-0.869472127560438,0.5694065558501701,0.6291616878007101,116,-0.9562617593021824,0.6390213192876788,0.6324848746825447,44,-0.869472127560438,0.5694065558501701,0.6291616878007101,0,,,,0.08678963174174437,0.02386714872897966,2026-08-29T23:14:11.436354+00:00,1806733
wine_quality_red,laplace,18,20,160,1439,-0.973520154677443,0.6552537011189881,38,-1.0852656093685678,0.7018591548652976,0.6299361025016452,122,-0.9387141933802076,0.6400444891595518,0.6351771002934792,38,-1.0852656093685678,0.7018591548652976,0.6299361025016452,0,,,,-0.1465514159883602,-0.034805961297235455,2026-08-29T23:14:11.473166+00:00,1806733
wine_quality_red,laplace,19,20,160,1439,-0.9018145729993401,0.6120296928126646,45,-0.7172035508052245,0.4597470116347677,0.6200894877990434,115,-0.9740536686405157,0.6621527869114492,0.626202018778156,45,-0.7172035508052245,0.4597470116347677,0.6200894877990434,0,,,,0.2568501178352912,0.07223909564117559,2026-08-29T23:14:11.502289+00:00,1806733
wine_quality_red,ensemble,0,20,160,1439,-0.955943612113575,0.6295371297644625,51,-0.852717420343377,0.5640721636161318,0.6139823010880109,109,-1.00424210551064,0.6579344376739984,0.6146929670431096,51,-0.852717420343377,0.5640721636161318,0.6139823010880109,0,,,,0.15152468516726303,0.048298493397065045,2026-08-29T23:14:11.531487+00:00,1806733
wine_quality_red,ensemble,1,20,160,1439,-0.9566626475704041,0.6308274212023272,41,-0.9204788334074275,0.6077089647499542,0.6120700946591865,119,-0.9691293398450435,0.6385987814403088,0.6137981924962903,41,-0.9204788334074275,0.6077089647499542,0.6120700946591865,0,,,,0.048650506437615926,0.012466692274639368,2026-08-29T23:14:11.567146+00:00,1806733
wine_quality_red,ensemble,2,20,160,1439,-1.1176282050455462,0.7136988394175809,43,-0.7631832605201165,0.5078218249752973,0.5940952498406896,117,-1.2478942957685666,0.7757521637406269,0.5950806646921161,43,-0.7631832605201165,0.5078218249752973,0.5940952498406896,0,,,,0.48471103524845005,0.13026609072302042,2026-08-29T23:14:11.593960+00:00,1806733
wine_quality_red,ensemble,3,20,160,1439,-0.9462927943492663,0.6240572363376667,37,-0.9504557112968836,0.6232399615854248,0.6133011732952339,123,-0.9450405347796578,0.6243028738888048,0.6165101612326892,37,-0.9504557112968836,0.6232399615854248,0.6133011732952339,0,,,,-0.005415176517225784,-0.0012522595696085048,2026-08-29T23:14:11.631261+00:00,1806733
wine_quality_red,ensemble,4,20,160,1439,-0.8563239138566076,0.5643276892013355,47,-0.7889247878232502,0.5176467623262341,0.6193060445630799,113,-0.8843571786669419,0.5826433851569649,0.6192177080377963,47,-0.7889247878232502,0.5176467623262341,0.6193060445630799,0,,,,0.0954323908436917,0.028033264810334302,2026-08-29T23:14:12.939000+00:00,1806733
wine_quality_red,ensemble,5,20,160,1439,-0.957778244520533,0.6311223860753513,46,-0.9463816028500986,0.6237845064112014,0.6096011825295413,114,-0.9623768894050942,0.6340592389772352,0.609217647299433,46,-0.9463816028500986,0.6237845064112014,0.6096011825295413,0,,,,0.015995286554995602,0.004598644884561298,2026-08-29T23:14:13.148982+00:00,1806733
wine_quality_red,ensemble,6,20,160,1439,-1.0533318435360108,0.6825644803860644,42,-0.9415707236685649,0.6200063648047064,0.601275800484732,118,-1.093111225183746,0.7034897979144195,0.6002162159465433,42,-0.9415707236685649,0.6200063648047064,0.601275800484732,0,,,,0.15154050151518117,0.0397793816477352,2026-08-29T23:14:13.186332+00:00,1806733
wine_quality_red,ensemble,7,20,160,1439,-1.0381896910258672,0.6771850436072799,30,-0.9438047465369855,0.6225054963400103,0.6070019340679499,130,-1.059970832061763,0.6891875960782616,0.6075734293663366,30,-0.9438047465369855,0.6225054963400103,0.6070019340679499,0,,,,0.11616608552477736,0.02178114103589568,2026-08-29T23:14:13.221983+00:00,1806733
wine_quality_red,ensemble,8,20,160,1439,-0.8858349322652821,0.5890624352818817,50,-0.748473316285559,0.48975057032382113,0.6152970222871341,110,-0.9482720304378836,0.6290421822032284,0.6159965805911389,50,-0.748473316285559,0.48975057032382113,0.6152970222871341,0,,,,0.19979871415232453,0.06243709817260146,2026-08-29T23:14:13.253481+00:00,1806733
wine_quality_red,ensemble,9,20,160,1439,-1.0132036672393423,0.6621302183260066,42,-0.9947299073156178,0.650376959700787,0.6104266748890578,118,-1.0197790733138885,0.6662635516824873,0.6112097292894934,42,-0.9947299073156178,0.650376959700787,0.6104266748890578,0,,,,0.025049165998270673,0.006575406074546208,2026-08-29T23:14:13.282653+00:00,1806733
wine_quality_red,ensemble,10,20,160,1439,-0.9746499043699547,0.6432765738491754,44,-0.8616469798271461,0.5709149754339021,0.6091420799661402,116,-1.0175130826448133,0.6686787543126325,0.6098073165165574,44,-0.8616469798271461,0.5709149754339021,0.6091420799661402,0,,,,0.15586610281766722,0.04286317827485864,2026-08-29T23:14:13.320526+00:00,1806733
wine_quality_red,ensemble,11,20,160,1439,-0.9657909944363752,0.634638970763051,56,-0.8409795935325474,0.5578844680713632,0.603727088496349,104,-1.0329971333845902,0.6723487480019243,0.6040998661649882,56,-0.8409795935325474,0.5578844680713632,0.603727088496349,0,,,,0.19201753985204284,0.06720613894821503,2026-08-29T23:14:13.348677+00:00,1806733
wine_quality_red,ensemble,12,20,160,1439,-0.9878290437289982,0.6485390048863836,36,-0.7488506836376809,0.49150496876068256,0.6093110779784838,124,-1.057209857949058,0.687443121999403,0.6089707503853841,36,-0.7488506836376809,0.49150496876068256,0.6093110779784838,0,,,,0.30835917431137716,0.06938081422005993,2026-08-29T23:14:14.736129+00:00,1806733
wine_quality_red,ensemble,13,20,160,1439,-0.9309354087645524,0.6145882910832964,42,-0.8307743316053999,0.5481603032698776,0.6132713731614948,118,-0.9665859616517081,0.636561570154225,0.617245422993584,42,-0.8307743316053999,0.5481603032698776,0.6132713731614948,0,,,,0.13581163004630814,0.035650552887155684,2026-08-29T23:14:14.804518+00:00,1806733
wine_quality_red,ensemble,14,20,160,1439,-0.9010383311868455,0.596769056370472,37,-0.9142027513837458,0.6033841776127024,0.6102269335601992,123,-0.8970783023471276,0.5947647470174665,0.6110789010430696,37,-0.9142027513837458,0.6033841776127024,0.6102269335601992,0,,,,-0.01712444903661825,-0.003960028839717911,2026-08-29T23:14:14.843045+00:00,1806733
wine_quality_red,ensemble,15,20,160,1439,-0.8706079215582487,0.5746988406937399,38,-0.8104799603245633,0.5333015957444383,0.6185740152332803,122,-0.889336302926118,0.5869970725082776,0.6205829702008068,38,-0.8104799603245633,0.5333015957444383,0.6185740152332803,0,,,,0.07885634260155472,0.01872838136786925,2026-08-29T23:14:14.882406+00:00,1806733
wine_quality_red,ensemble,16,20,160,1439,-0.8946634128256565,0.5932828718117368,43,-0.7794158520736392,0.5135807703624292,0.6102409819526887,117,-0.9370193539567399,0.6200056977069888,0.6131141298773104,43,-0.7794158520736392,0.5135807703624292,0.6102409819526887,0,,,,0.15760350188310068,0.04235594113108332,2026-08-29T23:14:14.920880+00:00,1806733
