experiment_id,dataset,method,T,repeat,init_seed,predict_seed,mpiw95,picp95,ll,rmse,mean_std_epistemic,mean_var_epistemic,timestamp,git_commit
e6a,sin_homo,mcd,5,0,0,0,0.9418834160698816,0.694,-2.2727414564183928,0.5757737612073945,0.1329966567335001,0.021236915135143766,2026-08-31T19:36:29.595426+00:00,1806733
e6a,sin_homo,mcd,5,1,0,1000,0.9406226025917271,0.695,-2.232560347542726,0.5705957500882356,0.13207675666326682,0.021139116207438365,2026-08-31T19:36:29.626911+00:00,1806733
e6a,sin_homo,mcd,5,2,0,2000,0.9448960603281013,0.704,-2.2311163215999286,0.5739207260397304,0.1340680398310178,0.021700120173989264,2026-08-31T19:36:29.657436+00:00,1806733
e6a,sin_homo,mcd,5,3,0,3000,0.9371738605059756,0.701,-2.254187759496621,0.572394230753347,0.13086501358658814,0.020658442064144286,2026-08-31T19:36:29.694181+00:00,1806733
e6a,sin_homo,mcd,5,4,0,4000,0.9499723069452461,0.709,-2.2640454777547396,0.5738905373266158,0.13540936188931074,0.022559591130470097,2026-08-31T19:36:29.725320+00:00,1806733
e6a,sin_homo,mcd,5,5,0,5000,0.9334429735962255,0.695,-2.3047312364211328,0.5768340485914926,0.1298533493254572,0.020056264283490298,2026-08-31T19:36:29.756616+00:00,1806733
e6a,sin_homo,mcd,5,6,0,6000,0.9467623786910986,0.716,-2.222484350946734,0.5695015883395458,0.13469891381998725,0.02193935581278529,2026-08-31T19:36:29.786296+00:00,1806733
e6a,sin_homo,mcd,5,7,0,7000,0.9390277932936187,0.695,-2.152021471908235,0.5707687691724264,0.13148058113099073,0.02091060712965877,2026-08-31T19:36:29.816070+00:00,1806733
e6a,sin_homo,mcd,5,8,0,8000,0.9402476505630027,0.701,-2.2395338298807066,0.572472029180816,0.13190528829003598,0.021184374040363364,2026-08-31T19:36:29.846297+00:00,1806733
e6a,sin_homo,mcd,5,9,0,9000,0.9478975821344547,0.688,-2.211432088027154,0.572200593337634,0.13537392314500324,0.02205529372526166,2026-08-31T19:36:29.875600+00:00,1806733
e6a,sin_homo,mcd,10,0,0,0,0.9449485833788667,0.694,-2.1270348761648386,0.5718368287142939,0.1372627422828057,0.021142141429689565,2026-08-31T19:36:29.920210+00:00,1806733
e6a,sin_homo,mcd,10,1,0,1000,0.946419527795163,0.696,-2.090292151005472,0.570660985839965,0.1378707436917635,0.021355368399043444,2026-08-31T19:36:29.957395+00:00,1806733
e6a,sin_homo,mcd,10,2,0,2000,0.9505158852845895,0.703,-2.0812419424186093,0.5719380795033497,0.13957921664934253,0.02187828551034457,2026-08-31T19:36:30.003355+00:00,1806733
e6a,sin_homo,mcd,10,3,0,3000,0.9433433890681137,0.694,-2.1140615189451215,0.5723970071298263,0.13657582834591003,0.020961220804844295,2026-08-31T19:36:30.051396+00:00,1806733
e6a,sin_homo,mcd,10,4,0,4000,0.9550132379265062,0.705,-2.0579713565509636,0.5717705624853557,0.1410382282033326,0.022558119830244167,2026-08-31T19:36:30.088191+00:00,1806733
e6a,sin_homo,mcd,10,5,0,5000,0.9447168568402599,0.701,-2.195714089588977,0.57396442451082,0.13717713204711907,0.02112197615245101,2026-08-31T19:36:30.124349+00:00,1806733
e6a,sin_homo,mcd,10,6,0,6000,0.9464436100426797,0.703,-2.114427320936913,0.5691663001063783,0.13792630665557748,0.021341973135576023,2026-08-31T19:36:30.165727+00:00,1806733
e6a,sin_homo,mcd,10,7,0,7000,0.9494881804436965,0.704,-2.04215315697602,0.5679873162838456,0.13879960360308627,0.021808486743745886,2026-08-31T19:36:30.204379+00:00,1806733
e6a,sin_homo,mcd,10,8,0,8000,0.9453729543148208,0.704,-2.0806659965973804,0.57123602975058,0.13718561452976588,0.02124688288967446,2026-08-31T19:36:30.243984+00:00,1806733
e6a,sin_homo,mcd,10,9,0,9000,0.9528882788407236,0.693,-2.064511884187644,0.5700524484315346,0.14041214022837484,0.022219491733000384,2026-08-31T19:36:30.283014+00:00,1806733
e6a,sin_homo,mcd,20,0,0,0,0.9508629912599437,0.703,-2.039120987533536,0.5703385841989509,0.14097279498547471,0.021690523634935198,2026-08-31T19:36:30.334795+00:00,1806733
e6a,sin_homo,mcd,20,1,0,1000,0.9499483732386504,0.696,-2.0114659733561426,0.5690966511098451,0.14066596951258079,0.02156038237308947,2026-08-31T19:36:30.377038+00:00,1806733
e6a,sin_homo,mcd,20,2,0,2000,0.9502660095995866,0.699,-2.0162867373800624,0.5692598311717976,0.14075158823182207,0.021610771002669373,2026-08-31T19:36:30.439706+00:00,1806733
e6a,sin_homo,mcd,20,3,0,3000,0.9487540501201477,0.694,-2.015085378151168,0.5692752262029236,0.14026459345450518,0.021387358149719652,2026-08-31T19:36:30.493526+00:00,1806733
e6a,sin_homo,mcd,20,4,0,4000,0.9543650323878109,0.698,-2.023455178898784,0.5711527726100979,0.14240321323606708,0.0221500089721254,2026-08-31T19:36:30.545085+00:00,1806733
e6a,sin_homo,mcd,20,5,0,5000,0.9474388672306843,0.701,-2.1037401033036067,0.5723596101825114,0.13963753953334673,0.02123293789070998,2026-08-31T19:36:30.594424+00:00,1806733
e6a,sin_homo,mcd,20,6,0,6000,0.9507231523789137,0.7,-2.0395119985384054,0.5703875331096435,0.1410328192172711,0.021651539782271734,2026-08-31T19:36:30.644815+00:00,1806733
e6a,sin_homo,mcd,20,7,0,7000,0.9498742657613265,0.712,-2.01439019466274,0.5690880353445549,0.14065438501319505,0.021554190876224198,2026-08-31T19:36:30.694427+00:00,1806733
e6a,sin_homo,mcd,20,8,0,8000,0.951113012089837,0.708,-1.9989366682676066,0.570029823919651,0.1411779130327316,0.021711298908609157,2026-08-31T19:36:30.744936+00:00,1806733
e6a,sin_homo,mcd,20,9,0,9000,0.951730673600475,0.696,-2.03683736719675,0.5711646446767041,0.1414630824442964,0.02179736438506801,2026-08-31T19:36:30.793825+00:00,1806733
e6a,sin_homo,mcd,50,0,0,0,0.9527382759517422,0.701,-1.9749993024436507,0.5691191794055622,0.1426967146847277,0.021765301805414496,2026-08-31T19:36:30.886514+00:00,1806733
