dataset,method,variant,dimension,split_index,n_train_full,n_train,n_removed,feature_n_distinct,gap_leak_fraction,n_gap_in,n_gap_out,mean_std_epi_gap_in,mean_std_epi_gap_out,epi_gap_ratio,rmse_gap_in,rmse_gap_out,ll_gap_in,ll_gap_out,picp95_gap_in,picp95_gap_out,timestamp,git_commit
energy,map,control,0,0,691,463,228,12,0.0,27,50,0.0,0.0,,0.587181104768284,0.5088829621800015,-0.9909177565000732,-0.7678559951013222,0.8148148148148148,0.88,2026-08-31T15:14:58.874814+00:00,1806733
energy,map,control,1,0,691,463,228,12,0.0,27,50,0.0,0.0,,0.587181104768284,0.5088829621800015,-0.9909177565000732,-0.7678559951013222,0.8148148148148148,0.88,2026-08-31T15:14:58.955732+00:00,1806733
energy,map,control,2,0,691,463,228,7,0.2559652928416486,26,51,0.0,0.0,,0.6098195849371888,0.4968196880447676,-1.0613512768035285,-0.7363224702681638,0.8076923076923077,0.8823529411764706,2026-08-31T15:14:59.030932+00:00,1806733
energy,map,control,3,0,691,463,228,4,0.6271551724137931,29,48,0.0,0.0,,0.4969471075028457,0.5607929951261559,-0.7366515930633187,-0.9121808954527468,0.896551724137931,0.8333333333333334,2026-08-31T15:14:59.108481+00:00,1806733
energy,map,control,4,0,691,463,228,2,1.0,28,49,0.0,0.0,,0.5710083426036512,0.5176040413866112,-0.942232043919486,-0.7911241214453567,0.8571428571428571,0.8571428571428571,2026-08-31T15:14:59.182760+00:00,1806733
energy,map,control,5,0,691,463,228,4,0.2586206896551724,29,48,0.0,0.0,,0.5535117865187487,0.5278161447521854,-0.891092419473249,-0.8188728961634141,0.8275862068965517,0.875,2026-08-31T15:14:59.265085+00:00,1806733
energy,map,control,6,0,691,463,228,4,0.4381778741865509,26,51,0.0,0.0,,0.4962828123677099,0.5575416212060275,-0.7349366543945964,-0.90272992482958,0.9230769230769232,0.8235294117647058,2026-08-31T15:14:59.353082+00:00,1806733
energy,map,control,7,0,691,463,228,6,0.3498920086393088,28,49,0.0,0.0,,0.4940463144886615,0.5610287325810921,-0.7291797930379305,-0.912868264806246,0.8928571428571429,0.8367346938775511,2026-08-31T15:14:59.436243+00:00,1806733
energy,laplace,gap,0,0,691,462,229,12,0.0,27,50,7.796090675621434,0.2089349911565413,37.31347550961598,12.474439551201854,0.3614397209343214,-4.273744667338181,-0.4190889012307837,0.7407407407407407,0.98,2026-08-31T15:14:59.547320+00:00,1806733
energy,laplace,gap,1,0,691,462,229,12,0.0,27,50,7.796090675621434,0.2089349911565413,37.31347550961598,12.474439551201854,0.3614397209343214,-4.273744667338181,-0.4190889012307837,0.7407407407407407,0.98,2026-08-31T15:14:59.390180+00:00,1806733
energy,laplace,gap,2,0,691,461,230,7,0.2559652928416486,26,51,1.7441147824513217,0.2336066927157341,7.466030883685593,4.521538059955255,0.388047696977162,-3.4850072200317763,-0.5039295778221801,0.5,0.9803921568627452,2026-08-31T15:14:59.777639+00:00,1806733
energy,laplace,gap,3,0,691,464,227,4,0.6271551724137931,29,48,0.2617001063411318,0.2431296767502158,1.0763807604202702,0.5679123968155513,0.4811088809659642,-0.7814303152444368,-0.6532480719309697,0.9310344827586208,0.9375,2026-08-31T15:14:59.793170+00:00,1806733
energy,laplace,gap,4,0,691,463,228,2,1.0,28,49,0.2582723674125665,0.2639561399856149,0.9784669810167772,0.4034797305042934,0.3693276507794382,-0.5516998627939703,-0.4880276629349819,1.0,0.979591836734694,2026-08-31T15:15:00.261422+00:00,1806733
energy,laplace,gap,5,0,691,464,227,4,0.2586206896551724,29,48,0.217406986641578,0.2556726042611385,0.8503335242735792,0.4440371732283723,0.4410985981659097,-0.6155979697948243,-0.6190694307924447,0.9655172413793104,0.9791666666666666,2026-08-31T15:15:00.503304+00:00,1806733
energy,laplace,gap,6,0,691,461,230,4,0.4381778741865509,26,51,0.5648809292414779,0.24731047069914,2.2840962925854886,0.5023050156462234,0.4336360124044371,-0.7897505500757609,-0.606195740452628,1.0,0.9803921568627452,2026-08-31T15:15:07.909131+00:00,1806733
energy,laplace,gap,7,0,691,463,228,6,0.3498920086393088,28,49,0.2212589726791659,0.2445730325824817,0.9046744456772714,0.4565655352684681,0.4744883739427534,-0.6316417785708873,-0.6703642661170265,0.9642857142857144,0.9387755102040816,2026-08-31T15:15:08.742972+00:00,1806733
