dataset,method,variant,dimension,split_index,n_train_full,n_train,n_removed,feature_n_distinct,gap_leak_fraction,n_gap_in,n_gap_out,mean_std_epi_gap_in,mean_std_epi_gap_out,epi_gap_ratio,rmse_gap_in,rmse_gap_out,ll_gap_in,ll_gap_out,picp95_gap_in,picp95_gap_out,timestamp,git_commit
energy,gp,gap,5,4,691,464,227,4,0.2435344827586207,29,48,0.2641666032697567,0.2492687765551429,1.059766116400536,0.4696622661207686,0.5389052335825358,-0.6933453254662766,-0.8368562500393905,0.9310344827586208,0.875,2026-08-31T15:39:32.212234+00:00,1806733
energy,gp,gap,6,4,691,460,231,4,0.4326086956521739,25,52,0.4100753076245856,0.2380302522688796,1.7227865101842748,0.566444249250501,0.5072543239954005,-0.8163451863971034,-0.7284551593528635,0.96,0.9230769230769232,2026-08-31T15:39:37.256098+00:00,1806733
energy,gp,gap,7,4,691,461,230,6,0.3383947939262473,26,51,0.2058635383332111,0.2362184993867443,0.8714962582001882,0.5616740665799025,0.526284023968553,-0.9512309398776482,-0.8189423974859213,0.9230769230769232,0.9019607843137256,2026-08-31T15:39:38.203102+00:00,1806733
energy,gp,control,0,4,691,461,230,12,0.0,29,48,0.2544183800324572,0.2376127320145094,1.0707270518522616,0.6170245892937775,0.479245194082195,-1.047057615529703,-0.6881249711027168,0.8275862068965517,0.8958333333333334,2026-08-31T15:39:40.321077+00:00,1806733
energy,gp,control,1,4,691,461,230,12,0.0,29,48,0.2544183800324572,0.2376127320145094,1.0707270518522616,0.6170245892937775,0.479245194082195,-1.047057615529703,-0.6881249711027168,0.8275862068965517,0.8958333333333334,2026-08-31T15:39:40.403022+00:00,1806733
energy,gp,control,2,4,691,461,230,7,0.2609649122807017,21,56,0.2332192471394061,0.2479632137091104,0.9405397020422528,0.6549306413400809,0.4828799358343024,-1.198854655736825,-0.6824771730860439,0.7619047619047619,0.9107142857142856,2026-08-31T15:39:40.477507+00:00,1806733
energy,gp,control,3,4,691,461,230,4,0.6355748373101953,26,51,0.2169581264253869,0.2576986837368167,0.8419062266028591,0.5613209557486812,0.5215586606418365,-0.8524095015961188,-0.8084710278782884,0.8461538461538461,0.8823529411764706,2026-08-31T15:39:40.551239+00:00,1806733
energy,gp,control,4,4,691,461,230,2,1.0,24,53,0.260940431855466,0.2362447885491798,1.1045341294423738,0.477865150129063,0.5593929394838936,-0.7031066302369048,-0.8777379308982278,0.9583333333333334,0.8301886792452831,2026-08-31T15:39:40.628700+00:00,1806733
energy,gp,control,5,4,691,461,230,4,0.2435344827586207,29,48,0.20921653541587,0.2649221798036975,0.7897282725474163,0.5010634386922489,0.5549856293600244,-0.7467206050485918,-0.8695785816017213,0.8620689655172413,0.875,2026-08-31T15:39:40.707024+00:00,1806733
energy,gp,control,6,4,691,461,230,4,0.4326086956521739,25,52,0.2135927041494318,0.2585332029596522,0.826171268155317,0.5167122381868894,0.5440326353534661,-0.8328642105887445,-0.8187127730494843,0.88,0.8653846153846154,2026-08-31T15:39:40.782189+00:00,1806733
energy,gp,control,7,4,691,461,230,6,0.3383947939262473,26,51,0.1983645913278186,0.267177740845381,0.742444302059634,0.4054355320821805,0.590637402833151,-0.5232886822380034,-0.9762581122569354,0.9230769230769232,0.8431372549019608,2026-08-31T15:39:40.859688+00:00,1806733
energy,mcd,gap,0,5,691,457,234,12,0.0,22,55,0.8587769555666764,0.8290072162966841,1.035910108723756,7.489262110786527,0.8535456200697809,-15.40034953841959,-1.4237480881841522,0.2727272727272727,0.9818181818181818,2026-08-31T15:39:47.691570+00:00,1806733
energy,mcd,gap,1,5,691,457,234,12,0.0,22,55,0.8587769555666764,0.8290072162966841,1.035910108723756,7.489262110786527,0.8535456200697809,-15.40034953841959,-1.4237480881841522,0.2727272727272727,0.9818181818181818,2026-08-31T15:39:48.658349+00:00,1806733
energy,mcd,gap,2,5,691,461,230,7,0.2494577006507592,26,51,0.8168935487651979,0.8992613491514012,0.9084050476939428,3.9902983529359406,0.7935523238838995,-5.219226573509171,-1.4679258929259358,0.6538461538461539,1.0,2026-08-31T15:39:51.425030+00:00,1806733
energy,mcd,gap,3,5,691,456,235,4,0.6271929824561403,21,56,1.079218569862244,1.0490257611331577,1.028781760989809,1.5942486960850313,1.3787831420834566,-1.934940506970308,-1.832613224871336,0.9047619047619048,0.9821428571428572,2026-08-31T15:39:55.562170+00:00,1806733
energy,mcd,gap,4,5,691,462,229,2,1.0,27,50,1.2360675084047046,1.201236433608102,1.0289960192865462,0.9936707978199424,1.0978603221646286,-1.7721669343942688,-1.7927583655133084,1.0,1.0,2026-08-31T15:39:58.224600+00:00,1806733
energy,mcd,gap,5,5,691,462,229,4,0.238095238095238,27,50,1.1572064033738874,1.1817344440044428,0.9792440334163068,1.165708457200911,1.1191595894336634,-1.7888534183227354,-1.776661293048777,1.0,1.0,2026-08-31T15:39:59.021557+00:00,1806733
energy,mcd,gap,6,5,691,470,221,4,0.4361702127659574,35,42,1.237499689498506,1.1838937448044096,1.0452793546121426,1.0852440903017349,1.043077458340998,-1.777815816974668,-1.7629866475030231,1.0,1.0,2026-08-31T15:40:01.107408+00:00,1806733
energy,mcd,gap,7,5,691,462,229,6,0.3463203463203463,27,50,1.2035644370039689,1.1608003528724922,1.0368401715468587,0.870993826091025,1.116236123319216,-1.7348174738393063,-1.787623589593685,1.0,1.0,2026-08-31T15:40:05.118362+00:00,1806733
energy,map,gap,0,5,691,457,234,12,0.0,22,55,0.0,0.0,,15.751299533854471,0.4470337149325026,-1078.4602581670697,-0.7063627363346865,0.0,0.8909090909090909,2026-08-31T15:40:07.252773+00:00,1806733
energy,map,gap,1,5,691,457,234,12,0.0,22,55,0.0,0.0,,15.751299533854471,0.4470337149325026,-1078.4602581670697,-0.7063627363346865,0.0,0.8909090909090909,2026-08-31T15:40:07.843528+00:00,1806733
energy,map,gap,2,5,691,461,230,7,0.2494577006507592,26,51,0.0,0.0,,3.878750078482142,0.4082362166749928,-43.072967208739335,-0.5235936116653963,0.3076923076923077,0.9215686274509804,2026-08-31T15:40:10.148907+00:00,1806733
energy,map,gap,3,5,691,456,235,4,0.6271929824561403,21,56,0.0,0.0,,0.4840295423904802,0.5349472781909285,-0.7619947866037794,-0.9413048218918773,0.8095238095238095,0.875,2026-08-31T15:40:11.415830+00:00,1806733
energy,map,gap,4,5,691,462,229,2,1.0,27,50,0.0,0.0,,0.5811978390066992,0.4929145625192495,-0.953961005699252,-0.7201882884172112,0.8518518518518519,0.9,2026-08-31T15:40:14.702022+00:00,1806733
energy,map,gap,5,5,691,462,229,4,0.238095238095238,27,50,0.0,0.0,,0.5203898938676893,0.568434549694551,-0.7955152739316013,-0.92935926837988,0.925925925925926,0.84,2026-08-31T15:40:16.331334+00:00,1806733
energy,map,gap,6,5,691,470,221,4,0.4361702127659574,35,42,0.0,0.0,,0.5287655489764597,0.5974488676973081,-0.8314895813998396,-1.0410340700524614,0.8857142857142857,0.8333333333333334,2026-08-31T15:40:16.997990+00:00,1806733
energy,map,gap,7,5,691,462,229,6,0.3463203463203463,27,50,0.0,0.0,,0.7285996329837171,0.3890055952974431,-1.8640460686991465,-0.477390649002532,0.7037037037037037,0.94,2026-08-31T15:40:17.923765+00:00,1806733
energy,laplace,gap,0,5,691,457,234,12,0.0,22,55,6.156764059721014,0.1873165234973889,32.8682379149901,15.751299533854471,0.4470337149325026,-6.494084767749725,-0.6037356410918815,0.6818181818181818,0.9272727272727272,2026-08-31T15:40:20.858755+00:00,1806733
energy,laplace,gap,1,5,691,457,234,12,0.0,22,55,6.156764059721014,0.1873165234973889,32.8682379149901,15.751299533854471,0.4470337149325026,-6.494084767749725,-0.6037356410918815,0.6818181818181818,0.9272727272727272,2026-08-31T15:40:22.309007+00:00,1806733
energy,laplace,gap,2,5,691,461,230,7,0.2494577006507592,26,51,1.7991547673378545,0.2207928538373576,8.148609595232475,3.878750078482142,0.4082362166749928,-4.407876448805168,-0.5497261192428156,0.6153846153846154,0.9215686274509804,2026-08-31T15:40:25.566351+00:00,1806733
energy,laplace,gap,3,5,691,456,235,4,0.6271929824561403,21,56,0.2806044936212016,0.2259059716325608,1.242129597519488,0.4840295423904802,0.5349472781909285,-0.5996677555908425,-0.7497713409402174,0.9047619047619048,0.8928571428571429,2026-08-31T15:40:27.242398+00:00,1806733
energy,laplace,gap,4,5,691,462,229,2,1.0,27,50,0.2671961346416896,0.2756116717168303,0.9694659626614542,0.5811978390066992,0.4929145625192495,-0.8674941018489825,-0.7076123298883268,0.8888888888888888,0.96,2026-08-31T15:40:27.791610+00:00,1806733
energy,laplace,gap,5,5,691,462,229,4,0.238095238095238,27,50,0.2672698847565615,0.2758654755162733,0.9688413682660892,0.5203898938676893,0.568434549694551,-0.7570679023843296,-0.8631010425399765,0.925925925925926,0.86,2026-08-31T15:40:28.801801+00:00,1806733
energy,laplace,gap,6,5,691,470,221,4,0.4361702127659574,35,42,0.6821138603580608,0.2660022139022469,2.564316478240781,0.5287655489764597,0.5974488676973081,-0.8666344392563204,-0.9666718534111368,1.0,0.8809523809523809,2026-08-31T15:40:32.026825+00:00,1806733
energy,laplace,gap,7,5,691,462,229,6,0.3463203463203463,27,50,0.2058776293502432,0.244154725789622,0.8432260677503309,0.7285996329837171,0.3890055952974431,-1.501753196739638,-0.4988280118830939,0.7777777777777778,0.98,2026-08-31T15:40:33.191742+00:00,1806733
energy,ensemble,gap,0,5,691,457,234,12,0.0,22,55,1.957340743301902,0.1969946248011864,9.936010920487377,15.380876757028004,0.4224166737519556,-38.84805848989715,-0.545328370115168,0.0,0.9454545454545454,2026-08-31T15:41:12.109052+00:00,1806733
energy,ensemble,gap,1,5,691,457,234,12,0.0,22,55,1.957340743301902,0.1969946248011864,9.936010920487377,15.380876757028004,0.4224166737519556,-38.84805848989715,-0.545328370115168,0.0,0.9454545454545454,2026-08-31T15:41:13.892648+00:00,1806733
energy,ensemble,gap,2,5,691,461,230,7,0.2494577006507592,26,51,0.4572934281303816,0.1875230735095147,2.4385981925961717,4.073538503402645,0.3593083263269604,-27.862887937484636,-0.4512806299197467,0.4230769230769231,0.9607843137254902,2026-08-31T15:41:14.799914+00:00,1806733
energy,ensemble,gap,3,5,691,456,235,4,0.6271929824561403,21,56,0.2972852814818032,0.2682299967439462,1.1083222797247143,0.4395888916847452,0.4988998761628569,-0.6023194795056076,-0.6921686488086094,0.9523809523809524,0.9464285714285714,2026-08-31T15:41:15.384981+00:00,1806733
energy,ensemble,gap,4,5,691,462,229,2,1.0,27,50,0.1911263063308615,0.211407425114206,0.9040661945890112,0.4944590898755883,0.4372192633907614,-0.6503043103561974,-0.576181699087494,0.925925925925926,0.96,2026-08-31T15:41:18.983238+00:00,1806733
energy,ensemble,gap,5,5,691,462,229,4,0.238095238095238,27,50,0.2187409541300817,0.2024743899099897,1.0803388726214875,0.4530610813546392,0.4648364396569561,-0.5940411775080657,-0.6256658983263187,0.9629629629629628,0.94,2026-08-31T15:41:19.712152+00:00,1806733
energy,ensemble,gap,6,5,691,470,221,4,0.4361702127659574,35,42,0.4140946187650585,0.2745435411976929,1.508302169333781,0.472752654692997,0.4678428869848319,-0.6647056973398374,-0.6201930464973942,1.0,0.9761904761904762,2026-08-31T15:41:47.702316+00:00,1806733
energy,ensemble,gap,7,5,691,462,229,6,0.3463203463203463,27,50,0.2663234020937769,0.2306437393732523,1.1546959948597777,0.6157352551437713,0.3702085838067153,-1.0704688832822435,-0.490885332666615,0.8148148148148148,0.98,2026-08-31T15:42:01.354134+00:00,1806733
energy,bbb,gap,0,5,691,457,234,12,0.0,22,55,0.5788992646816853,0.5454571277621225,1.061310294095464,9.885514714395775,0.5234125108252188,-66.90476074159727,-0.9622505946497644,0.0,1.0,2026-08-31T15:44:55.905219+00:00,1806733
energy,bbb,gap,1,5,691,457,234,12,0.0,22,55,0.5788992646816853,0.5454571277621225,1.061310294095464,9.885514714395775,0.5234125108252188,-66.90476074159727,-0.9622505946497644,0.0,1.0,2026-08-31T15:44:54.901053+00:00,1806733
energy,bbb,gap,2,5,691,461,230,7,0.2494577006507592,26,51,0.8227657129130357,0.7041676947020028,1.16842297524203,5.261495863060252,0.468076089514461,-10.628028471491376,-1.0961569360537806,0.3076923076923077,1.0,2026-08-31T15:44:52.276887+00:00,1806733
energy,bbb,gap,3,5,691,456,235,4,0.6271929824561403,21,56,0.6788552103735767,0.6940201820238686,0.9781490912756045,0.3774635995099931,0.5556858667937273,-1.0702943274239232,-1.1461321949194614,1.0,1.0,2026-08-31T15:44:58.264110+00:00,1806733
energy,bbb,gap,4,5,691,462,229,2,1.0,27,50,0.6442767790427413,0.632667275422114,1.0183500934403182,0.5841907883044165,0.5230180149259507,-1.1412711522375247,-1.1038009477318893,1.0,1.0,2026-08-31T15:44:58.873819+00:00,1806733
energy,bbb,gap,5,5,691,462,229,4,0.238095238095238,27,50,0.8335383225942924,0.8196577450306056,1.016934601847956,0.6541695835534489,0.6436421812165429,-1.3150337840373192,-1.3071212578001317,1.0,1.0,2026-08-31T15:45:24.302797+00:00,1806733
energy,bbb,gap,6,5,691,470,221,4,0.4361702127659574,35,42,0.7155283633284751,0.7184047157979235,0.9959961948937742,0.9264132416785684,0.6129772289937891,-1.3869251719012734,-1.1837737860376627,0.9428571428571428,1.0,2026-08-31T15:45:38.568671+00:00,1806733
energy,bbb,gap,7,5,691,462,229,6,0.3463203463203463,27,50,0.6536235769308869,0.6880264556272725,0.9499977385825658,0.658073574445791,0.4763567992091913,-1.1752178407954708,-1.1002557898780505,1.0,1.0,2026-08-31T15:46:32.860676+00:00,1806733
energy,gp,gap,0,5,691,457,234,12,0.0,22,55,5.170008742957571,0.1718051626226633,30.092278159955487,18.734124535217624,0.4538311613834548,-11.059786649536932,-0.7100166672305407,0.1363636363636363,0.8545454545454545,2026-08-31T15:44:55.226600+00:00,1806733
energy,gp,gap,1,5,691,457,234,12,0.0,22,55,5.170008742957571,0.1718051626226633,30.092278159955487,18.734124535217624,0.4538311613834548,-11.059786649536932,-0.7100166672305407,0.1363636363636363,0.8545454545454545,2026-08-31T15:44:58.076337+00:00,1806733
energy,gp,gap,2,5,691,461,230,7,0.2494577006507592,26,51,1.3401987152708044,0.2060983940079399,6.502713045008846,5.68916037181617,0.3674482966898388,-21.708318292677465,-0.4473762697917094,0.2307692307692307,0.9607843137254902,2026-08-31T15:44:58.300594+00:00,1806733
energy,gp,gap,3,5,691,456,235,4,0.6271929824561403,21,56,0.2700543881802193,0.2254066561310105,1.198076369241105,0.4514511333871926,0.5412088501533546,-0.5922229770685479,-0.7737326184385497,0.9523809523809524,0.8928571428571429,2026-08-31T15:45:02.183621+00:00,1806733
energy,gp,gap,4,5,691,462,229,2,1.0,27,50,0.2248223833894327,0.2424652328888424,0.9272355492405872,0.5218035271192267,0.4952660132219849,-0.7439978560128689,-0.6977273525376964,0.8888888888888888,0.92,2026-08-31T15:45:03.414600+00:00,1806733
energy,gp,gap,5,5,691,462,229,4,0.238095238095238,27,50,0.2762424468476159,0.2361711980280753,1.169670345724279,0.4611831568020117,0.4779524561894001,-0.6463709010376425,-0.6712162340813412,1.0,0.94,2026-08-31T15:45:04.414937+00:00,1806733
energy,gp,gap,6,5,691,470,221,4,0.4361702127659574,35,42,0.4371717522353409,0.2408878641769518,1.8148351048278732,0.6110548356464424,0.507130257526151,-0.8404015890280221,-0.7060583746005145,0.9714285714285714,0.9285714285714286,2026-08-31T15:45:04.401690+00:00,1806733
energy,gp,gap,7,5,691,462,229,6,0.3463203463203463,27,50,0.1900504378190588,0.2310741406921272,0.8224651934215066,0.62100142165235,0.4181181870732629,-1.0684496174780311,-0.5571378662873634,0.7407407407407407,1.0,2026-08-31T15:45:04.969618+00:00,1806733
energy,mcd,gap,0,6,691,465,226,12,0.0,30,47,0.8889735476809716,0.833383129525719,1.0667045158292192,8.506930674569723,0.8967453938905112,-19.928227518288743,-1.4462324455690352,0.1,0.9787234042553192,2026-08-31T15:45:12.237304+00:00,1806733
energy,mcd,gap,1,6,691,465,226,12,0.0,30,47,0.8889735476809716,0.833383129525719,1.0667045158292192,8.506930674569723,0.8967453938905112,-19.928227518288743,-1.4462324455690352,0.1,0.9787234042553192,2026-08-31T15:45:13.171760+00:00,1806733
energy,mcd,gap,2,6,691,461,230,7,0.2516268980477223,26,51,0.8862141856371889,0.933068481442606,0.9497847191955556,4.847649036868556,0.9807623619755385,-6.613870860630692,-1.5592031367614494,0.5,0.9607843137254902,2026-08-31T15:45:13.326942+00:00,1806733
energy,mcd,gap,3,6,691,465,226,4,0.6365591397849463,30,47,1.022300920093006,1.0031880480098745,1.0190521329685376,1.6964147281736717,1.132755673639282,-1.9647318851782,-1.723799112574942,0.9333333333333332,0.9787234042553192,2026-08-31T15:45:13.629511+00:00,1806733
energy,mcd,gap,4,6,691,452,239,2,1.0,17,60,1.157451146588221,1.189524206286322,0.97303706849461,1.3038741215801597,1.2632658655103373,-1.82314394580232,-1.8225410183867237,0.9411764705882352,1.0,2026-08-31T15:45:14.339679+00:00,1806733
energy,mcd,gap,5,6,691,469,222,4,0.2515991471215352,34,43,1.1146788047430105,1.1740386822795033,0.9494395896553932,0.9510291531108402,1.2708849675698544,-1.704904461538279,-1.8019120725657545,1.0,0.9767441860465116,2026-08-31T15:45:21.735775+00:00,1806733
energy,mcd,gap,6,6,691,460,231,4,0.4413043478260869,25,52,1.1864156086654751,1.1533430169721473,1.0286754167724992,1.00033142747333,1.1942046902079495,-1.730352999298216,-1.7887160437895235,1.0,1.0,2026-08-31T15:45:22.355859+00:00,1806733
energy,mcd,gap,7,6,691,458,233,6,0.3384279475982533,23,54,1.2531530948553062,1.2283990202657888,1.020151493269802,0.8980097568785382,1.1673757076928428,-1.7340159933805452,-1.80113667554991,1.0,1.0,2026-08-31T15:45:22.836123+00:00,1806733
energy,map,gap,0,6,691,465,226,12,0.0,30,47,0.0,0.0,,15.644251853848608,0.3968151647684517,-1223.4506002105393,-0.5549502857137321,0.0,0.8723404255319149,2026-08-31T15:45:22.316051+00:00,1806733
energy,map,gap,1,6,691,465,226,12,0.0,30,47,0.0,0.0,,15.644251853848608,0.3968151647684517,-1223.4506002105393,-0.5549502857137321,0.0,0.8723404255319149,2026-08-31T15:45:22.937111+00:00,1806733
energy,map,gap,2,6,691,461,230,7,0.2516268980477223,26,51,0.0,0.0,,4.446024223638399,0.568318907205413,-56.89521359309545,-0.9730794818752408,0.1538461538461538,0.8235294117647058,2026-08-31T15:45:30.388289+00:00,1806733
energy,map,gap,3,6,691,465,226,4,0.6365591397849463,30,47,0.0,0.0,,0.5089552071030052,0.4754703917378731,-0.7877659417619973,-0.6935024026406131,0.9,0.8936170212765957,2026-08-31T15:45:30.965785+00:00,1806733
energy,map,gap,4,6,691,452,239,2,1.0,17,60,0.0,0.0,,0.5378203449307914,0.5587735427791898,-0.8778791093257505,-0.9443241311230824,0.8823529411764706,0.85,2026-08-31T15:45:30.963503+00:00,1806733
energy,map,gap,5,6,691,469,222,4,0.2515991471215352,34,43,0.0,0.0,,0.6264866623848416,0.5917558277973382,-1.172188179011077,-1.0506510632183943,0.8235294117647058,0.8372093023255814,2026-08-31T15:45:31.313268+00:00,1806733
energy,map,gap,6,6,691,460,231,4,0.4413043478260869,25,52,0.0,0.0,,0.5126032584386532,0.4615948730946712,-0.76619894708825,-0.6460913364981884,0.96,0.9423076923076924,2026-08-31T15:45:32.056467+00:00,1806733
energy,map,gap,7,6,691,458,233,6,0.3384279475982533,23,54,0.0,0.0,,0.6149531468028172,0.403264788916747,-1.279137624361809,-0.5159963472897218,0.6521739130434783,0.9074074074074074,2026-08-31T15:45:33.012659+00:00,1806733
energy,laplace,gap,0,6,691,465,226,12,0.0,30,47,6.419961105325607,0.2139439744778347,30.00767430349265,15.644251853848608,0.3968151647684517,-6.186957575402958,-0.5042557835795575,0.4333333333333333,0.9361702127659576,2026-08-31T15:45:39.924645+00:00,1806733
energy,laplace,gap,1,6,691,465,226,12,0.0,30,47,6.419961105325607,0.2139439744778347,30.00767430349265,15.644251853848608,0.3968151647684517,-6.186957575402958,-0.5042557835795575,0.4333333333333333,0.9361702127659576,2026-08-31T15:45:40.459161+00:00,1806733
energy,laplace,gap,2,6,691,461,230,7,0.2516268980477223,26,51,1.5799109360676675,0.2374737673464898,6.652991417626661,4.446024223638399,0.568318907205413,-4.787668541662333,-0.8693121139524542,0.5384615384615384,0.8823529411764706,2026-08-31T15:45:40.668703+00:00,1806733
energy,laplace,gap,3,6,691,465,226,4,0.6365591397849463,30,47,0.3307056971671391,0.2444839547146057,1.3526683072236083,0.5089552071030052,0.4754703917378731,-0.7756596649590257,-0.6827344664148489,0.9333333333333332,0.8936170212765957,2026-08-31T15:45:41.067939+00:00,1806733
energy,laplace,gap,4,6,691,452,239,2,1.0,17,60,0.3197482140747489,0.2702023459001158,1.183365795769029,0.5378203449307914,0.5587735427791898,-0.7305126782393412,-0.7912241852434092,0.9411764705882352,0.95,2026-08-31T15:45:41.764423+00:00,1806733
energy,laplace,gap,5,6,691,469,222,4,0.2515991471215352,34,43,0.2394512998458975,0.3159941566970976,0.7577712902945488,0.6264866623848416,0.5917558277973382,-1.0276993804364465,-0.8454195506199514,0.8235294117647058,0.9302325581395348,2026-08-31T15:45:42.727400+00:00,1806733
energy,laplace,gap,6,6,691,460,231,4,0.4413043478260869,25,52,0.5802800286396513,0.2627828547311381,2.20821114540884,0.5126032584386532,0.4615948730946712,-0.8921909152765405,-0.650237876711391,0.96,0.9615384615384616,2026-08-31T15:45:48.505572+00:00,1806733
energy,laplace,gap,7,6,691,458,233,6,0.3384279475982533,23,54,0.2243248992356734,0.2621390043883812,0.855747887496044,0.6149531468028172,0.403264788916747,-1.0686581795712458,-0.5387373395263116,0.7391304347826086,0.9444444444444444,2026-08-31T15:45:49.501010+00:00,1806733
energy,ensemble,gap,0,6,691,465,226,12,0.0,30,47,2.4282667718142075,0.1970736674080965,12.321619644829552,16.568040959924613,0.2925430801887126,-50.32772993785473,-0.2517567154155927,0.0,0.9787234042553192,2026-08-31T15:46:24.316129+00:00,1806733
energy,ensemble,gap,1,6,691,465,226,12,0.0,30,47,2.4282667718142075,0.1970736674080965,12.321619644829552,16.568040959924613,0.2925430801887126,-50.32772993785473,-0.2517567154155927,0.0,0.9787234042553192,2026-08-31T15:46:24.266475+00:00,1806733
energy,ensemble,gap,2,6,691,461,230,7,0.2516268980477223,26,51,0.5053598600953148,0.1847079958293725,2.7359934139621678,4.85381624380209,0.4681340996224591,-30.445296155105996,-0.6737727328514023,0.3846153846153846,0.9215686274509804,2026-08-31T15:46:24.223342+00:00,1806733
energy,ensemble,gap,3,6,691,465,226,4,0.6365591397849463,30,47,0.2264315648124982,0.2018533060271508,1.1217629736618795,0.4726199968444203,0.3853115574786642,-0.7251275961040063,-0.4790446851026718,0.9333333333333332,0.9574468085106383,2026-08-31T15:46:24.993454+00:00,1806733
energy,ensemble,gap,4,6,691,452,239,2,1.0,17,60,0.1854958880374454,0.2070800686351331,0.895768913252013,0.3528270239159913,0.5181319712840599,-0.4177618650808337,-0.7448213166738511,1.0,0.9333333333333332,2026-08-31T15:46:25.613089+00:00,1806733
energy,ensemble,gap,5,6,691,469,222,4,0.2515991471215352,34,43,0.2497171191637398,0.2569230558032369,0.9719529389179626,0.6425721518519498,0.5564830520969801,-1.1218249910911902,-0.8592772006600989,0.8823529411764706,0.8837209302325582,2026-08-31T15:46:33.094967+00:00,1806733
energy,ensemble,gap,6,6,691,460,231,4,0.4413043478260869,25,52,0.332040810511064,0.2309665955997047,1.4376139962963914,0.3876497737208367,0.3883640573142303,-0.5910152249486009,-0.5111263668900767,1.0,0.9615384615384616,2026-08-31T15:46:33.407399+00:00,1806733
energy,ensemble,gap,7,6,691,458,233,6,0.3384279475982533,23,54,0.2212594005123678,0.2361209773218476,0.9370594812115208,0.6357712661964872,0.4157657241055572,-1.1113457595668217,-0.5452466619150983,0.782608695652174,0.9629629629629628,2026-08-31T15:47:08.074263+00:00,1806733
energy,bbb,gap,0,6,691,465,226,12,0.0,30,47,0.5738882304478129,0.5480009340739785,1.0472395114026205,11.411941703182944,0.3764739620293229,-83.60022121486544,-0.8885423241766087,0.0,1.0,2026-08-31T15:49:35.961746+00:00,1806733
energy,bbb,gap,1,6,691,465,226,12,0.0,30,47,0.5738882304478129,0.5480009340739785,1.0472395114026205,11.411941703182944,0.3764739620293229,-83.60022121486544,-0.8885423241766087,0.0,1.0,2026-08-31T15:49:33.447701+00:00,1806733
energy,bbb,gap,2,6,691,461,230,7,0.2516268980477223,26,51,0.7662199826020918,0.6409076171832195,1.1955232892528542,4.901979258072987,0.4435383042015179,-10.506852795353035,-1.0351036730273044,0.1923076923076923,1.0,2026-08-31T15:49:33.912310+00:00,1806733
energy,bbb,gap,3,6,691,465,226,4,0.6365591397849463,30,47,0.6696234710028867,0.6624596087109033,1.0108140363544935,0.4543449264996799,0.4896820064836025,-1.0886889593984526,-1.0963523151368495,1.0,1.0,2026-08-31T15:49:33.572878+00:00,1806733
energy,bbb,gap,4,6,691,452,239,2,1.0,17,60,0.7205055161586327,0.7332566772148579,0.9826102353344286,0.4888142730953082,0.5035918820935561,-1.1404032113976164,-1.1485779476787017,1.0,1.0,2026-08-31T15:49:42.766011+00:00,1806733
energy,bbb,gap,5,6,691,469,222,4,0.2515991471215352,34,43,0.7592914965115798,0.7349067507923978,1.0331807344168356,0.6123315332739,0.4787901326818908,-1.2120892059847543,-1.152890492392238,1.0,1.0,2026-08-31T15:49:41.555686+00:00,1806733
energy,bbb,gap,6,6,691,460,231,4,0.4413043478260869,25,52,0.7357250700153912,0.7836683217099565,0.9388220113453692,0.8554048295756813,0.4967725806795041,-1.3436039941710476,-1.1999350113016276,0.96,1.0,2026-08-31T15:49:47.193122+00:00,1806733
energy,bbb,gap,7,6,691,458,233,6,0.3384279475982533,23,54,0.6437453101847614,0.7325997202302165,0.878713562683954,0.5301841914816061,0.4639589961517738,-1.1264582529415197,-1.1380843717493894,1.0,1.0,2026-08-31T15:50:19.656546+00:00,1806733
energy,gp,gap,0,6,691,465,226,12,0.0,30,47,5.629188586511821,0.2178301838443383,25.842096293388085,18.783052646769377,0.3352901819937637,-11.779244005148138,-0.3564179905529464,0.2,0.9787234042553192,2026-08-31T15:49:38.275846+00:00,1806733
energy,gp,gap,1,6,691,465,226,12,0.0,30,47,5.629188586511821,0.2178301838443383,25.842096293388085,18.783052646769377,0.3352901819937637,-11.779244005148138,-0.3564179905529464,0.2,0.9787234042553192,2026-08-31T15:49:38.480336+00:00,1806733
energy,gp,gap,2,6,691,461,230,7,0.2516268980477223,26,51,1.1516465383600234,0.2523275937540409,4.564092738436698,5.728442117754964,0.5320335003980827,-30.776507522029764,-0.7943965761462255,0.1923076923076923,0.8823529411764706,2026-08-31T15:49:38.721628+00:00,1806733
energy,gp,gap,3,6,691,465,226,4,0.6365591397849463,30,47,0.3057199805758843,0.2651272176874786,1.1531067358623843,0.5317695179565003,0.4737462056327439,-0.8050136378443944,-0.6121055818409541,0.9333333333333332,0.9361702127659576,2026-08-31T15:49:47.125504+00:00,1806733
energy,gp,gap,4,6,691,452,239,2,1.0,17,60,0.289594528786668,0.2623223618255955,1.103964323785726,0.3641689734612246,0.5446889266836641,-0.515824762033684,-0.7310757579279937,0.9411764705882352,0.9166666666666666,2026-08-31T15:49:48.780477+00:00,1806733
energy,gp,gap,5,6,691,469,222,4,0.2515991471215352,34,43,0.2500337861941094,0.3066424730754963,0.8153918916918933,0.4980994412090673,0.4923539272871071,-0.7383178335613462,-0.6749824173557093,0.9411764705882352,0.9534883720930232,2026-08-31T15:49:49.499572+00:00,1806733
