method,depth,dataset,seed,n_parameters,train_time_s,rmse_in_range,ll_in_range,picp95_in_range,mpiw95_in_range,median_std_epi_in_range,rmse_extrapolation,ll_extrapolation,picp95_extrapolation,mpiw95_extrapolation,median_std_epi_extrapolation,std_epi_at_m2,ratio_at_m2,std_epi_at_8,ratio_at_8,max_abs_delta_var_epi,max_abs_delta_var_epi_at_x,timestamp,git_commit,posterior_precision_lambda_min,posterior_precision_lambda_max,posterior_precision_cond,rmse_in_gap,ll_in_gap,picp95_in_gap,mpiw95_in_gap,median_std_epi_in_gap,gap_ratio
ensemble,1,sin_gap,1,755,30.473096700006863,0.10048503425073443,0.8784040390498769,0.965,0.3996974666318592,0.019104906087844677,0.22862748969460558,-0.3549869112070763,0.6975,0.44754912939648184,0.03638783944599917,0.1277864291485343,6.688670886994689,0.06531776524316137,3.418900095233611,0.00014105563545655647,-1.8198198198198199,2026-08-31T21:07:50.322602+00:00,1806733,,,,0.09955366638070416,0.8854066934225382,0.95,0.40492228120713114,0.02718451238407718,1.4229074070860301
ensemble,2,sin_gap,1,13505,40.049006499990355,0.10147189259620315,0.8699950099919789,0.96,0.3996151263602627,0.016898450941711614,0.5043525718784408,-9.195428383822435,0.205,0.4211638303666922,0.03717056628193437,0.04089998541799974,2.420339329272098,0.05762424408251316,3.410031149084515,2.0849433026317796e-05,6.638638638638639,2026-08-31T21:08:30.439533+00:00,1806733,,,,0.10698462542855554,0.8165451513914678,0.925,0.40716344296255585,0.028711091226135514,1.6990368717919548
map,1,sin_gap,2,151,5.68749090001802,0.10067384389441905,0.8768854175654802,0.9375,0.3919927969080109,0.0,0.2913893512661021,-2.8617411417746177,0.5075,0.3919927969080109,0.0,0.0,,0.0,,0.0,-2.0,2026-08-31T21:08:36.185744+00:00,1806733,,,,0.09824574524618061,0.901035236840502,0.935,0.3919927969080109,0.0,
map,2,sin_gap,2,2701,7.858569500007434,0.10524812883562168,0.8297881286193919,0.9325,0.3919927969080109,0.0,0.4822500082578156,-10.244606963443784,0.3,0.3919927969080109,0.0,0.0,,0.0,,0.0,-2.0,2026-08-31T21:08:44.099344+00:00,1806733,,,,0.1315396081858941,0.5185131337044458,0.87,0.3919927969080109,0.0,
gp,0,sin_gap,2,3,0.6447709999920335,0.0993693833228038,0.8846462802668376,0.9575,0.4220945672136323,0.014363192368301183,0.19045669416120378,0.22947289173588306,0.9875,1.082071381522112,0.21190569368999793,0.573433196237148,39.92379838222352,0.5734331962371457,39.92379838222336,0.004692641954088916,-2.0,2026-08-31T21:08:44.814927+00:00,1806733,,,,0.09674232005611119,0.8975246043426188,0.975,0.4385909463115889,0.03528607029664611,2.4567010864883096
bbb,1,sin_gap,2,302,135.9910094999941,0.12092316153297497,0.6711591959103967,0.9925,0.583727817263528,0.11168506067231032,0.6658387246021158,-6.602761682989693,0.24,0.6432268183259388,0.1285046098641072,0.11828765381448404,1.0591179617258397,0.1514025297251939,1.355620248704674,0.0001894828309918807,2.734734734734735,2026-08-31T21:11:00.929514+00:00,1806733,,,,0.1486645158181046,0.4996727633157965,0.98,0.6557884005586484,0.1371019355598579,1.2275763180370378
bbb,2,sin_gap,2,5402,220.3488737999869,0.10419552794046076,0.7883203776795553,0.985,0.5220131029069563,0.08268987335469033,0.8314241873902317,-16.662674679718727,0.125,0.5378878517467576,0.09485494140847861,0.08847156088941618,1.0699201401594347,0.10758041265565856,1.3010107319212187,0.0012887836368256286,3.3453453453453452,2026-08-31T21:14:41.487872+00:00,1806733,,,,0.17115035339647708,0.2908172246716712,0.955,0.7581121184536802,0.150008448573658,1.8141090618220088
mcd,1,sin_gap,2,151,6.291747200011741,0.1620917819367831,0.3975043995214559,0.94,0.602373061356413,0.11693476789672272,0.7207266645377863,-8.119320127510044,0.245,0.6639682240326,0.13665074221030366,0.1455800479407433,1.2449680326840022,0.1395234219233959,1.1931731206464067,0.01350333328485517,-1.6696696696696698,2026-08-31T21:14:47.993634+00:00,1806733,,,,0.17594420891070048,0.1657337302573955,0.84,0.5151150463724866,0.08205875995781539,0.7017481749336522
mcd,2,sin_gap,2,2701,9.015754499996547,0.12445881448052432,0.6577349929422344,0.975,0.5262283152333674,0.08932400881093724,0.8639986717696477,-18.62400372425978,0.115,0.5396734183685037,0.09401601779611315,0.0857179368547852,0.9596293090272667,0.0991815867879956,1.1103575411390554,0.010166205715884976,2.744744744744745,2026-08-31T21:14:57.350888+00:00,1806733,,,,0.1572755069370675,0.4215286293742231,0.935,0.564342604081764,0.10240396177083973,1.1464326683723685
laplace,1,sin_gap,2,151,5.809949999995297,0.10067384389441905,0.878495690117488,0.945,0.3978920358453536,0.015433047123590584,0.2913893512661021,-0.1711143250269815,0.98,1.6641510441240774,0.35635561062405646,0.9329540708585317,60.45170881597585,0.9557175425710069,61.92669113995772,0.012411265084361855,7.98998998998999,2026-08-31T21:15:03.443803+00:00,1806733,0.9914872116486421,1518270.0649003005,1531305.746622516,0.09824574524618061,0.7880911957843378,0.995,0.5562274940250287,0.10031127898102948,6.4997714435599745
laplace,2,sin_gap,2,2701,13.598114799999166,0.10524812883562168,0.8325182119417823,0.94,0.39994319254987604,0.019358801073572737,0.4822500082578156,-0.6234864832911994,0.88,1.6001421283403936,0.3754850911931426,0.7901726573710374,40.8172311068233,0.4299121938773084,22.20758363306879,0.004487788916938545,-0.8088088088088088,2026-08-31T21:15:20.780197+00:00,1806733,0.9969888474431471,368812.1036826656,369926.0073254701,0.1315396081858941,0.576909260269764,0.98,0.6154654572065394,0.1216292336148369,6.2828908232791605
ensemble,1,sin_gap,2,755,28.299571899988223,0.1011829406215592,0.8716219683628027,0.9425,0.39774631089668505,0.01679193929146769,0.28551726957058965,-2.0168108164024274,0.5325,0.4105667165828273,0.027633210498749037,0.06905291215607241,4.112265471991049,0.025488072711679806,1.5178754680604873,6.600411368078846e-05,-2.0,2026-08-31T21:15:50.125189+00:00,1806733,,,,0.09909799499982845,0.8930266828960624,0.945,0.4024292096240715,0.02506356657690942,1.4925951161367468
ensemble,2,sin_gap,2,13505,40.39557799999602,0.10035271948445322,0.8755016882762178,0.9525,0.40461670781503867,0.01658696249581164,0.4577944974102918,-4.459258421658037,0.305,0.49130545615099647,0.07270766107626395,0.09519318079063781,5.739036355491548,0.11680175008699274,7.041780562082193,9.969893534764185e-05,6.868868868868869,2026-08-31T21:16:30.582193+00:00,1806733,,,,0.11576836895804778,0.7148861713310504,0.92,0.3933891001565696,0.008260628417000912,0.49801935822106047
