dataset,method,seed,epoch,val_nll,val_ll,val_rmse,mean_var_aleatoric,mean_var_epistemic,n_fit,n_val,n_train_full,batch_size,steps_per_epoch,total_steps,elbo_samples,run_aborted,max_epoch_measured,run_train_time_s,timestamp,git_commit,on_grid
concrete,bbb,0,500,0.2949657102034137,-0.2949657102034137,0.3141632231937758,0.0605294700515983,0.0080439858899696,742,185,927,128,6,3000,8.0,False,2000,81.66335909999907,2026-08-27T09:49:57.132935+00:00,1806733,True
concrete,bbb,0,1000,0.4200800415294696,-0.4200800415294696,0.3221479895639674,0.0506751233179632,0.0033471339776077,742,185,927,128,6,6000,8.0,False,2000,81.66335909999907,2026-08-27T09:49:57.132935+00:00,1806733,True
concrete,bbb,0,2000,0.5930260492898507,-0.5930260492898507,0.3386117574517215,0.0456857955955536,0.0025050739688901,742,185,927,128,6,12000,8.0,False,2000,81.66335909999907,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,0,5,1.2272381332828628,-1.2272381332828628,0.8250698053947313,0.7148169622100704,0.0,1151,288,1439,128,9,45,,False,2000,17.840318000060506,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,0,10,1.2165487326967357,-1.2165487326967357,0.8159528968939733,0.6252169438740268,0.0,1151,288,1439,128,9,90,,False,2000,17.840318000060506,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,0,20,1.211767448543422,-1.211767448543422,0.8094292139683876,0.5766414226718247,0.0,1151,288,1439,128,9,180,,False,2000,17.840318000060506,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,0,50,1.281136544714906,-1.281136544714906,0.8423310048794477,0.5018038129225865,0.0,1151,288,1439,128,9,450,,False,2000,17.840318000060506,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,0,100,1.3500784711689484,-1.3500784711689484,0.8549457601890923,0.4261236121222654,0.0,1151,288,1439,128,9,900,,False,2000,17.840318000060506,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,0,200,1.4984376175884817,-1.4984376175884817,0.8822351033329942,0.354366906323662,0.0,1151,288,1439,128,9,1800,,False,2000,17.840318000060506,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,0,500,1.5951739416913442,-1.5951739416913442,0.9076803218925478,0.3380811789217489,0.0,1151,288,1439,128,9,4500,,False,2000,17.840318000060506,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,0,1000,1.8155808194176788,-1.8155808194176788,0.9455105969584278,0.2974085966718535,0.0,1151,288,1439,128,9,9000,,False,2000,17.840318000060506,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,0,2000,1.963485130669613,-1.963485130669613,0.972912408286435,0.2821975198687625,0.0,1151,288,1439,128,9,18000,,False,2000,17.840318000060506,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,1,5,1.2287999939090095,-1.2287999939090095,0.8268432894921273,0.6853779370419576,0.0,1151,288,1439,128,9,45,,False,2000,17.751585399964824,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,1,10,1.2046830225197829,-1.2046830225197829,0.8067479837914769,0.6229021371169216,0.0,1151,288,1439,128,9,90,,False,2000,17.751585399964824,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,1,20,1.2251581748529996,-1.2251581748529996,0.817551940495519,0.5638490891549489,0.0,1151,288,1439,128,9,180,,False,2000,17.751585399964824,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,1,50,1.2217070190220265,-1.2217070190220265,0.8018778630914156,0.4801330619042709,0.0,1151,288,1439,128,9,450,,False,2000,17.751585399964824,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,1,100,1.3968606506075392,-1.3968606506075392,0.870193656411821,0.4097471361627115,0.0,1151,288,1439,128,9,900,,False,2000,17.751585399964824,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,1,200,1.5906518761067114,-1.5906518761067114,0.8975260755534431,0.3275022613479632,0.0,1151,288,1439,128,9,1800,,False,2000,17.751585399964824,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,1,500,2.0290364477369702,-2.0290364477369702,0.9832451148823718,0.2754766149234953,0.0,1151,288,1439,128,9,4500,,False,2000,17.751585399964824,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,1,1000,2.556026368269879,-2.556026368269879,1.0759144311743147,0.2479463875675673,0.0,1151,288,1439,128,9,9000,,False,2000,17.751585399964824,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,1,2000,3.0395930727519973,-3.0395930727519973,1.137356435306633,0.2257741662990728,0.0,1151,288,1439,128,9,18000,,False,2000,17.751585399964824,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,2,5,1.223782490767745,-1.223782490767745,0.8222763097776085,0.7080229573150707,0.0,1151,288,1439,128,9,45,,False,2000,17.849063700065017,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,2,10,1.2167084396536056,-1.2167084396536056,0.8156913336479249,0.6165364048761212,0.0,1151,288,1439,128,9,90,,False,2000,17.849063700065017,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,2,20,1.198857172658498,-1.198857172658498,0.7996617420984232,0.5695412623213595,0.0,1151,288,1439,128,9,180,,False,2000,17.849063700065017,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,2,50,1.259138412077136,-1.259138412077136,0.8237988215577046,0.4793913556501485,0.0,1151,288,1439,128,9,450,,False,2000,17.849063700065017,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,2,100,1.346859094025984,-1.346859094025984,0.8461195856781505,0.4092894146355471,0.0,1151,288,1439,128,9,900,,False,2000,17.849063700065017,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,2,200,1.4615075047005734,-1.4615075047005734,0.8660841923909912,0.3525330839251811,0.0,1151,288,1439,128,9,1800,,False,2000,17.849063700065017,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,2,500,1.766137438958185,-1.766137438958185,0.9303525904750304,0.2979203128721714,0.0,1151,288,1439,128,9,4500,,False,2000,17.849063700065017,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,2,1000,2.134760774884108,-2.134760774884108,1.003529704749314,0.2689091731838229,0.0,1151,288,1439,128,9,9000,,False,2000,17.849063700065017,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,map,2,2000,2.234553723091247,-2.234553723091247,1.019107910329364,0.2614188444177595,0.0,1151,288,1439,128,9,18000,,False,2000,17.849063700065017,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,0,5,1.2249123489658449,-1.2249123489658449,0.822926782101805,0.7181355616725061,0.0054590609584898,1151,288,1439,128,9,45,,False,2000,19.92324559995905,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,0,10,1.2187146431595468,-1.2187146431595468,0.8182840688839225,0.6360181832055236,0.0071976650081258,1151,288,1439,128,9,90,,False,2000,19.92324559995905,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,0,20,1.2001260756178287,-1.2001260756178287,0.8029973440697568,0.6083574021649265,0.0160372042524419,1151,288,1439,128,9,180,,False,2000,19.92324559995905,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,0,50,1.2055751706106896,-1.2055751706106896,0.8065253533190206,0.5772808055436284,0.0235109871807237,1151,288,1439,128,9,450,,False,2000,19.92324559995905,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,0,100,1.1965447083763443,-1.1965447083763443,0.7984412120313611,0.5407208898164702,0.0359396607005174,1151,288,1439,128,9,900,,False,2000,19.92324559995905,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,0,200,1.2169398866482923,-1.2169398866482923,0.8116810789878027,0.5174287684209401,0.0440645614977538,1151,288,1439,128,9,1800,,False,2000,19.92324559995905,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,0,500,1.2243994142632963,-1.2243994142632963,0.8146693006174374,0.4947794407757441,0.0523964420207976,1151,288,1439,128,9,4500,,False,2000,19.92324559995905,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,0,1000,1.2267032611482591,-1.2267032611482591,0.8153985321742502,0.488035323455435,0.0544425592754913,1151,288,1439,128,9,9000,,False,2000,19.92324559995905,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,0,2000,1.2067760171389876,-1.2067760171389876,0.8018280161363027,0.4861258806785998,0.0544047139775615,1151,288,1439,128,9,18000,,False,2000,19.92324559995905,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,1,5,1.2257188557222205,-1.2257188557222205,0.8244834393583467,0.6901859830850066,0.0060649277804256,1151,288,1439,128,9,45,,False,2000,19.798778200056404,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,1,10,1.2059109692083774,-1.2059109692083774,0.808306131472855,0.6319991766799687,0.0074033098428082,1151,288,1439,128,9,90,,False,2000,19.798778200056404,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,1,20,1.2052637763414515,-1.2052637763414515,0.8069362265896691,0.5933213791224784,0.0141310561896132,1151,288,1439,128,9,180,,False,2000,19.798778200056404,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,1,50,1.1957022798222257,-1.1957022798222257,0.7990508594811238,0.5673901856966101,0.0249027001918921,1151,288,1439,128,9,450,,False,2000,19.798778200056404,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,1,100,1.2033885004289393,-1.2033885004289393,0.8031539956126731,0.5295128063443196,0.0360183909444294,1151,288,1439,128,9,900,,False,2000,19.798778200056404,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,1,200,1.234442830182096,-1.234442830182096,0.8229897118252654,0.5052960119563467,0.0456660636666663,1151,288,1439,128,9,1800,,False,2000,19.798778200056404,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,1,500,1.2289671380383898,-1.2289671380383898,0.8172321084710471,0.4933258068735621,0.0524336730531096,1151,288,1439,128,9,4500,,False,2000,19.798778200056404,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,1,1000,1.2468411188473238,-1.2468411188473238,0.8280126569986884,0.4791399426842418,0.0593906820329232,1151,288,1439,128,9,9000,,False,2000,19.798778200056404,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,1,2000,1.2395108722625532,-1.2395108722625532,0.8238765637074704,0.4852271091269124,0.0582362773589166,1151,288,1439,128,9,18000,,False,2000,19.798778200056404,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,2,5,1.2236425787951966,-1.2236425787951966,0.8219389508966649,0.7153276312791674,0.005599779532668,1151,288,1439,128,9,45,,False,2000,19.88343759998679,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,2,10,1.2118865910765146,-1.2118865910765146,0.8129472932040053,0.6318375030378274,0.0074959227333486,1151,288,1439,128,9,90,,False,2000,19.88343759998679,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,2,20,1.1918346238215172,-1.1918346238215172,0.7966364445736182,0.6057540454715621,0.0161614011944442,1151,288,1439,128,9,180,,False,2000,19.88343759998679,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,2,50,1.210823042517498,-1.210823042517498,0.8105350258625568,0.5702397732335958,0.0261927692694293,1151,288,1439,128,9,450,,False,2000,19.88343759998679,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,2,100,1.1936406654936167,-1.1936406654936167,0.7955351247755321,0.5293372533500803,0.037166804373772,1151,288,1439,128,9,900,,False,2000,19.88343759998679,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,2,200,1.2118879164671463,-1.2118879164671463,0.8076395437664899,0.5070580950940315,0.0455390379074099,1151,288,1439,128,9,1800,,False,2000,19.88343759998679,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,2,500,1.219635066478591,-1.219635066478591,0.8119480972108298,0.491237943267679,0.0521687443230638,1151,288,1439,128,9,4500,,False,2000,19.88343759998679,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,2,1000,1.2260290950546124,-1.2260290950546124,0.8162154045620672,0.475368617758877,0.0614711887854706,1151,288,1439,128,9,9000,,False,2000,19.88343759998679,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,mcd,2,2000,1.221554616854612,-1.221554616854612,0.8124792036523681,0.4736753479566639,0.0605657401119362,1151,288,1439,128,9,18000,,False,2000,19.88343759998679,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,bbb,0,5,1.2264532220903055,-1.2264532220903055,0.8240107117310638,0.7293659532469122,0.0238509860271554,1151,288,1439,128,9,45,8.0,False,2000,134.4731398000149,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,bbb,0,10,1.226833824438111,-1.226833824438111,0.8265111231760981,0.6650687320152427,0.0216766055636136,1151,288,1439,128,9,90,8.0,False,2000,134.4731398000149,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,bbb,0,20,1.2051018846902113,-1.2051018846902113,0.8086683616161526,0.6336265598979852,0.0248086105470894,1151,288,1439,128,9,180,8.0,False,2000,134.4731398000149,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,bbb,0,50,1.197653399404791,-1.197653399404791,0.8021215749015713,0.5799100580036547,0.0275842607897669,1151,288,1439,128,9,450,8.0,False,2000,134.4731398000149,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,bbb,0,100,1.222759408046868,-1.222759408046868,0.8146836881808914,0.511552529484954,0.0359606762039525,1151,288,1439,128,9,900,8.0,False,2000,134.4731398000149,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,bbb,0,200,1.329730468714644,-1.329730468714644,0.8626118826936785,0.4485227294901597,0.0253177455216032,1151,288,1439,128,9,1800,8.0,False,2000,134.4731398000149,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,bbb,0,500,1.418019526111315,-1.418019526111315,0.887448850806279,0.4021828715563104,0.0200077842216967,1151,288,1439,128,9,4500,8.0,False,2000,134.4731398000149,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,bbb,0,1000,1.582737640557807,-1.582737640557807,0.9110643862675056,0.3347591419486564,0.0122338503186257,1151,288,1439,128,9,9000,8.0,False,2000,134.4731398000149,2026-08-27T09:49:57.132935+00:00,1806733,True
wine_quality_red,bbb,0,2000,1.7862560705032773,-1.7862560705032773,0.9299869718529544,0.2796801706750325,0.0114618499041916,1151,288,1439,128,9,18000,8.0,False,2000,134.4731398000149,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,0,5,0.4297868916776247,-0.4297868916776247,0.3715957758628515,0.1461826220619761,0.0,5898,1475,7373,128,47,235,,False,2000,98.67179419996684,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,0,10,0.3356871680931675,-0.3356871680931675,0.3382732260043473,0.1087870910901889,0.0,5898,1475,7373,128,47,470,,False,2000,98.67179419996684,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,0,20,0.3210647885159985,-0.3210647885159985,0.3322746725835819,0.0976622355884427,0.0,5898,1475,7373,128,47,940,,False,2000,98.67179419996684,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,0,50,0.2468143614315901,-0.2468143614315901,0.3080620452899287,0.0822944187678729,0.0,5898,1475,7373,128,47,2350,,False,2000,98.67179419996684,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,0,100,0.1322784049266256,-0.1322784049266256,0.2761748540426204,0.0750938541839805,0.0,5898,1475,7373,128,47,4700,,False,2000,98.67179419996684,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,0,200,0.1570019874754668,-0.1570019874754668,0.2824601385580855,0.0726236585532154,0.0,5898,1475,7373,128,47,9400,,False,2000,98.67179419996684,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,0,500,0.1506662942931942,-0.1506662942931942,0.2802040965177979,0.0694034631669062,0.0,5898,1475,7373,128,47,23500,,False,2000,98.67179419996684,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,0,1000,0.1673186335983912,-0.1673186335983912,0.283581120787816,0.0671515932107791,0.0,5898,1475,7373,128,47,47000,,False,2000,98.67179419996684,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,0,2000,0.1358406632668411,-0.1358406632668411,0.2754930865702154,0.0651824408199063,0.0,5898,1475,7373,128,47,94000,,False,2000,98.67179419996684,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,1,5,0.4593710206009591,-0.4593710206009591,0.3813289413683267,0.1668670613628019,0.0,5898,1475,7373,128,47,235,,False,2000,99.310510899988,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,1,10,0.2897033003395105,-0.2897033003395105,0.3232387089765406,0.1068926647196597,0.0,5898,1475,7373,128,47,470,,False,2000,99.310510899988,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,1,20,0.2862774524306907,-0.2862774524306907,0.3210734157967104,0.0919078843279136,0.0,5898,1475,7373,128,47,940,,False,2000,99.310510899988,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,1,50,0.1905591114805745,-0.1905591114805745,0.2922563297830929,0.0786586427401195,0.0,5898,1475,7373,128,47,2350,,False,2000,99.310510899988,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,1,100,0.2234180630757079,-0.2234180630757079,0.2989678737313496,0.0724145365378954,0.0,5898,1475,7373,128,47,4700,,False,2000,99.310510899988,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,1,200,0.1346578978938372,-0.1346578978938372,0.2761299065058088,0.0689685469466354,0.0,5898,1475,7373,128,47,9400,,False,2000,99.310510899988,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,1,500,0.2197890351632543,-0.2197890351632543,0.2945329813134588,0.0649112179807856,0.0,5898,1475,7373,128,47,23500,,False,2000,99.310510899988,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,1,1000,0.1809958399562868,-0.1809958399562868,0.2854558587099344,0.0640509613338282,0.0,5898,1475,7373,128,47,47000,,False,2000,99.310510899988,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,1,2000,0.1331651646490612,-0.1331651646490612,0.2735550159707556,0.0613913472066813,0.0,5898,1475,7373,128,47,94000,,False,2000,99.310510899988,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,2,5,0.4373628768768876,-0.4373628768768876,0.3738516913754888,0.1541424711448304,0.0,5898,1475,7373,128,47,235,,False,2000,99.34956070000771,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,2,10,0.3697566149951786,-0.3697566149951786,0.3501980377803453,0.1205451203320924,0.0,5898,1475,7373,128,47,470,,False,2000,99.34956070000771,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,2,20,0.2915914275274937,-0.2915914275274937,0.3234885522198452,0.0975962130994967,0.0,5898,1475,7373,128,47,940,,False,2000,99.34956070000771,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,2,50,0.1795023747628456,-0.1795023747628456,0.2893654417198553,0.0880757328905694,0.0,5898,1475,7373,128,47,2350,,False,2000,99.34956070000771,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,2,100,0.1767036975940314,-0.1767036975940314,0.2887370697690447,0.0830380625173523,0.0,5898,1475,7373,128,47,4700,,False,2000,99.34956070000771,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,2,200,0.1773544808369984,-0.1773544808369984,0.2875343463620799,0.0721750733926028,0.0,5898,1475,7373,128,47,9400,,False,2000,99.34956070000771,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,2,500,0.1241478748038737,-0.1241478748038737,0.2738191284372858,0.0717314228705178,0.0,5898,1475,7373,128,47,23500,,False,2000,99.34956070000771,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,2,1000,0.1749612227380428,-0.1749612227380428,0.2857750720512503,0.0682391042310233,0.0,5898,1475,7373,128,47,47000,,False,2000,99.34956070000771,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,map,2,2000,0.1633775874432287,-0.1633775874432287,0.2826087460671021,0.0670400324037085,0.0,5898,1475,7373,128,47,94000,,False,2000,99.34956070000771,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,0,5,0.6477847689948449,-0.6477847689948449,0.4359861300752652,0.2647755817543809,0.0660449495167571,5898,1475,7373,128,47,235,,False,2000,111.27404720010236,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,0,10,0.5705184159987424,-0.5705184159987424,0.3967998596390056,0.2308907819920201,0.0630799277919595,5898,1475,7373,128,47,470,,False,2000,111.27404720010236,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,0,20,0.5550957813260317,-0.5550957813260317,0.3966174044464065,0.2142597315632506,0.0600027361695409,5898,1475,7373,128,47,940,,False,2000,111.27404720010236,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,0,50,0.4847820180931421,-0.4847820180931421,0.3601008800806051,0.193562486483201,0.0594484778634045,5898,1475,7373,128,47,2350,,False,2000,111.27404720010236,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,0,100,0.4693284422560425,-0.4693284422560425,0.3578323379710668,0.1841316943824261,0.0557527732492693,5898,1475,7373,128,47,4700,,False,2000,111.27404720010236,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,0,200,0.4634245216525414,-0.4634245216525414,0.3558102525410802,0.1807477875930785,0.0561247747570639,5898,1475,7373,128,47,9400,,False,2000,111.27404720010236,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,0,500,0.4293526154999967,-0.4293526154999967,0.3365542679450374,0.1759490373600398,0.055424914399316,5898,1475,7373,128,47,23500,,False,2000,111.27404720010236,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,0,1000,0.438108232939477,-0.438108232939477,0.3466799272189216,0.1712851435545255,0.0539534992410266,5898,1475,7373,128,47,47000,,False,2000,111.27404720010236,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,0,2000,0.4330702682219377,-0.4330702682219377,0.3445193846839628,0.1686672712546817,0.0544743749719326,5898,1475,7373,128,47,94000,,False,2000,111.27404720010236,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,1,5,0.6588539554430121,-0.6588539554430121,0.4366545910986424,0.2721802067515003,0.0715979976068887,5898,1475,7373,128,47,235,,False,2000,111.79402809997556,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,1,10,0.5702094319536198,-0.5702094319536198,0.3963152527923736,0.2266637847100018,0.0664158695362422,5898,1475,7373,128,47,470,,False,2000,111.79402809997556,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,1,20,0.5217731357214554,-0.5217731357214554,0.3724008508083993,0.2131525774782535,0.0603592851585525,5898,1475,7373,128,47,940,,False,2000,111.79402809997556,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,1,50,0.464550135244368,-0.464550135244368,0.350474800193956,0.1863568140745834,0.0588242180115603,5898,1475,7373,128,47,2350,,False,2000,111.79402809997556,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,1,100,0.4675932166882874,-0.4675932166882874,0.3574590390212809,0.1802491324051066,0.0574379269342092,5898,1475,7373,128,47,4700,,False,2000,111.79402809997556,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,1,200,0.441707583405128,-0.441707583405128,0.3485640542825577,0.1712640933947305,0.0545484288250703,5898,1475,7373,128,47,9400,,False,2000,111.79402809997556,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,1,500,0.4821226919716234,-0.4821226919716234,0.3632466016183789,0.1874909310748622,0.0561737543905346,5898,1475,7373,128,47,23500,,False,2000,111.79402809997556,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,1,1000,0.4500395771753935,-0.4500395771753935,0.3532724889830387,0.1705009024652013,0.0569429551126929,5898,1475,7373,128,47,47000,,False,2000,111.79402809997556,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,1,2000,0.4326805816532185,-0.4326805816532185,0.3434512375509194,0.170141399342169,0.0544820430708481,5898,1475,7373,128,47,94000,,False,2000,111.79402809997556,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,2,5,0.6598531097034517,-0.6598531097034517,0.4379687223306548,0.269361108270971,0.0746835001763131,5898,1475,7373,128,47,235,,False,2000,111.78015620005316,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,2,10,0.5737824634366774,-0.5737824634366774,0.3964292596105033,0.2290649382157293,0.0699438381058314,5898,1475,7373,128,47,470,,False,2000,111.78015620005316,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,2,20,0.5453391406475356,-0.5453391406475356,0.3826008845263026,0.2183695840663982,0.0671694323084897,5898,1475,7373,128,47,940,,False,2000,111.78015620005316,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,2,50,0.5169107761299743,-0.5169107761299743,0.3784036300864998,0.1989541704252129,0.0600867705928046,5898,1475,7373,128,47,2350,,False,2000,111.78015620005316,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,2,100,0.4836934516775187,-0.4836934516775187,0.3578859441184457,0.1962004269646939,0.0582891160446195,5898,1475,7373,128,47,4700,,False,2000,111.78015620005316,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,2,200,0.4717653579378372,-0.4717653579378372,0.3618110210831596,0.180740201850881,0.055032863763603,5898,1475,7373,128,47,9400,,False,2000,111.78015620005316,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,2,500,0.4386874897739449,-0.4386874897739449,0.3463288544393105,0.1717342529329592,0.05496320598071,5898,1475,7373,128,47,23500,,False,2000,111.78015620005316,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,2,1000,0.4253164615130184,-0.4253164615130184,0.3369895186131993,0.1704586538736648,0.0566504269426557,5898,1475,7373,128,47,47000,,False,2000,111.78015620005316,2026-08-27T09:49:57.132935+00:00,1806733,True
kin8nm,mcd,2,2000,0.4268041073429756,-0.4268041073429756,0.3410722447669956,0.1672591321723686,0.0557535813659618,5898,1475,7373,128,47,94000,,False,2000,111.78015620005316,2026-08-27T09:49:57.132935+00:00,1806733,True
power_plant,map,0,5,0.0578781378912368,-0.0578781378912368,0.2429802582973284,0.0975617179177741,0.0,6889,1722,8611,128,54,270,,False,2000,106.15887549996842,2026-08-27T09:49:57.132935+00:00,1806733,True
power_plant,map,0,10,0.0183869403748383,-0.0183869403748383,0.2463613327641574,0.0632018701637195,0.0,6889,1722,8611,128,54,540,,False,2000,106.15887549996842,2026-08-27T09:49:57.132935+00:00,1806733,True
power_plant,map,0,20,0.0609881759183115,-0.0609881759183115,0.2566382092696889,0.0601303645520718,0.0,6889,1722,8611,128,54,1080,,False,2000,106.15887549996842,2026-08-27T09:49:57.132935+00:00,1806733,True
