experiment_id,dataset,method,config_id,split_index,init_seed,n_train,n_test,split_type,rmse,mae,ll,nll,crps,picp95,mpiw95,interval_score95,ece_reg,qice,mean_var_aleatoric,mean_var_epistemic,epi_ratio,train_time_s,predict_time_ms_per_1k,n_parameters,torch_threads,timestamp,git_commit
e3_gap_split,energy,mcd,"gap,dim=0",0,0,462,27,gap_in,7.804628110330984,7.152701609144469,-17.469230816158852,17.469230816158852,6.377546830000576,0.0,5.393816402220732,183.62555272358475,0.2378167641325536,,1.1176678377899014,0.7789162532917102,0.4106942881965748,,,502,1,2026-08-31T15:14:42.230344+00:00,1806733
e3_gap_split,energy,mcd,"gap,dim=0",0,0,462,50,gap_out,0.6762726449781022,0.4776754140169212,-1.349421354128857,1.349421354128857,0.439449551851945,1.0,5.282791170646598,5.282791170646598,0.1305263157894736,,1.1176678377899014,0.7027314481971935,0.3860314896883426,,,502,1,2026-08-31T15:14:42.260979+00:00,1806733
e3_gap_split,energy,mcd,"gap,dim=1",0,0,462,27,gap_in,7.804628110330984,7.152701609144469,-17.469230816158852,17.469230816158852,6.377546830000576,0.0,5.393816402220732,183.62555272358475,0.2378167641325536,,1.1176678377899014,0.7789162532917102,0.4106942881965748,,,502,1,2026-08-31T15:14:41.996546+00:00,1806733
e3_gap_split,energy,mcd,"gap,dim=1",0,0,462,50,gap_out,0.6762726449781022,0.4776754140169212,-1.349421354128857,1.349421354128857,0.439449551851945,1.0,5.282791170646598,5.282791170646598,0.1305263157894736,,1.1176678377899014,0.7027314481971935,0.3860314896883426,,,502,1,2026-08-31T15:14:42.026574+00:00,1806733
e3_gap_split,energy,mcd,"gap,dim=2",0,0,461,26,gap_in,5.020831747269011,3.577241636640505,-6.615505788159182,6.615505788159182,3.075792883014072,0.5384615384615384,6.279706742872638,73.16563533029586,0.2267206477732792,,1.708989935347259,0.8632865131939925,0.3356118716102875,,,502,1,2026-08-31T15:14:42.071679+00:00,1806733
e3_gap_split,energy,mcd,"gap,dim=2",0,0,461,51,gap_out,0.7631866698719464,0.5451829518165107,-1.5192066022510484,1.5192066022510484,0.5114683139529277,1.0,6.408156375237937,6.4081563752379385,0.13312693498452,,1.7089899353472586,0.9690776780306016,0.361857061856739,,,502,1,2026-08-31T15:14:42.103257+00:00,1806733
e3_gap_split,energy,mcd,"gap,dim=3",0,0,464,29,gap_in,1.8322391809677547,1.296353466206531,-2.050158550585829,2.050158550585829,1.005263526983864,0.8620689655172413,7.712615806158208,10.13561226614775,0.0693284936479128,,2.6551301656025847,1.2208544772494656,0.3149791832898308,,,502,1,2026-08-31T15:14:41.840315+00:00,1806733
e3_gap_split,energy,mcd,"gap,dim=3",0,0,464,48,gap_out,1.2502794828560702,0.8843165259076601,-1.80004099249041,1.80004099249041,0.7365749997158885,0.9791666666666666,7.671796272055633,7.990553970818618,0.1019736842105262,,2.655130165602585,1.1823560310382364,0.3081069143840107,,,502,1,2026-08-31T15:14:41.864061+00:00,1806733
e3_gap_split,energy,mcd,"gap,dim=4",0,0,463,28,gap_in,1.0541389215494608,0.7871288100976489,-1.7672840821889015,1.7672840821889015,0.679977671228935,1.0,8.001492203573017,8.001492203573015,0.1165413533834586,,2.7854825343384007,1.3869178438158056,0.3324028660042813,,,502,1,2026-08-31T15:14:42.074370+00:00,1806733
e3_gap_split,energy,mcd,"gap,dim=4",0,0,463,49,gap_out,1.158401596889687,0.8693418761281003,-1.80522592447503,1.80522592447503,0.7179062416232136,1.0,8.032459110822654,8.032459110822652,0.1137486573576798,,2.785482534338401,1.4187748190971858,0.3374614586658944,,,502,1,2026-08-31T15:14:42.105619+00:00,1806733
