dataset,dropout_p,seed,x,std_epi
sin_homo,0.05,0,0.9829829829829828,0.12539309997812348
sin_homo,0.05,0,0.9929929929929928,0.1294487462795126
sin_homo,0.05,0,1.0030030030030028,0.11384649936935594
sin_homo,0.05,0,1.0130130130130128,0.10560068713826165
sin_homo,0.05,0,1.0230230230230228,0.1122376794678784
sin_homo,0.05,0,1.0330330330330328,0.10129526250921127
sin_homo,0.05,0,1.0430430430430429,0.11844226769833265
sin_homo,0.05,0,1.0530530530530529,0.12830865747441098
sin_homo,0.05,0,1.0630630630630629,0.11452320722794286
sin_homo,0.05,0,1.0730730730730729,0.12458211289947474
sin_homo,0.05,0,1.0830830830830829,0.10280874471020401
sin_homo,0.05,0,1.0930930930930929,0.10938636599231027
sin_homo,0.05,0,1.1031031031031029,0.11793933405646567
sin_homo,0.05,0,1.113113113113113,0.11134492614496562
sin_homo,0.05,0,1.123123123123123,0.10603858447470381
sin_homo,0.05,0,1.133133133133133,0.12011923153813053
sin_homo,0.05,0,1.143143143143143,0.14307650604752978
sin_homo,0.05,0,1.153153153153153,0.11385288746616927
sin_homo,0.05,0,1.163163163163163,0.13675195011386093
sin_homo,0.05,0,1.173173173173173,0.11546546923337825
sin_homo,0.05,0,1.183183183183183,0.1207877555360516
sin_homo,0.05,0,1.193193193193193,0.10349456314989738
sin_homo,0.05,0,1.203203203203203,0.11045531696565565
sin_homo,0.05,0,1.2132132132132134,0.1135817213427253
sin_homo,0.05,0,1.2232232232232234,0.09580222590855983
sin_homo,0.05,0,1.2332332332332334,0.1087763024496901
sin_homo,0.05,0,1.2432432432432434,0.10614136382913152
sin_homo,0.05,0,1.2532532532532534,0.09914576521150488
sin_homo,0.05,0,1.2632632632632634,0.11736047826409234
sin_homo,0.05,0,1.2732732732732734,0.10676747390868434
sin_homo,0.05,0,1.2832832832832834,0.11147892123869912
sin_homo,0.05,0,1.2932932932932935,0.1188292760609168
sin_homo,0.05,0,1.3033033033033035,0.09574427541174331
sin_homo,0.05,0,1.3133133133133135,0.11307263235105372
sin_homo,0.05,0,1.3233233233233235,0.10407893450746716
sin_homo,0.05,0,1.3333333333333335,0.11820549140165283
sin_homo,0.05,0,1.3433433433433435,0.0823373933143124
sin_homo,0.05,0,1.3533533533533535,0.10591205706176512
sin_homo,0.05,0,1.3633633633633635,0.12065623932314648
sin_homo,0.05,0,1.3733733733733735,0.11515984799273409
sin_homo,0.05,0,1.3833833833833835,0.12936097049455195
sin_homo,0.05,0,1.3933933933933935,0.11676938685693071
sin_homo,0.05,0,1.4034034034034035,0.13363123322953843
sin_homo,0.05,0,1.4134134134134135,0.10458589524094604
sin_homo,0.05,0,1.4234234234234235,0.10959617813756302
sin_homo,0.05,0,1.4334334334334335,0.09518234844071986
sin_homo,0.05,0,1.4434434434434436,0.122270998328588
sin_homo,0.05,0,1.4534534534534536,0.11803817446857641
sin_homo,0.05,0,1.4634634634634636,0.1117828109585733
sin_homo,0.05,0,1.4734734734734736,0.09912009780731734
sin_homo,0.05,0,1.4834834834834836,0.11418974454821511
sin_homo,0.05,0,1.4934934934934936,0.11358701912374124
sin_homo,0.05,0,1.5035035035035036,0.10009969470529748
sin_homo,0.05,0,1.5135135135135136,0.09877848939350178
sin_homo,0.05,0,1.5235235235235236,0.09535642259180632
sin_homo,0.05,0,1.5335335335335336,0.12697231993302982
sin_homo,0.05,0,1.5435435435435436,0.09738720595908125
sin_homo,0.05,0,1.5535535535535536,0.1303049560623326
sin_homo,0.05,0,1.5635635635635636,0.11476583857474429
sin_homo,0.05,0,1.5735735735735736,0.10183068576456608
sin_homo,0.05,0,1.5835835835835836,0.10743511872006259
sin_homo,0.05,0,1.5935935935935936,0.11658854222314989
sin_homo,0.05,0,1.6036036036036037,0.12286108942073128
sin_homo,0.05,0,1.6136136136136137,0.11066207310883967
sin_homo,0.05,0,1.6236236236236237,0.10654828606586628
sin_homo,0.05,0,1.6336336336336337,0.10166814964133403
sin_homo,0.05,0,1.6436436436436437,0.11561213523985243
sin_homo,0.05,0,1.6536536536536537,0.10509364751577392
sin_homo,0.05,0,1.6636636636636637,0.11134679925222248
sin_homo,0.05,0,1.6736736736736737,0.10783910747039199
sin_homo,0.05,0,1.6836836836836837,0.11780840712797899
sin_homo,0.05,0,1.6936936936936937,0.10577696418153375
sin_homo,0.05,0,1.7037037037037037,0.09958725335410457
sin_homo,0.05,0,1.7137137137137137,0.10554780029484698
sin_homo,0.05,0,1.7237237237237237,0.1182989915528918
sin_homo,0.05,0,1.7337337337337337,0.09530084221750845
sin_homo,0.05,0,1.7437437437437437,0.09737519589396279
sin_homo,0.05,0,1.7537537537537538,0.10731522613386009
sin_homo,0.05,0,1.7637637637637638,0.10188957506472938
sin_homo,0.05,0,1.7737737737737738,0.09998833971856695
sin_homo,0.05,0,1.7837837837837838,0.10301542149203555
sin_homo,0.05,0,1.7937937937937938,0.08064315029155082
sin_homo,0.05,0,1.8038038038038038,0.09827034193639404
sin_homo,0.05,0,1.8138138138138138,0.09235112083752703
sin_homo,0.05,0,1.8238238238238238,0.10122886988216226
sin_homo,0.05,0,1.8338338338338338,0.0984066946773521
sin_homo,0.05,0,1.8438438438438438,0.09458228452248281
sin_homo,0.05,0,1.8538538538538538,0.10469643159550301
sin_homo,0.05,0,1.8638638638638638,0.09041587413900591
sin_homo,0.05,0,1.8738738738738738,0.09414639385374786
sin_homo,0.05,0,1.8838838838838838,0.10080308391300784
sin_homo,0.05,0,1.8938938938938938,0.09729682089661726
sin_homo,0.05,0,1.9039039039039038,0.08088190312678607
sin_homo,0.05,0,1.9139139139139139,0.09731885709431375
sin_homo,0.05,0,1.9239239239239239,0.10035774247549405
sin_homo,0.05,0,1.9339339339339339,0.08956248461287836
sin_homo,0.05,0,1.9439439439439439,0.1041757673552946
sin_homo,0.05,0,1.9539539539539539,0.09718891090728977
sin_homo,0.05,0,1.9639639639639639,0.09009811016293731
sin_homo,0.05,0,1.973973973973974,0.09866077478953711
sin_homo,0.05,0,1.983983983983984,0.07361412215192036
sin_homo,0.05,0,1.993993993993994,0.11118584877870281
sin_homo,0.05,0,2.0040040040040044,0.10137084196553763
sin_homo,0.05,0,2.0140140140140144,0.10244153656042013
sin_homo,0.05,0,2.0240240240240244,0.08568266612976974
sin_homo,0.05,0,2.0340340340340344,0.0817464414386183
sin_homo,0.05,0,2.0440440440440444,0.10466534026111582
sin_homo,0.05,0,2.0540540540540544,0.09855035800828926
sin_homo,0.05,0,2.0640640640640644,0.08450156010437322
sin_homo,0.05,0,2.0740740740740744,0.0871014683348573
sin_homo,0.05,0,2.0840840840840844,0.10083704998950721
sin_homo,0.05,0,2.0940940940940944,0.09064543099887941
sin_homo,0.05,0,2.1041041041041044,0.07648754443674738
sin_homo,0.05,0,2.1141141141141144,0.09791481243733385
sin_homo,0.05,0,2.1241241241241244,0.09634092365621441
sin_homo,0.05,0,2.1341341341341344,0.08583267966962192
sin_homo,0.05,0,2.1441441441441444,0.08409686214128854
sin_homo,0.05,0,2.1541541541541545,0.0931031567746692
sin_homo,0.05,0,2.1641641641641645,0.0936704445366775
sin_homo,0.05,0,2.1741741741741745,0.09250009759007442
sin_homo,0.05,0,2.1841841841841845,0.08647593210316804
sin_homo,0.05,0,2.1941941941941945,0.08373211924411038
sin_homo,0.05,0,2.2042042042042045,0.09393676815261705
sin_homo,0.05,0,2.2142142142142145,0.0898871012792751
sin_homo,0.05,0,2.2242242242242245,0.08062365306755015
sin_homo,0.05,0,2.2342342342342345,0.09037759940117736
sin_homo,0.05,0,2.2442442442442445,0.08078380738398769
sin_homo,0.05,0,2.2542542542542545,0.0857136595870841
sin_homo,0.05,0,2.2642642642642645,0.08155065237999562
sin_homo,0.05,0,2.2742742742742745,0.08816105901382651
sin_homo,0.05,0,2.2842842842842845,0.07024023389780515
sin_homo,0.05,0,2.2942942942942945,0.08460831765879165
sin_homo,0.05,0,2.3043043043043046,0.08224279672384559
sin_homo,0.05,0,2.3143143143143146,0.07919151701145029
sin_homo,0.05,0,2.3243243243243246,0.08593412807685148
sin_homo,0.05,0,2.3343343343343346,0.079004221670565
sin_homo,0.05,0,2.3443443443443446,0.09178495382324647
sin_homo,0.05,0,2.3543543543543546,0.08168722214698446
sin_homo,0.05,0,2.3643643643643646,0.0842432511684422
sin_homo,0.05,0,2.3743743743743746,0.0751530717887188
sin_homo,0.05,0,2.3843843843843846,0.06576485941585203
sin_homo,0.05,0,2.3943943943943946,0.07593801680337256
sin_homo,0.05,0,2.4044044044044046,0.06429931278056418
sin_homo,0.05,0,2.4144144144144146,0.062127376105940144
sin_homo,0.05,0,2.4244244244244246,0.07760290702315521
sin_homo,0.05,0,2.4344344344344346,0.06812937978260901
sin_homo,0.05,0,2.4444444444444446,0.06918304728983672
sin_homo,0.05,0,2.4544544544544546,0.06591528749690666
sin_homo,0.05,0,2.4644644644644647,0.06257923272363451
sin_homo,0.05,0,2.4744744744744747,0.07093653831466168
sin_homo,0.05,0,2.4844844844844847,0.06560895137582538
sin_homo,0.05,0,2.4944944944944947,0.07617461616170149
sin_homo,0.05,0,2.5045045045045047,0.06705132466575223
sin_homo,0.05,0,2.5145145145145147,0.08520648514967848
sin_homo,0.05,0,2.5245245245245247,0.0835791208187922
sin_homo,0.05,0,2.5345345345345347,0.06650868703339541
sin_homo,0.05,0,2.5445445445445447,0.0656230507199687
sin_homo,0.05,0,2.5545545545545547,0.0576466234802784
sin_homo,0.05,0,2.5645645645645647,0.06903881732462407
sin_homo,0.05,0,2.5745745745745747,0.06994408104300841
sin_homo,0.05,0,2.5845845845845847,0.08026350301256029
