x,mean,std_alea,std_epi,y_true
-2.0,-0.04090442301463146,0.10000000000000002,0.044699830981729055,-0.9092974268256817
-1.98998998998999,-0.04080778309349176,0.10000000000000002,0.04466557005745544,-0.913417435701936
-1.97997997997998,-0.04071005374105956,0.10000000000000002,0.04463091796741097,-0.917445920640973
-1.96996996996997,-0.04061121737961182,0.10000000000000002,0.04459586876206624,-0.921382477990762
-1.95995995995996,-0.04051125607126034,0.10000000000000002,0.04456041638103871,-0.9252267133103678
-1.94994994994995,-0.04041015150922539,0.10000000000000002,0.044524554650724815,-0.9289782414094727
-1.93993993993994,-0.040307885008866916,0.10000000000000002,0.04448827728187378,-0.9326366863869732
-1.92992992992993,-0.0402044374984671,0.10000000000000002,0.04445157786710741,-0.9362016816686444
-1.91991991991992,-0.040099789509758385,0.10000000000000002,0.044414449878383395,-0.9396728700438709
-1.90990990990991,-0.03999392116818474,0.10000000000000002,0.04437688666439819,-0.9430499037014389
-1.8998998998999,-0.03988681218289356,0.10000000000000002,0.044338881447931605,-0.9463324442643871
-1.88988988988989,-0.03977844183644454,0.10000000000000002,0.04430042732313003,-0.9495201628239114
-1.87987987987988,-0.03966878897423073,0.10000000000000002,0.044261517252727395,-0.9526127399723214
-1.86986986986987,-0.03955783199360002,0.10000000000000002,0.04422214406520222,-0.9556098658350456
-1.85985985985986,-0.03944554883266881,0.10000000000000002,0.044182300451868994,-0.9585112401016795
-1.84984984984985,-0.03933191695881931,0.10000000000000002,0.04414197896390445,-0.9613165720560779
-1.83983983983984,-0.03921691335686733,0.10000000000000002,0.04410117200930467,-0.964025580605483
-1.82982982982983,-0.03910051451689427,0.10000000000000002,0.04405987184977331,-0.9666379943086911
-1.8198198198198199,-0.03898269642172938,0.10000000000000002,0.044018070597539,-0.9691535514032502
-1.8098098098098099,-0.038863434534072,0.10000000000000002,0.043975760212100354,-0.9715719998316883
-1.7997997997997999,-0.038742703783243654,0.10000000000000002,0.04393293249689744,-0.9738930972667699
-1.7897897897897899,-0.03862047855155744,0.10000000000000002,0.04388957909590828,-0.9761166111357765
-1.7797797797797799,-0.038496732660290814,0.10000000000000002,0.04384569149016824,-0.9782423186438112
-1.7697697697697699,-0.03837143935525206,0.10000000000000002,0.043801260994211076,-0.9802700067961214
-1.7597597597597598,-0.03824457129192442,0.10000000000000002,0.043756278752431176,-0.9821994724194418
-1.7497497497497498,-0.0381161005201778,0.10000000000000002,0.04371073573536347,-0.9840305221823515
-1.7397397397397398,-0.03798599846852904,0.10000000000000002,0.04366462273588241,-0.9857629726146463
-1.7297297297297298,-0.037854235927941904,0.10000000000000002,0.04361793036531487,-0.987396650125722
-1.7197197197197198,-0.037720783035147,0.10000000000000002,0.04357064904946845,-0.9889313910219679
-1.7097097097097098,-0.037585609255469436,0.10000000000000002,0.043522769024572534,-0.9903670415231693
-1.6996996996996998,-0.03744868336514525,0.10000000000000002,0.04347428033313125,-0.991703457777916
-1.6896896896896898,-0.03730997343311311,0.10000000000000002,0.04342517281968552,-0.9929405058780159
-1.6796796796796798,-0.03716944680226071,0.10000000000000002,0.043375436126484125,-0.9940780618719127
-1.6696696696696698,-0.03702707007011088,0.10000000000000002,0.0433250596890625,-0.9951160117771058
-1.6596596596596598,-0.03688280906892678,0.10000000000000002,0.043274032731726815,-0.9960542515915716
-1.6496496496496498,-0.0367366288452184,0.10000000000000002,0.043222344262942164,-0.9968926873041835
-1.6396396396396398,-0.03658849363862993,0.10000000000000002,0.04316998307062557,-0.9976312349041329
-1.6296296296296298,-0.03643836686018727,0.10000000000000002,0.04311693771733953,-0.9982698203893463
-1.6196196196196198,-0.03628621106988592,0.10000000000000002,0.04306319653538726,-0.9988083797739007
-1.6096096096096097,-0.036131987953594,0.10000000000000002,0.04300874762180814,-0.9992468590944343
-1.5995995995995997,-0.03597565829925203,0.10000000000000002,0.04295357883327101,-0.9995852144155545
-1.5895895895895895,-0.03581718197234189,0.10000000000000002,0.04289767778086654,-0.9998234118342396
-1.5795795795795795,-0.03565651789060281,0.10000000000000002,0.04284103182479597,-0.9999614274832359
-1.5695695695695695,-0.03549362399796828,0.10000000000000002,0.042783628068957164,-0.9999992475334494
-1.5595595595595595,-0.035328457237698466,0.10000000000000002,0.04272545335542625,-0.9999368681953315
-1.5495495495495495,-0.03516097352467874,0.10000000000000002,0.04266649425883403,-0.9997742957192581
-1.5395395395395395,-0.03499112771686004,0.10000000000000002,0.04260673708063881,-0.9995115463949044
-1.5295295295295295,-0.0348188735858075,0.10000000000000002,0.0425461678432949,-0.9991486465496117
-1.5195195195195195,-0.034644163786331235,0.10000000000000002,0.042484772284313445,-0.9986856325457498
-1.5095095095095095,-0.034466949825164614,0.10000000000000002,0.04242253585022253,-0.9981225507770738
-1.4994994994994995,-0.03428718202866046,0.10000000000000002,0.04235944369042119,-0.9974594576640748
-1.4894894894894894,-0.03410480950946951,0.10000000000000002,0.04229548065092995,-0.9966964196483272
-1.4794794794794794,-0.03391978013216773,0.10000000000000002,0.042230631268041816,-0.9958335131858309
-1.4694694694694694,-0.03373204047779592,0.10000000000000002,0.04216487976186889,-0.9948708247393507
-1.4594594594594594,-0.03354153580727452,0.10000000000000002,0.042098210029793456,-0.9938084507697528
-1.4494494494494494,-0.03334821002365511,0.10000000000000002,0.0420306056398192,-0.9926464977263391
-1.4394394394394394,-0.03315200563316746,0.10000000000000002,0.0419620498238294,-0.9913850820361815
-1.4294294294294294,-0.03295286370502363,0.10000000000000002,0.041892525470753686,-0.9900243300924556
-1.4194194194194194,-0.03275072382993171,0.10000000000000002,0.04182201511964427,-0.9885643782417765
-1.4094094094094094,-0.03254552407727949,0.10000000000000002,0.04175050095266958,-0.9870053727705367
-1.3993993993993994,-0.032337200950938554,0.10000000000000002,0.04167796478802623,-0.9853474698902484
-1.3893893893893894,-0.03212568934364269,0.10000000000000002,0.04160438807277658,-0.983590835721891
-1.3793793793793794,-0.03191092248989035,0.10000000000000002,0.041529751875615105,-0.9817356462792662
-1.3693693693693694,-0.031692831917321106,0.10000000000000002,0.0414540368795729,-0.9797820874513614
-1.3593593593593594,-0.03147134739651236,0.10000000000000002,0.04137722337466341,-0.9777303549837233
-1.3493493493493494,-0.031246396889140833,0.10000000000000002,0.04129929125048201,-0.975580654458845
-1.3393393393393394,-0.031017906494452536,0.10000000000000002,0.041220219988762886,-0.9733332012755663
-1.3293293293293293,-0.030785800393983553,0.10000000000000002,0.041139988655907,-0.9709882206274908
-1.3193193193193193,-0.03055000079446853,0.10000000000000002,0.041058575895491785,-0.968545947480422
-1.3093093093093093,-0.030310427868874935,0.10000000000000002,0.0409759599207691,-0.9660066265488194
-1.2992992992992993,-0.030066999695496623,0.10000000000000002,0.0408921185071727,-0.9633705122712787
-1.2892892892892893,-0.029819632195041627,0.10000000000000002,0.04080702898484176,-0.9606378687850368
-1.2792792792792793,-0.029568239065641107,0.10000000000000002,0.04072066823118322,-0.9578089698995055
-1.2692692692692693,-0.02931273171570793,0.10000000000000002,0.0406330126634834,-0.9548840990688361
-1.2592592592592593,-0.029053019194571383,0.10000000000000002,0.040544038231594456,-0.9518635493635174
-1.2492492492492493,-0.028789008120807414,0.10000000000000002,0.040453720410709916,-0.9487476234410099
-1.2392392392392393,-0.028520602608186996,0.10000000000000002,0.04036203419425877,-0.9455366335154203
-1.2292292292292293,-0.028247704189157417,0.10000000000000002,0.04026895408693734,-0.9422309013262169
-1.2192192192192193,-0.027970211735771265,0.10000000000000002,0.0401744540979082,-0.9388307581059925
-1.2092092092092093,-0.027688021377973916,0.10000000000000002,0.04007850773419747,-0.9353365445472741
-1.1991991991991993,-0.027401026419158543,0.10000000000000002,0.03998108799431767,-0.9317486107683867
-1.189189189189189,-0.027109117248891333,0.10000000000000002,0.03988216736215723,-0.9280673162783707
-1.179179179179179,-0.026812181252710836,0.10000000000000002,0.03978171780116963,-0.9242930299409599
-1.169169169169169,-0.02651010271889876,0.10000000000000002,0.039679710748906014,-0.9204261299376212
-1.159159159159159,-0.026202762742118007,0.10000000000000002,0.039576117111936,-0.9164670037296613
-1.149149149149149,-0.02589003912380739,0.10000000000000002,0.03947090726120527,-0.912416048019403
-1.139139139139139,-0.025571806269223694,0.10000000000000002,0.039364051027881,-0.908273668710436
